G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	
G1	0.574886	0.000000	0.000000	0.000000	0.106054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.194695	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.216947	0.087976	0.000000	0.283777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.125616	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.134102	0.000000	0.000000	-0.095280	0.000000	0.000000	0.000000	-0.173070	0.102304	0.213877	0.000000	0.145760	0.000000	0.000000	0.000000	0.303114	0.000000	-0.365462	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.331013	0.000000	0.000000	0.000000	0.000000	0.095200	0.000000	0.000000	-0.138836	0.000000	0.000000	0.000000	-0.155868	0.000000	0.000000	0.000000	-0.184228	0.000000	0.000000	0.000000	0.109764	0.000000	0.000000	0.000000	-0.238598	0.000000	0.000000	0.000000	0.000000	0.000000	
G2	0.000000	0.749827	0.145556	0.000000	0.000000	0.176020	0.000000	0.000000	0.000000	-0.322643	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.271673	0.141582	0.000000	-0.293519	0.000000	0.000000	0.000000	0.000000	0.000000	-0.262937	0.000000	0.000000	0.000000	0.000000	0.000000	0.110252	-0.173777	0.000000	-0.186750	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.146833	0.000000	0.000000	0.000000	-0.190067	0.000000	0.000000	-0.064349	-0.112948	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.135352	0.165731	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.177447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.210706	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.082159	0.000000	0.000000	0.166986	0.235302	0.000000	0.000000	0.000000	
G3	0.000000	0.000000	0.773390	-0.140706	-0.055471	0.276116	0.000000	0.000000	0.000000	-0.098026	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.121414	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.212599	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.191808	0.000000	0.000000	0.000000	0.000000	-0.158765	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.141178	0.000000	-0.142401	-0.211862	0.000000	-0.082330	0.000000	0.000000	0.000000	0.000000	0.000000	0.307903	0.000000	-0.248162	0.000000	0.000000	0.000000	0.000000	-0.134107	0.000000	-0.074331	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.149320	0.000000	0.000000	-0.163422	0.000000	-0.145304	0.000000	0.000000	-0.118293	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.008730	0.000000	0.000000	
G4	-0.161919	0.000000	0.121521	0.820892	-0.189407	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.170466	0.202602	0.000000	0.000000	0.152023	0.000000	-0.120560	0.000000	0.000000	0.121745	-0.158108	0.000000	-0.202888	-0.234976	0.000000	0.000000	0.000000	0.232047	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.190677	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.113560	0.000000	0.000000	0.172343	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.136662	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.059314	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.178857	-0.097180	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.325859	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.109947	0.000000	0.000000	
G5	0.000000	0.000000	0.036469	0.016191	0.060376	-0.385494	0.029509	0.000000	0.000000	-0.013476	0.000000	0.000000	0.000000	-0.380519	-0.612052	0.000000	0.000000	0.000000	0.000000	0.000000	0.010127	0.009059	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.014384	0.020965	-0.052052	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.025785	0.000000	0.000000	0.014793	0.000000	0.000000	0.000000	0.000000	0.000000	-0.084758	0.000000	0.000000	-0.041167	0.000000	0.000000	-0.024826	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.036286	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.017928	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006567	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.037444	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
G6	0.000000	0.000000	0.000000	0.311200	0.000000	0.264612	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.231607	0.150389	-0.077663	0.000000	0.000000	0.000000	0.000000	0.000000	0.171617	0.000000	0.000000	0.000000	0.000000	-0.118661	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.146324	0.000000	0.000000	0.000000	0.137725	0.000000	-0.119819	0.108886	0.000000	0.000000	0.000000	0.000000	-0.164939	0.194128	0.000000	-0.158205	0.000000	0.000000	0.000000	0.000000	0.173826	0.000000	0.000000	0.098386	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.107567	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.215119	0.000000	-0.190497	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.167071	-0.204928	0.112846	0.000000	0.000000	
G7	0.000000	0.000000	-0.184151	0.000000	-0.199256	0.205146	0.505891	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.185623	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.176662	0.000000	-0.157733	0.000000	0.000000	0.000000	0.000000	-0.146964	0.173058	0.000000	0.165962	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.106251	0.000000	0.000000	-0.079686	-0.076509	0.000000	0.129326	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.125426	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.192617	0.000000	0.000000	0.000000	0.000000	0.000000	0.147147	0.000000	0.000000	0.000000	0.000000	0.181879	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.152854	0.327153	0.000000	0.000000	0.000000	0.000000	0.000000	0.085725	0.000000	0.000000	0.000000	0.000000	-0.184912	0.000000	0.000000	0.000000	0.000000	0.000000	
G8	-0.276940	0.000000	-0.091536	0.000000	-0.037012	0.000000	0.000000	0.829216	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.060416	-0.207873	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.085794	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.070236	0.077404	0.000000	0.000000	0.000000	0.000000	0.000000	-0.146045	0.000000	0.000000	-0.093734	0.107073	0.000000	0.216661	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.118697	0.000000	0.000000	-0.111780	0.000000	0.000000	0.000000	0.081149	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.121933	0.000000	0.000000	0.000000	-0.121542	0.000000	0.000000	-0.270133	-0.107203	0.000000	0.000000	-0.075999	0.000000	0.000000	0.000000	0.000000	-0.073658	0.000000	0.000000	
G9	0.000000	0.189897	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.201355	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.210565	0.000000	0.000000	0.000000	0.000000	0.000000	0.137539	0.000000	0.202335	0.000000	-0.132948	-0.105309	0.000000	0.000000	0.149688	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.199391	0.000000	0.000000	0.000000	0.000000	0.126517	0.000000	0.000000	0.000000	0.079065	0.000000	-0.118613	0.000000	0.000000	0.000000	0.000000	0.000000	0.177216	0.000000	-0.235805	0.000000	0.000000	0.000000	-0.292447	0.106244	0.000000	0.000000	0.000000	0.124352	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.140423	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.120700	0.000000	0.086887	0.000000	0.000000	-0.126973	-0.144162	0.000000	
G10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.056493	0.114564	0.000000	0.525037	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.160152	0.082757	0.000000	0.000000	0.000000	0.000000	0.000000	0.137242	0.000000	0.000000	0.000000	0.000000	-0.152010	0.000000	0.189498	0.000000	0.000000	0.000000	0.000000	-0.187740	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.117363	0.000000	0.000000	-0.160111	0.000000	0.000000	0.000000	0.000000	0.000000	-0.114846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.196332	0.000000	0.000000	-0.073624	0.000000	0.000000	0.000000	-0.157901	0.000000	0.000000	-0.224000	0.238388	0.000000	0.000000	0.000000	0.000000	-0.448261	0.185431	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.119268	0.000000	0.000000	0.000000	0.076785	0.000000	0.000000	-0.089597	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
