G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	
G1	0.584948	0.000000	0.000000	0.000000	0.115737	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.206419	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.187019	0.000000	0.000000	0.271378	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.140288	0.000000	0.000000	-0.102347	0.000000	0.000000	0.000000	-0.157171	0.110719	0.215327	0.000000	0.163526	0.000000	0.000000	0.000000	0.314265	0.000000	-0.372307	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.336467	0.000000	0.000000	0.000000	0.000000	0.088791	0.000000	0.000000	-0.142278	0.000000	0.000000	0.000000	-0.128514	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.120913	0.000000	0.000000	0.000000	-0.230291	0.000000	0.000000	-0.066585	0.000000	0.000000	
G2	0.000000	0.723954	0.160829	0.000000	0.000000	0.187053	0.000000	0.000000	0.000000	-0.294803	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.226094	0.000000	0.000000	-0.320950	0.138391	0.000000	0.000000	0.000000	0.000000	-0.289378	0.000000	0.000000	0.000000	0.000000	0.000000	0.123480	-0.146487	0.000000	-0.173279	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.155270	0.000000	0.000000	0.000000	-0.204060	0.000000	0.000000	0.000000	-0.129110	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.158077	0.185547	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.126586	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.210999	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.103033	0.256748	0.000000	0.000000	0.000000	
G3	0.000000	0.000000	0.772096	-0.149990	-0.068264	0.264656	0.000000	0.000000	0.000000	-0.084467	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.119677	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.243970	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.208234	0.000000	0.000000	0.000000	0.000000	-0.166236	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.130508	0.000000	-0.135441	-0.223063	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.271599	0.000000	-0.259537	0.000000	0.000000	0.000000	0.000000	-0.116092	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.159752	0.000000	0.000000	-0.174861	0.000000	-0.154760	0.000000	0.000000	-0.112269	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.023532	0.000000	0.000000	
G4	-0.183828	0.000000	0.111890	0.827276	-0.196684	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.167645	0.201980	0.000000	0.000000	0.160813	0.000000	-0.105925	0.000000	0.000000	0.000000	0.000000	0.000000	-0.198619	-0.246874	0.000000	0.000000	0.000000	0.207462	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.185210	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.107899	0.000000	0.000000	0.179426	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.144775	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.081988	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.180087	-0.100499	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.317313	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.107092	0.000000	0.000000	
G5	0.000000	0.018219	0.033337	0.000000	0.054424	-0.384946	0.031487	0.000000	0.000000	-0.015275	0.000000	0.000000	0.000000	-0.384971	-0.617610	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.008713	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006844	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.028854	0.000000	0.000000	0.011051	0.000000	0.000000	0.000000	0.000000	0.000000	-0.083716	0.000000	0.000000	-0.040304	0.000000	0.000000	-0.027501	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.035580	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.015288	0.000000	0.000000	0.000000	0.000000	0.004824	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.006217	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.043356	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
G6	0.000000	0.000000	0.000000	0.279869	0.000000	0.258667	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.235669	0.124085	-0.103117	0.000000	0.000000	0.000000	0.000000	0.000000	0.160521	0.000000	0.000000	0.000000	0.000000	-0.110802	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.125865	0.000000	0.000000	0.000000	0.142471	0.000000	-0.110297	0.000000	0.000000	0.000000	0.000000	0.000000	-0.174450	0.195293	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.194146	0.000000	0.000000	0.105552	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.088556	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.198006	0.000000	-0.213677	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.142819	-0.177972	0.119434	0.000000	0.000000	
G7	0.000000	0.000000	-0.171816	0.000000	-0.198830	0.199323	0.508833	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.197744	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.148121	0.000000	0.000000	0.000000	0.000000	-0.142061	0.155299	0.000000	0.163178	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.105957	0.000000	0.000000	-0.073367	-0.088516	0.000000	0.107705	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.120189	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.213165	0.000000	0.000000	0.000000	0.000000	0.000000	0.133934	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.155922	0.313726	0.000000	0.000000	0.000000	0.000000	0.000000	0.082651	0.000000	0.000000	0.000000	0.000000	-0.189906	0.000000	0.000000	0.000000	0.000000	0.000000	
G8	-0.282971	0.000000	-0.081850	0.000000	-0.032564	0.000000	0.000000	0.840593	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.169811	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.070452	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.102499	0.000000	0.000000	0.000000	0.000000	0.000000	-0.144508	0.000000	0.000000	-0.100549	0.106006	0.000000	0.201032	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.113711	0.000000	0.000000	-0.105610	0.000000	0.000000	0.000000	0.085701	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116927	0.000000	0.000000	0.000000	-0.126480	0.000000	0.000000	-0.257388	-0.091429	0.000000	0.000000	-0.062074	0.000000	0.000000	0.000000	0.000000	-0.067423	0.000000	0.000000	
G9	0.000000	0.214484	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.201665	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.238820	0.000000	0.000000	0.000000	0.000000	0.000000	0.154648	0.000000	0.206223	0.000000	-0.146529	-0.084164	0.000000	0.000000	0.179156	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.164744	0.000000	0.000000	0.000000	0.000000	0.144656	0.000000	0.000000	0.000000	0.089236	0.000000	-0.110733	0.000000	0.000000	0.000000	0.000000	0.000000	0.160786	0.000000	-0.224983	0.000000	0.000000	0.000000	-0.290265	0.000000	0.000000	0.075428	0.000000	0.126529	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.090330	0.000000	0.000000	0.000000	0.000000	-0.100877	-0.122447	0.000000	
G10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.056883	0.105657	0.000000	0.508431	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.143101	0.081266	0.000000	0.000000	0.000000	0.000000	0.000000	0.124719	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.188606	0.000000	0.000000	0.000000	0.000000	-0.197953	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.121830	0.000000	0.000000	-0.152425	0.000000	0.000000	0.000000	0.000000	0.000000	-0.123632	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.187224	0.000000	0.000000	-0.078807	0.000000	0.000000	0.000000	-0.181585	0.000000	0.000000	-0.251135	0.213692	0.000000	0.000000	0.000000	0.000000	-0.499362	0.180510	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.076544	0.000000	0.000000	-0.101887	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
