G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	
G1	0.557372	0.000000	0.000000	0.000000	0.117329	0.000000	0.000000	0.120727	0.000000	0.000000	0.000000	0.000000	0.000000	0.178677	0.000000	0.121150	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.140299	0.000000	-0.254501	0.124116	0.000000	0.299828	0.000000	-0.118639	0.000000	0.000000	0.000000	0.000000	0.000000	0.147711	0.040095	0.000000	0.000000	0.000000	0.054317	0.000000	0.000000	0.124513	0.000000	0.000000	-0.109297	0.000000	0.000000	0.000000	-0.204777	0.103091	0.217815	0.000000	0.175962	0.000000	0.000000	0.090050	0.290461	0.000000	-0.346886	0.000000	0.000000	-0.117190	-0.129717	0.000000	0.000000	0.000000	0.000000	-0.342160	0.000000	0.000000	0.000000	0.000000	0.073999	0.087915	0.000000	-0.213481	0.000000	0.000000	0.000000	-0.215036	0.086351	0.000000	0.000000	-0.176974	0.000000	0.129600	0.067064	0.087034	0.000000	0.121165	-0.085729	-0.247855	0.000000	0.000000	-0.054249	0.000000	0.000000	
G2	0.000000	0.771867	0.123438	0.000000	0.000000	0.056485	0.000000	0.000000	0.000000	-0.334559	0.000000	0.000000	0.000000	0.000000	0.179140	-0.100227	0.000000	-0.094718	0.000000	0.104952	0.000000	0.000000	-0.284243	0.000000	0.000000	0.000000	0.000000	0.000000	-0.286243	0.069717	0.000000	0.000000	0.177103	-0.182166	0.081083	-0.159864	0.000000	-0.158601	0.000000	0.143934	0.156565	0.000000	0.000000	0.000000	-0.161037	0.000000	0.000000	-0.110223	-0.200914	0.000000	0.000000	0.000000	-0.107190	0.000000	0.000000	-0.087436	0.000000	0.163770	0.147292	0.000000	0.000000	0.000000	0.162028	0.183612	0.000000	-0.068462	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.101177	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.113000	-0.141203	0.000000	0.000000	-0.258817	0.000000	0.000000	0.000000	0.000000	0.000000	0.100846	0.000000	0.114020	0.000000	0.000000	0.078964	0.216809	-0.082274	0.132752	0.000000	
G3	0.000000	0.000000	0.760696	-0.172957	-0.014958	0.207182	0.000000	0.000000	0.000000	-0.045492	0.000000	-0.119590	0.121980	0.000000	0.000000	0.000000	0.000000	0.108712	0.151185	0.000000	0.000000	0.000000	0.000000	0.000000	-0.243621	0.000000	0.000000	0.000000	0.000000	-0.038216	-0.054062	-0.101576	0.000000	0.000000	0.000000	0.059958	0.039430	0.000000	0.185018	0.000000	0.097371	0.000000	0.000000	-0.178713	0.100119	0.000000	0.000000	0.000000	0.000000	-0.107629	0.145036	0.000000	-0.165845	-0.223500	0.000000	-0.070564	0.000000	0.000000	0.000000	0.000000	0.000000	0.264257	0.000000	-0.259560	0.000000	0.037548	0.000000	-0.047282	-0.129427	0.000000	-0.133161	0.000000	0.156006	0.000000	0.000000	0.000000	0.000000	-0.081751	-0.099340	0.000000	0.000000	-0.117043	0.000000	-0.154637	0.000000	0.000000	-0.115485	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.007960	0.000000	-0.070813	
G4	-0.160686	0.000000	0.181600	0.778285	-0.245671	-0.104207	-0.064921	0.000000	0.000000	-0.068497	0.000000	0.155679	0.201816	0.000000	0.000000	0.112262	0.000000	-0.142689	0.000000	0.000000	0.118737	-0.198974	0.000000	-0.254008	-0.276012	0.000000	0.128073	0.000000	0.181120	0.000000	-0.111734	0.000000	0.000000	0.000000	0.000000	0.105445	0.000000	-0.217619	0.000000	0.000000	0.000000	0.058333	0.078041	-0.125681	0.000000	0.000000	0.088105	0.000000	-0.093271	0.195759	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.220059	0.000000	0.122654	0.000000	0.000000	0.083037	0.000000	0.112863	0.000000	-0.110726	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.133791	-0.114508	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.083083	0.000000	0.000000	-0.325128	0.000000	0.000000	0.000000	0.063547	0.000000	0.000000	0.000000	0.000000	0.000000	-0.114801	0.076241	0.000000	
G5	0.000000	0.000000	0.043746	0.032014	0.076523	-0.310877	0.023702	0.000000	0.000000	-0.009113	-0.114825	0.000000	-0.206041	-0.298672	-0.476258	0.000000	0.000000	0.000000	-0.140661	0.000000	0.039177	0.014466	0.000000	0.000000	0.000000	0.000000	-0.021722	0.025471	0.000000	0.000000	-0.016192	0.019151	-0.047690	0.000000	0.003581	-0.046343	0.000000	0.092466	0.046478	0.000000	-0.008078	0.000000	0.000000	0.045313	0.000000	0.000000	-0.024459	0.000000	0.000000	-0.057204	0.000000	0.000000	-0.020747	0.000000	0.000000	0.002181	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.022659	0.028563	0.000000	0.000000	-0.027184	0.000000	0.000000	0.000000	-0.036543	-0.019024	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.039094	0.000000	0.000000	0.061955	0.000000	0.000000	0.000000	0.000000	0.022584	0.000000	-0.026086	0.000000	0.000000	-0.040318	0.000000	0.000000	0.000000	
G6	0.000000	0.000000	0.000000	0.364858	0.000000	0.152345	-0.120252	0.000000	0.000000	0.174279	0.000000	0.000000	0.000000	0.000000	0.000000	0.246244	0.000000	0.000000	0.000000	0.000000	0.000000	0.120144	-0.236974	0.196870	-0.095309	0.000000	0.000000	-0.066526	0.000000	0.000000	0.114769	0.000000	0.000000	0.000000	0.000000	-0.074442	0.000000	0.095534	0.000000	0.000000	0.000000	0.064049	0.000000	0.000000	-0.146475	0.000000	0.000000	0.000000	0.161391	0.000000	-0.148927	0.137792	0.000000	0.000000	-0.122591	0.000000	-0.202749	0.206688	-0.155329	-0.115336	0.156565	0.000000	0.000000	0.000000	0.177448	0.000000	0.000000	0.092788	0.000000	0.000000	0.000000	0.000000	0.000000	0.143323	0.000000	-0.116429	0.000000	0.000000	0.000000	0.000000	-0.154888	-0.133676	0.236477	0.000000	-0.098666	0.000000	0.108776	0.000000	-0.146823	0.000000	0.000000	0.000000	0.000000	0.000000	-0.105261	-0.195610	-0.212482	0.125231	0.000000	0.000000	
G7	0.000000	0.000000	-0.146642	0.000000	-0.225127	0.159426	0.494984	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.187806	0.000000	0.000000	0.141709	0.000000	0.000000	0.000000	-0.156369	-0.140509	-0.133828	0.000000	0.000000	0.000000	0.000000	-0.157185	0.198261	0.000000	0.275606	-0.121862	0.000000	0.000000	0.000000	-0.093702	0.000000	0.000000	0.000000	-0.110803	0.098691	-0.107946	-0.095691	-0.143375	0.000000	0.153955	0.000000	0.000000	0.000000	-0.049891	0.126509	0.000000	-0.141721	0.000000	0.000000	0.000000	0.131975	0.000000	0.000000	0.187544	0.122373	0.135067	0.000000	0.000000	0.000000	0.120196	0.000000	-0.089936	0.000000	0.000000	0.135074	0.199659	0.000000	0.000000	0.000000	0.000000	0.115309	0.000000	0.000000	0.000000	-0.165745	0.355938	0.000000	0.000000	0.000000	0.000000	0.000000	0.029252	0.000000	0.000000	0.000000	0.000000	-0.204773	-0.081152	-0.114398	0.000000	0.000000	0.000000	
G8	-0.283710	0.000000	-0.054616	0.000000	-0.005714	0.000000	0.000000	0.761058	0.000000	-0.104294	-0.104022	0.135439	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.038784	-0.214697	-0.083691	0.085093	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.083596	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.128245	0.068884	0.000000	0.058979	0.000000	0.000000	0.097951	-0.164536	0.068885	0.000000	-0.131344	0.063470	0.000000	0.210165	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.130833	0.000000	0.000000	-0.134741	0.000000	0.000000	0.000000	0.123208	-0.180975	0.084260	0.000000	0.000000	-0.078486	0.000000	0.158592	0.000000	-0.138145	0.000000	-0.084631	0.000000	-0.100154	0.111151	-0.244361	-0.198189	-0.122682	0.000000	0.000000	-0.051937	-0.085672	0.000000	0.000000	0.000000	-0.109019	0.000000	0.000000	
G9	0.000000	0.245129	0.000000	0.000000	-0.118082	0.000000	0.103732	-0.157809	0.178187	-0.132005	0.000000	0.000000	0.000000	0.000000	0.000000	0.148288	-0.111939	0.000000	0.000000	0.000000	0.000000	0.102454	0.000000	0.211883	0.000000	-0.150270	-0.123373	0.000000	0.000000	0.131640	0.000000	-0.131741	0.000000	0.000000	0.000000	0.000000	-0.158852	-0.142942	-0.180674	0.000000	0.000000	0.000000	0.000000	0.172007	0.051963	0.000000	0.000000	0.107473	0.000000	-0.243367	0.000000	0.000000	-0.077622	0.000000	0.000000	0.200214	0.000000	-0.163405	0.000000	0.000000	0.000000	-0.310044	0.157888	0.000000	0.166859	0.079912	0.165640	0.000000	0.000000	0.000000	-0.224524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.210046	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.143791	0.000000	0.000000	0.000000	0.120446	0.000000	-0.122921	0.000000	0.104188	0.000000	0.106487	-0.151492	-0.077585	0.000000	
G10	0.092826	-0.100080	0.094897	0.000000	0.000000	0.000000	-0.056198	0.100882	0.000000	0.515405	0.000000	0.000000	0.129390	0.000000	0.000000	0.000000	0.189124	0.059123	0.000000	0.000000	0.000000	0.000000	0.000000	0.090886	-0.109145	-0.095553	0.130118	0.000000	-0.162439	0.000000	0.121064	0.000000	0.000000	0.000000	0.000000	-0.170261	0.000000	-0.158315	0.000000	0.000000	0.000000	0.000000	0.165940	0.000000	-0.073520	-0.131018	0.000000	0.000000	0.000000	0.000000	0.000000	-0.121983	0.087582	0.000000	-0.136309	0.071541	0.000000	0.000000	0.099556	0.000000	-0.201897	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.168507	-0.036875	0.000000	-0.161400	0.188627	0.000000	0.000000	0.000000	0.000000	-0.408344	0.149282	0.000000	0.000000	-0.046652	0.000000	0.000000	0.000000	0.000000	-0.131431	0.137663	0.000000	0.000000	0.071835	0.000000	0.000000	-0.055772	-0.058531	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
