G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	
G1	0.539619	0.000000	0.000000	0.000000	0.116701	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.147052	0.000000	0.166829	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.117977	0.000000	-0.257101	0.106824	0.000000	0.301295	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.126383	0.118951	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.115365	0.000000	0.000000	-0.102535	0.000000	0.000000	0.000000	-0.213096	0.107217	0.235866	0.000000	0.145457	0.000000	0.000000	0.000000	0.332227	0.000000	-0.377382	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.299477	0.000000	0.000000	0.000000	0.000000	0.058006	0.168160	0.000000	-0.153449	0.000000	0.000000	0.000000	-0.199883	0.000000	0.000000	0.000000	-0.179291	0.000000	0.000000	0.000000	0.094508	0.000000	0.106403	-0.088078	-0.233425	0.000000	0.000000	0.000000	0.000000	0.000000	
G2	0.000000	0.748208	0.167145	0.000000	0.000000	0.076742	0.000000	0.000000	0.000000	-0.335533	0.000000	0.000000	0.000000	0.000000	0.159933	0.000000	0.000000	-0.082719	0.000000	0.169282	0.000000	0.000000	-0.291647	0.000000	0.000000	0.000000	0.000000	0.000000	-0.273634	0.000000	0.000000	0.000000	0.173779	-0.146135	0.106076	-0.149364	0.000000	-0.189476	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.153099	0.000000	0.000000	-0.070484	-0.192661	0.000000	0.000000	0.000000	-0.088345	0.000000	0.000000	0.000000	0.000000	0.141812	0.184168	0.000000	0.000000	0.000000	0.172912	0.220988	0.000000	-0.059589	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.114499	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.265232	0.000000	0.000000	0.000000	0.000000	0.000000	0.108769	0.000000	0.000000	0.000000	0.000000	0.089601	0.234591	0.000000	0.000000	0.000000	
G3	0.000000	0.000000	0.747301	-0.166219	-0.035851	0.246144	0.000000	0.000000	0.000000	-0.061578	0.000000	-0.098645	0.099783	0.000000	0.000000	0.000000	0.000000	0.108626	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.241643	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.057895	0.000000	0.000000	0.199873	0.000000	0.098865	0.000000	0.000000	-0.189035	0.087150	0.000000	0.000000	0.000000	0.000000	0.000000	0.139805	0.000000	-0.159085	-0.244655	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.257483	0.000000	-0.261163	0.000000	0.000000	0.000000	0.000000	-0.102757	0.000000	-0.139775	0.000000	0.133926	0.000000	0.000000	0.000000	0.000000	0.000000	-0.124049	0.000000	0.000000	-0.147374	0.000000	-0.177385	0.000000	0.000000	-0.088637	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.008057	0.000000	-0.082257	
G4	-0.175736	0.000000	0.144872	0.833615	-0.217094	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.170996	0.194571	0.000000	0.000000	0.105088	0.000000	-0.112698	0.000000	0.000000	0.144837	-0.195197	0.000000	-0.239343	-0.265640	0.000000	0.112238	0.000000	0.208369	0.000000	-0.101980	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.194596	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.077415	0.000000	-0.082241	0.190512	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.186675	0.000000	0.080001	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.086809	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.157355	-0.126670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.276586	0.000000	0.000000	0.000000	0.087479	0.000000	0.000000	0.000000	0.000000	0.000000	-0.135619	0.080560	0.000000	
G5	0.000000	0.000000	0.041500	0.013901	0.048805	-0.318642	0.021623	0.000000	0.000000	-0.011993	-0.105292	0.000000	-0.189677	-0.318073	-0.502509	0.000000	0.000000	0.000000	-0.145607	0.000000	0.039934	0.011103	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018970	0.030381	-0.052962	0.000000	0.000000	0.000000	0.000000	0.107970	0.000000	0.000000	-0.011140	0.000000	0.000000	0.021386	0.000000	0.000000	0.000000	0.000000	0.000000	-0.061104	0.000000	0.000000	-0.034209	0.000000	0.000000	-0.011666	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016091	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005482	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.021685	0.000000	0.000000	0.077313	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.028114	0.000000	0.000000	-0.047574	0.000000	0.000000	0.000000	
G6	0.000000	0.000000	0.000000	0.327802	0.000000	0.170471	-0.106071	0.000000	0.000000	0.187182	0.000000	0.000000	0.000000	0.000000	0.000000	0.227019	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.189259	0.195438	-0.088226	0.000000	0.000000	0.000000	0.000000	0.000000	0.117911	0.000000	0.000000	0.000000	0.000000	-0.077305	0.000000	0.163536	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.125595	0.000000	0.000000	0.000000	0.167422	0.000000	-0.116968	0.130434	0.000000	0.000000	-0.141617	0.000000	-0.181078	0.207141	0.000000	-0.162080	0.000000	0.000000	0.000000	0.000000	0.168223	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.118694	0.000000	0.000000	0.000000	0.000000	-0.128117	0.000000	0.250022	0.000000	-0.095233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.085958	-0.185877	-0.213443	0.144241	0.000000	0.000000	
G7	0.000000	0.000000	-0.189967	0.000000	-0.241014	0.165767	0.505956	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.190983	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.176982	0.000000	-0.183489	0.000000	0.000000	0.000000	0.000000	-0.177793	0.153932	0.000000	0.249262	-0.127071	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.101549	0.079571	0.000000	-0.099406	-0.100949	0.000000	0.147403	0.000000	0.000000	0.000000	-0.058719	0.094791	0.000000	-0.156784	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.166409	0.089767	0.000000	0.000000	0.000000	0.000000	0.123104	0.000000	0.000000	0.000000	0.000000	0.223026	0.000000	0.000000	0.000000	0.000000	0.000000	0.120076	0.000000	0.000000	0.000000	-0.164910	0.321283	0.000000	0.000000	0.000000	0.000000	0.000000	0.060208	0.000000	0.000000	0.000000	0.000000	-0.200924	0.000000	0.000000	0.000000	0.000000	0.000000	
G8	-0.274866	0.000000	-0.079766	0.000000	-0.011498	0.000000	0.000000	0.808102	0.000000	0.000000	0.000000	0.111110	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.073716	-0.235695	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.118253	0.075544	0.000000	0.000000	0.000000	0.000000	0.000000	-0.171386	0.070577	0.000000	-0.111916	0.075201	0.000000	0.219500	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.126565	0.000000	0.000000	-0.140110	0.000000	0.000000	0.000000	0.128636	-0.165305	0.000000	0.000000	0.000000	-0.123045	0.000000	0.151475	0.000000	-0.134144	0.000000	0.000000	0.000000	-0.132264	0.000000	-0.193496	-0.177078	-0.112201	0.000000	0.000000	-0.084840	0.000000	0.000000	0.000000	0.000000	-0.106606	0.000000	0.000000	
G9	0.000000	0.206327	0.000000	0.000000	-0.141225	0.000000	0.079533	-0.093009	0.186675	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.123512	0.000000	0.000000	0.000000	0.000000	0.000000	0.141712	0.000000	0.249957	0.000000	-0.087194	-0.115747	0.000000	0.000000	0.138149	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.122730	0.000000	-0.190389	0.000000	0.000000	0.000000	0.000000	0.158672	0.000000	0.000000	0.000000	0.129521	0.000000	-0.163118	0.000000	0.000000	0.000000	0.000000	0.000000	0.214523	0.000000	-0.180025	0.000000	0.000000	0.000000	-0.313628	0.141038	0.000000	0.000000	0.000000	0.133661	0.000000	0.000000	0.000000	-0.179366	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.155997	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.098750	0.000000	0.000000	0.088966	0.183736	-0.129951	-0.138886	0.000000	
G10	0.104514	0.000000	0.000000	0.000000	0.000000	0.000000	-0.060701	0.133258	0.000000	0.538800	0.000000	-0.064900	0.126073	0.000000	0.000000	0.000000	0.175147	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.133144	0.000000	0.000000	0.000000	0.000000	-0.190079	0.000000	0.166726	0.000000	0.000000	0.000000	0.000000	-0.170042	0.000000	-0.155289	0.000000	0.000000	0.000000	0.000000	0.116078	0.000000	0.000000	-0.098621	0.000000	0.000000	0.000000	0.000000	0.000000	-0.091591	0.000000	0.000000	-0.087095	0.000000	0.000000	0.000000	0.000000	0.000000	-0.154896	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.169223	-0.061839	0.000000	-0.176423	0.257159	0.000000	0.000000	0.000000	0.000000	-0.392557	0.181935	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.118307	0.143047	0.000000	-0.175755	0.090648	0.000000	0.000000	-0.087248	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
