0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.742592,1.371532,0.555408,0.428492,1.093395,0.058848
3.325460,0.000000,0.325486,0.000000,0.125831,0.371188,0.000000,0.000000,0.000000,0.000000,0.614779,0.557001
0.000000,0.663224,0.891648,0.625642,1.092100,0.998616,0.809964,0.842959,0.032565,1.337134,0.828335,1.400744
0.000000,0.765578,0.990550,0.708284,1.202137,1.420525,0.170996,0.840849,0.075872,1.787162,1.422030,2.109269
0.000000,1.737130,1.941848,1.561579,1.750651,0.018531,0.000000,0.000000,0.000000,0.000000,0.000000,0.034551
0.000000,1.762099,1.932420,1.649652,1.830559,0.133230,0.000000,0.000000,0.000000,0.000000,0.000000,0.033459
0.000000,1.813007,1.985457,1.611625,1.800446,0.158080,0.000000,0.000000,0.000000,0.000000,0.000000,0.075743
0.064704,0.581099,0.752211,0.436063,0.788057,1.327645,0.614545,1.094227,0.296529,1.857903,0.974630,1.516088
0.578977,0.574801,0.805198,0.425409,0.765602,1.263469,0.297953,1.069997,0.149346,1.731852,0.889349,1.305397
0.640794,0.548274,0.772367,0.429308,0.773193,1.282821,0.393861,1.050627,0.245646,1.557795,0.789612,1.282473
0.000000,1.969517,2.097882,1.764758,1.913720,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,0.000000,1.924606,1.706787,1.854837,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,1.961783,2.047220,1.737918,1.911058,0.167511,0.000000,0.000000,0.000000,0.059533,0.208030,0.426941
0.000000,1.637535,1.763658,1.571751,1.781428,0.146651,0.004396,0.756732,0.155923,0.046356,0.000000,0.155930
0.000000,1.924606,0.000000,1.735690,1.939469,0.113614,0.000000,0.000000,0.000000,0.000000,0.030389,0.117148
0.000000,1.946052,2.246232,1.788391,1.962365,0.002857,0.000000,0.000000,0.000000,0.143791,0.182791,0.248581
0.000000,1.706787,1.735690,0.000000,1.800861,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.000000,1.909664,1.965014,1.797901,1.933905,0.000000,0.000000,0.320812,0.100191,0.000000,0.000000,0.000000
0.000000,1.926950,1.985426,1.810683,1.948522,0.041725,0.000000,0.310317,0.000000,0.000000,0.000000,0.000000
0.000000,1.983240,2.099894,1.829737,2.082171,0.175600,0.000000,0.000000,0.000000,0.192541,0.228501,0.664772
