G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	
G1	0.564708	0.000000	0.000000	0.000000	0.123316	0.000000	0.000000	0.125400	0.000000	0.000000	0.000000	0.000000	0.000000	0.181579	0.000000	0.124903	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.129945	0.000000	-0.255107	0.124746	0.000000	0.323786	0.000000	-0.123181	0.000000	0.000000	0.000000	0.000000	0.000000	0.128059	0.042339	0.000000	0.000000	0.000000	0.057270	0.000000	0.000000	0.126599	0.000000	0.000000	-0.115718	0.000000	0.000000	0.000000	-0.201898	0.099206	0.216844	0.000000	0.176027	0.000000	0.000000	0.094835	0.293384	0.000000	-0.335112	0.000000	0.000000	-0.118220	-0.121654	0.000000	0.000000	0.000000	0.000000	-0.320127	0.000000	0.000000	0.000000	0.000000	0.067283	0.131262	0.000000	-0.216760	0.000000	0.000000	0.000000	-0.216622	0.086235	0.000000	0.000000	-0.176875	0.000000	0.000000	0.063161	0.090833	0.000000	0.117843	-0.083356	-0.246139	0.000000	0.000000	-0.052745	0.000000	0.000000	
G2	0.000000	0.766685	0.132345	0.000000	0.000000	0.061312	0.000000	0.000000	0.000000	-0.328929	0.000000	0.000000	0.000000	0.000000	0.175765	-0.091848	0.000000	-0.091392	0.000000	0.107592	0.000000	0.000000	-0.292465	0.000000	0.000000	0.000000	0.000000	0.000000	-0.287976	0.000000	0.000000	0.000000	0.165660	-0.203162	0.087893	-0.156694	0.000000	-0.154419	0.000000	0.146346	0.168858	0.000000	0.000000	0.000000	-0.155191	0.000000	0.000000	-0.108809	-0.202716	0.000000	0.000000	0.000000	-0.108132	0.000000	0.000000	-0.081098	0.000000	0.165946	0.148923	0.000000	0.000000	0.000000	0.166150	0.179939	0.000000	-0.053958	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.115129	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102073	-0.130945	0.000000	0.000000	-0.254545	0.000000	0.000000	0.000000	0.000000	0.000000	0.098236	0.000000	0.122206	0.000000	0.000000	0.078539	0.219013	-0.090909	0.134867	0.000000	
G3	0.000000	0.000000	0.762383	-0.164105	-0.021220	0.204387	0.000000	0.000000	0.000000	-0.047462	0.000000	-0.119482	0.125082	0.000000	0.000000	0.000000	0.000000	0.108302	0.143824	0.000000	0.000000	0.000000	0.000000	0.000000	-0.242071	0.000000	0.000000	0.000000	0.000000	-0.034179	-0.058549	-0.101583	0.000000	0.000000	0.000000	0.058154	0.045487	0.000000	0.180052	0.000000	0.097199	0.000000	0.000000	-0.179176	0.099487	0.000000	0.000000	0.000000	0.000000	-0.100774	0.142685	0.000000	-0.167227	-0.222898	0.000000	-0.073473	0.000000	0.000000	0.000000	0.000000	0.000000	0.270570	0.000000	-0.257473	0.000000	0.000000	0.000000	-0.043799	-0.126916	0.000000	-0.133701	0.000000	0.156423	0.000000	0.000000	0.000000	0.000000	-0.081595	-0.098939	0.000000	0.000000	-0.119471	0.000000	-0.156876	0.000000	0.000000	-0.111124	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.013678	0.000000	-0.064328	
G4	-0.169163	0.000000	0.153985	0.785749	-0.242905	-0.096639	0.000000	0.000000	0.000000	-0.075076	0.000000	0.185814	0.213614	0.000000	0.000000	0.119027	0.000000	-0.128156	0.000000	0.000000	0.122007	-0.219943	0.000000	-0.240792	-0.289481	0.000000	0.127277	0.000000	0.181120	0.000000	-0.123191	0.000000	0.000000	0.000000	0.000000	0.087486	0.000000	-0.260811	0.000000	0.000000	0.000000	0.033424	0.000000	0.000000	0.000000	0.000000	0.077682	0.000000	-0.112727	0.189242	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.211971	0.000000	0.110246	0.000000	0.000000	0.000000	0.000000	0.095110	0.000000	-0.106552	0.000000	0.000000	0.000000	0.129921	0.000000	0.000000	0.000000	-0.087316	-0.159021	-0.106747	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.107350	0.000000	0.000000	-0.302242	0.000000	0.093016	0.000000	0.061963	0.000000	0.000000	0.000000	0.000000	0.000000	-0.145533	0.078947	0.000000	
G5	0.000000	0.000000	0.043962	0.032139	0.076304	-0.310250	0.023654	0.000000	0.000000	-0.008701	-0.114792	0.000000	-0.205702	-0.298222	-0.476243	0.000000	0.000000	0.000000	-0.140392	0.000000	0.038935	0.015028	0.000000	0.000000	0.000000	0.000000	-0.021318	0.025680	0.000000	0.000000	-0.016659	0.017134	-0.048052	0.000000	0.000000	-0.045486	0.000000	0.092802	0.046404	0.000000	-0.008468	0.000000	0.000000	0.045330	0.000000	0.000000	-0.023824	0.000000	0.000000	-0.057232	0.000000	0.000000	-0.019870	0.000000	0.000000	0.002562	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.022606	0.029560	0.000000	0.000000	-0.027608	0.000000	0.000000	0.000000	-0.036439	-0.018913	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.039274	0.000000	0.000000	0.061287	0.000000	0.000000	0.000000	0.000000	0.022962	0.000000	-0.026228	0.000000	0.000000	-0.040158	0.000000	0.000000	0.000000	
G6	0.000000	0.000000	0.000000	0.354297	0.000000	0.139117	-0.115555	0.000000	0.000000	0.170685	0.000000	0.000000	0.000000	0.000000	0.000000	0.226422	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.216074	0.204612	-0.046901	0.000000	0.000000	-0.086863	0.000000	0.000000	0.116750	0.000000	0.000000	0.000000	0.000000	-0.083169	0.000000	0.141704	0.000000	0.000000	0.000000	0.054747	0.000000	0.000000	-0.140158	0.000000	0.000000	0.000000	0.155065	0.000000	-0.144087	0.115430	0.098786	0.000000	-0.123557	0.000000	-0.178772	0.215114	-0.171484	-0.152833	0.000000	0.000000	0.000000	0.000000	0.182285	0.000000	0.000000	0.091278	0.000000	0.000000	0.000000	0.000000	0.000000	0.140162	0.000000	-0.104568	0.000000	0.000000	0.136841	0.000000	-0.154172	-0.136179	0.240386	0.000000	-0.123635	0.000000	0.000000	0.000000	-0.122336	0.000000	0.000000	0.000000	0.000000	0.000000	-0.099800	-0.206749	-0.209744	0.128653	0.000000	0.000000	
G7	0.000000	0.000000	-0.157617	0.000000	-0.246832	0.151366	0.496475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.163889	0.000000	0.000000	0.120279	0.000000	0.000000	0.000000	-0.161992	-0.150458	-0.169633	0.000000	0.000000	0.000000	0.000000	-0.158528	0.196266	0.000000	0.268820	-0.119865	0.000000	0.000000	0.000000	-0.083597	0.000000	0.000000	0.000000	-0.116752	0.103598	-0.099556	-0.109475	-0.120328	0.000000	0.152274	0.000000	0.000000	0.000000	-0.072852	0.118466	0.000000	-0.145948	0.000000	0.000000	0.000000	0.127977	0.000000	0.000000	0.178537	0.114808	0.119595	0.000000	0.000000	0.000000	0.106717	0.000000	-0.104701	0.000000	0.000000	0.110251	0.163726	0.000000	0.000000	0.115516	0.000000	0.104400	0.000000	0.000000	0.000000	-0.173682	0.351172	0.000000	0.000000	0.000000	0.000000	0.000000	0.017733	0.000000	0.000000	0.000000	0.000000	-0.213232	0.000000	0.000000	0.000000	0.000000	0.000000	
G8	-0.283209	0.000000	-0.065058	0.000000	-0.008850	0.000000	0.000000	0.764318	0.000000	-0.101208	-0.109711	0.131050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.042321	-0.213571	-0.080325	0.085662	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.086638	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.133324	0.072264	0.000000	0.054007	0.000000	0.000000	0.097337	-0.171780	0.065034	0.000000	-0.122566	0.058918	0.000000	0.212762	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.129377	0.000000	0.000000	-0.129324	0.000000	0.000000	0.000000	0.126142	-0.184780	0.080273	0.000000	0.000000	-0.081105	0.000000	0.155684	0.000000	-0.132069	0.000000	0.000000	0.000000	-0.094049	0.097563	-0.259301	-0.197509	-0.117589	0.000000	0.000000	-0.057117	-0.092142	0.000000	0.000000	0.000000	-0.112526	0.000000	0.000000	
G9	0.000000	0.229774	0.000000	0.000000	-0.126215	0.000000	0.102879	-0.158990	0.185021	-0.130486	0.000000	0.000000	0.000000	0.000000	0.000000	0.151837	-0.123019	0.000000	0.000000	0.000000	0.000000	0.123545	0.000000	0.220392	0.000000	-0.164832	-0.128309	0.000000	0.000000	0.133412	0.000000	-0.137717	0.000000	0.000000	0.000000	0.000000	-0.154178	-0.154336	-0.184800	0.000000	0.000000	0.000000	0.000000	0.169055	0.048686	0.000000	0.000000	0.100291	0.000000	-0.215592	0.000000	0.000000	0.000000	0.000000	0.000000	0.207535	0.000000	-0.156253	0.000000	0.000000	0.000000	-0.309142	0.159880	0.000000	0.159559	0.079334	0.165707	0.000000	0.000000	0.000000	-0.219350	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.207682	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.144532	0.000000	0.000000	0.000000	0.115049	0.000000	-0.127822	0.000000	0.097582	0.000000	0.104397	-0.159375	-0.075971	0.000000	
G10	0.094774	-0.102360	0.094738	0.000000	0.000000	0.000000	-0.058105	0.092135	0.000000	0.501084	0.000000	0.000000	0.118161	0.000000	0.000000	0.000000	0.186475	0.067574	0.000000	0.000000	0.000000	0.000000	0.000000	0.095094	-0.099607	-0.099280	0.127630	0.000000	-0.163333	0.000000	0.136169	0.000000	0.000000	0.000000	0.000000	-0.179866	0.000000	-0.159676	0.000000	0.000000	0.000000	0.000000	0.165501	0.000000	-0.074183	-0.132346	0.000000	0.000000	0.000000	0.000000	0.000000	-0.121177	0.089681	0.000000	-0.131185	0.069841	0.000000	0.000000	0.100039	0.000000	-0.204846	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.165621	-0.042197	0.000000	-0.166118	0.183131	0.000000	0.000000	0.000000	0.000000	-0.415250	0.150430	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.128591	0.141471	0.000000	0.000000	0.068194	0.000000	0.000000	-0.059703	-0.057122	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
