G1	G2	G3	G4	G5	G6	G7	G8	G9	G10
0.0	0.0	-0.061450596898794174	-0.4125470643730497	0.0	0.0	-0.29638998582959175	0.0	-0.8445533169433475	0.0
0.0	-0.17611005692742765	0.0	0.08150616275541128	0.0	0.0	0.0	0.0	0.0	0.0
0.0	0.0	0.0	0.0	0.0	0.0	-0.28034881921485066	0.0	0.0	0.0
-0.5532741083297879	-0.8089113414753228	0.0	0.0	0.0	0.7306323649554022	0.0	0.0	0.0	0.0
-0.2977774196770042	0.0	0.0	0.0	0.0	0.0	-0.2621201404836029	0.0	-0.42182203871198	0.0
0.0	-0.7073623794130981	-0.7934223404154181	0.0	0.0	-0.018300876281552723	-0.23797025089152157	0.0	-0.1630643834359944	0.0
0.0	-0.7742605411913246	-0.8919012802653015	0.0	0.6148366152365223	0.006209526882178375	-0.8604206603486091	0.0	0.0	0.0
-0.595618660794571	0.0	-0.7696388170588762	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0.0	-0.5022479819599539	-0.9154163943603635	0.0	0.0	0.0	0.0	0.0	-0.5388599575962871	0.0
0.0	-0.7377682833466679	-0.8625876298174262	0.0	0.37313556760181643	0.0	0.0	0.0	-0.2502543155569583	0.0
