YPL202C	YGL181W	1
YPL202C	YIL101C	1
YPL202C	YCR105W	1
YPL202C	YIL070C	1
YPL202C	YER189W	1
YPL202C	YMR135WA	1
YPL202C	YNL337W	1
YPL202C	YOR226C	1
YPL202C	YMR035W	1
YPL202C	YLR285W	1
YPL202C	YBR134W	1
YPL202C	YEL059W	1
YPL202C	YPL135W	1
YPL202C	YOR227W	1
YPL202C	YHR033W	1
YPL202C	YIR020C	1
YPL202C	YFL042C	1
YPL202C	YDR534C	1
YPL202C	YFL043C	1
YPL202C	YMR265C	1
YPL202C	YGR131W	1
YPL202C	YEL070W	1
YPL202C	YBR204C	1
YPL202C	YLR141W	1
YPL202C	YKL054C	1
YPL202C	YDR441C	1
YPL202C	YBR132C	1
YPL202C	YEL060C	1
YPL202C	YMR034C	1
YPL202C	YLR284C	1
YPL202C	YLR120C	1
YPL202C	YOR396W	1
YPL202C	YOR330C	1
YPL202C	YDR475C	1
YPL202C	YFR017C	1
YPL202C	YMR266W	1
YPL202C	YBR089CA	1
YPL202C	YJL205CA	1
YPL202C	YKL223W	1
YPL202C	YBR206W	1
YHR124W	YPL202C	1
YHR124W	YMR004W	1
YHR124W	YOL049W	1
YHR124W	YBR063C	1
YHR124W	YGR004W	1
YGL181W	YNL167C	1
YGL181W	YAL067C	1
YGL181W	YFL052W	1
YGL181W	YFR039C	1
YGL181W	YDR223W	1
YGL181W	YGR027WB	1
YGL181W	YKL005C	1
YGL181W	YFR040W	1
YGL181W	YAL065C	1
YLR451W	YGL181W	1
YLR451W	YKL038W	1
YLR451W	YGL009C	1
YLR451W	YER189W	1
YLR451W	YNL337W	1
YLR451W	YOR226C	1
YLR451W	YOL121C	1
YLR451W	YOL013WB	1
YLR451W	YOR227W	1
YLR451W	YKL118W	1
YLR451W	YDR077W	1
YLR451W	YLR356W	1
YLR451W	YCL018W	1
YLR451W	YOR011WA	1
YLR451W	YJL148W	1
YLR451W	YKL120W	1
YLR451W	YML070W	1
YLR451W	YLR355C	1
YKL038W	YER028C	1
YER028C	YER189W	1
YER028C	YDL246C	1
YER028C	YJR158W	1
YER028C	YEL070W	1
YER028C	YFR017C	1
YNL167C	YMR070W	1
YNL167C	YHL041W	1
YNL167C	YIL162W	1
YNL167C	YBL029W	1
YNL167C	YMR172CA	1
YNL167C	YMR173W	1
YNL167C	YHR033W	1
YNL167C	YHR096C	1
YNL167C	YDR534C	1
YNL167C	YDR077W	1
YNL167C	YPR013C	1
YNL167C	YBL029CA	1
YMR070W	YIL162W	1
YMR070W	YNL036W	1
YMR070W	YIL119C	1
YMR070W	YPR141C	1
YMR070W	YIR020WB	1
YMR070W	YEL059W	1
YMR070W	YKR003W	1
YMR070W	YIR019C	1
YMR070W	YPL135W	1
YMR070W	YIR020C	1
YMR070W	YNL037C	1
YMR070W	YDL245C	1
YMR070W	YDR077W	1
YMR070W	YJR158W	1
YMR070W	YEL070W	1
YMR070W	YJR159W	1
YMR070W	YCL018W	1
YMR070W	YKL120W	1
YMR070W	YKR040C	1
YMR070W	YMR106C	1
YMR070W	YEL060C	1
YMR070W	YKR042W	1
YMR070W	YIR021W	1
YMR070W	YIL099W	1
YMR070W	YBR097W	1
YIL101C	YCR105W	1
YIL101C	YER189W	1
YIL101C	YMR135WA	1
YIL101C	YNL337W	1
YIL101C	YNL036W	1
YIL101C	YIL119C	1
YIL101C	YBL029W	1
YIL101C	YMR172CA	1
YIL101C	YFL013WA	1
YIL101C	YMR173W	1
YIL101C	YDL246C	1
YIL101C	YIR020C	1
YIL101C	YNL037C	1
YIL101C	YDR077W	1
YIL101C	YJR158W	1
YIL101C	YJR159W	1
YIL101C	YAL040C	1
YIL101C	YKR040C	1
YIL101C	YDR441C	1
YIL101C	YBL095W	1
YIL101C	YKR042W	1
YIL101C	YIL099W	1
YOR113W	YIL101C	1
YOR113W	YHL041W	1
YOR113W	YOL121C	1
YOR113W	YBL029W	1
YOR113W	YIR020WB	1
YOR113W	YIR019C	1
YOR113W	YIR020C	1
YOR113W	YDL245C	1
YOR113W	YPR013C	1
YOR113W	YBL029CA	1
YOR113W	YAL040C	1
YOR113W	YJL148W	1
YOR113W	YIR021W	1
YOR113W	YIL099W	1
YPL202C	YHR124W	0
YPL202C	YLR451W	0
YPL202C	YKL038W	0
YPL202C	YER028C	0
YPL202C	YNL167C	0
YPL202C	YMR070W	0
YPL202C	YOR113W	0
YPL202C	YGL009C	0
YPL202C	YHL041W	0
YPL202C	YIL162W	0
YPL202C	YAL067C	0
YPL202C	YNL036W	0
YPL202C	YOL121C	0
YPL202C	YIL119C	0
YPL202C	YPR141C	0
YPL202C	YBL029W	0
YPL202C	YIR020WB	0
YPL202C	YMR172CA	0
YPL202C	YKR003W	0
YPL202C	YFL052W	0
YPL202C	YOL013WB	0
YPL202C	YFL013WA	0
YPL202C	YMR173W	0
YPL202C	YDL246C	0
YPL202C	YIR019C	0
YPL202C	YFR039C	0
YPL202C	YHR096C	0
YPL202C	YNL037C	0
YPL202C	YDL245C	0
YPL202C	YKL118W	0
YPL202C	YDR077W	0
YPL202C	YJR158W	0
YPL202C	YLR356W	0
YPL202C	YDR223W	0
YPL202C	YPR013C	0
YPL202C	YMR004W	0
YPL202C	YJR159W	0
YPL202C	YCL018W	0
YPL202C	YOR011WA	0
YPL202C	YBL029CA	0
YPL202C	YAL040C	0
YPL202C	YGR027WB	0
YPL202C	YJL148W	0
YPL202C	YKL120W	0
YPL202C	YOL049W	0
YPL202C	YKR040C	0
YPL202C	YMR106C	0
YPL202C	YBR063C	0
YPL202C	YBL095W	0
YPL202C	YKR042W	0
YPL202C	YIR021W	0
YPL202C	YIL099W	0
YPL202C	YKL005C	0
YPL202C	YML070W	0
YPL202C	YFR040W	0
YPL202C	YLR355C	0
YPL202C	YAL065C	0
YPL202C	YBR097W	0
YPL202C	YGR004W	0
YHR124W	YGL181W	0
YHR124W	YLR451W	0
YHR124W	YKL038W	0
YHR124W	YER028C	0
YHR124W	YNL167C	0
YHR124W	YMR070W	0
YHR124W	YIL101C	0
YHR124W	YOR113W	0
YHR124W	YCR105W	0
YHR124W	YIL070C	0
YHR124W	YGL009C	0
YHR124W	YER189W	0
YHR124W	YMR135WA	0
YHR124W	YNL337W	0
YHR124W	YOR226C	0
YHR124W	YHL041W	0
YHR124W	YIL162W	0
YHR124W	YAL067C	0
YHR124W	YNL036W	0
YHR124W	YMR035W	0
YHR124W	YOL121C	0
YHR124W	YIL119C	0
YHR124W	YLR285W	0
YHR124W	YPR141C	0
YHR124W	YBR134W	0
YHR124W	YBL029W	0
YHR124W	YIR020WB	0
YHR124W	YEL059W	0
YHR124W	YMR172CA	0
YHR124W	YKR003W	0
YHR124W	YFL052W	0
YHR124W	YOL013WB	0
YHR124W	YFL013WA	0
YHR124W	YMR173W	0
YHR124W	YDL246C	0
YHR124W	YIR019C	0
YHR124W	YPL135W	0
YHR124W	YFR039C	0
YHR124W	YOR227W	0
YHR124W	YHR033W	0
YHR124W	YIR020C	0
YHR124W	YHR096C	0
YHR124W	YNL037C	0
YHR124W	YFL042C	0
YHR124W	YDR534C	0
YHR124W	YFL043C	0
YHR124W	YDL245C	0
YHR124W	YKL118W	0
YHR124W	YDR077W	0
YHR124W	YJR158W	0
YHR124W	YLR356W	0
YHR124W	YMR265C	0
YHR124W	YDR223W	0
YHR124W	YPR013C	0
YHR124W	YGR131W	0
YHR124W	YEL070W	0
YHR124W	YJR159W	0
YHR124W	YCL018W	0
YHR124W	YOR011WA	0
YHR124W	YBL029CA	0
YHR124W	YAL040C	0
YHR124W	YGR027WB	0
YHR124W	YJL148W	0
YHR124W	YBR204C	0
YHR124W	YLR141W	0
YHR124W	YKL120W	0
YHR124W	YKL054C	0
YHR124W	YKR040C	0
YHR124W	YDR441C	0
YHR124W	YMR106C	0
YHR124W	YBR132C	0
YHR124W	YEL060C	0
YHR124W	YMR034C	0
YHR124W	YLR284C	0
YHR124W	YLR120C	0
YHR124W	YBL095W	0
YHR124W	YKR042W	0
YHR124W	YOR396W	0
YHR124W	YOR330C	0
YHR124W	YIR021W	0
YHR124W	YIL099W	0
YHR124W	YDR475C	0
YHR124W	YFR017C	0
YHR124W	YMR266W	0
YHR124W	YBR089CA	0
YHR124W	YKL005C	0
YHR124W	YML070W	0
YHR124W	YJL205CA	0
YHR124W	YFR040W	0
YHR124W	YLR355C	0
YHR124W	YAL065C	0
YHR124W	YBR097W	0
YHR124W	YKL223W	0
YHR124W	YBR206W	0
YGL181W	YPL202C	0
YGL181W	YHR124W	0
YGL181W	YLR451W	0
YGL181W	YKL038W	0
YGL181W	YER028C	0
YGL181W	YMR070W	0
YGL181W	YIL101C	0
YGL181W	YOR113W	0
YGL181W	YCR105W	0
YGL181W	YIL070C	0
YGL181W	YGL009C	0
YGL181W	YER189W	0
YGL181W	YMR135WA	0
YGL181W	YNL337W	0
YGL181W	YOR226C	0
YGL181W	YHL041W	0
YGL181W	YIL162W	0
YGL181W	YNL036W	0
YGL181W	YMR035W	0
YGL181W	YOL121C	0
YGL181W	YIL119C	0
YGL181W	YLR285W	0
YGL181W	YPR141C	0
YGL181W	YBR134W	0
YGL181W	YBL029W	0
YGL181W	YIR020WB	0
YGL181W	YEL059W	0
YGL181W	YMR172CA	0
YGL181W	YKR003W	0
YGL181W	YOL013WB	0
YGL181W	YFL013WA	0
YGL181W	YMR173W	0
YGL181W	YDL246C	0
YGL181W	YIR019C	0
YGL181W	YPL135W	0
YGL181W	YOR227W	0
YGL181W	YHR033W	0
YGL181W	YIR020C	0
YGL181W	YHR096C	0
YGL181W	YNL037C	0
YGL181W	YFL042C	0
YGL181W	YDR534C	0
YGL181W	YFL043C	0
YGL181W	YDL245C	0
YGL181W	YKL118W	0
YGL181W	YDR077W	0
YGL181W	YJR158W	0
YGL181W	YLR356W	0
YGL181W	YMR265C	0
YGL181W	YPR013C	0
YGL181W	YMR004W	0
YGL181W	YGR131W	0
YGL181W	YEL070W	0
YGL181W	YJR159W	0
YGL181W	YCL018W	0
YGL181W	YOR011WA	0
YGL181W	YBL029CA	0
YGL181W	YAL040C	0
YGL181W	YJL148W	0
YGL181W	YBR204C	0
YGL181W	YLR141W	0
YGL181W	YKL120W	0
YGL181W	YOL049W	0
YGL181W	YKL054C	0
YGL181W	YKR040C	0
YGL181W	YDR441C	0
YGL181W	YMR106C	0
YGL181W	YBR132C	0
YGL181W	YEL060C	0
YGL181W	YMR034C	0
YGL181W	YBR063C	0
YGL181W	YLR284C	0
YGL181W	YLR120C	0
YGL181W	YBL095W	0
YGL181W	YKR042W	0
YGL181W	YOR396W	0
YGL181W	YOR330C	0
YGL181W	YIR021W	0
YGL181W	YIL099W	0
YGL181W	YDR475C	0
YGL181W	YFR017C	0
YGL181W	YMR266W	0
YGL181W	YBR089CA	0
YGL181W	YML070W	0
YGL181W	YJL205CA	0
YGL181W	YLR355C	0
YGL181W	YBR097W	0
YGL181W	YKL223W	0
YGL181W	YGR004W	0
YGL181W	YBR206W	0
YLR451W	YPL202C	0
YLR451W	YHR124W	0
YLR451W	YER028C	0
YLR451W	YNL167C	0
YLR451W	YMR070W	0
YLR451W	YIL101C	0
YLR451W	YOR113W	0
YLR451W	YCR105W	0
YLR451W	YIL070C	0
YLR451W	YMR135WA	0
YLR451W	YHL041W	0
YLR451W	YIL162W	0
YLR451W	YAL067C	0
YLR451W	YNL036W	0
YLR451W	YMR035W	0
YLR451W	YIL119C	0
YLR451W	YLR285W	0
YLR451W	YPR141C	0
YLR451W	YBR134W	0
YLR451W	YBL029W	0
YLR451W	YIR020WB	0
YLR451W	YEL059W	0
YLR451W	YMR172CA	0
YLR451W	YKR003W	0
YLR451W	YFL052W	0
YLR451W	YFL013WA	0
YLR451W	YMR173W	0
YLR451W	YDL246C	0
YLR451W	YIR019C	0
YLR451W	YPL135W	0
YLR451W	YFR039C	0
YLR451W	YHR033W	0
YLR451W	YIR020C	0
YLR451W	YHR096C	0
YLR451W	YNL037C	0
YLR451W	YFL042C	0
YLR451W	YDR534C	0
YLR451W	YFL043C	0
YLR451W	YDL245C	0
YLR451W	YJR158W	0
YLR451W	YMR265C	0
YLR451W	YDR223W	0
YLR451W	YPR013C	0
YLR451W	YMR004W	0
YLR451W	YGR131W	0
YLR451W	YEL070W	0
YLR451W	YJR159W	0
YLR451W	YBL029CA	0
YLR451W	YAL040C	0
YLR451W	YGR027WB	0
YLR451W	YBR204C	0
YLR451W	YLR141W	0
YLR451W	YOL049W	0
YLR451W	YKL054C	0
YLR451W	YKR040C	0
YLR451W	YDR441C	0
YLR451W	YMR106C	0
YLR451W	YBR132C	0
YLR451W	YEL060C	0
YLR451W	YMR034C	0
YLR451W	YBR063C	0
YLR451W	YLR284C	0
YLR451W	YLR120C	0
YLR451W	YBL095W	0
YLR451W	YKR042W	0
YLR451W	YOR396W	0
YLR451W	YOR330C	0
YLR451W	YIR021W	0
YLR451W	YIL099W	0
YLR451W	YDR475C	0
YLR451W	YFR017C	0
YLR451W	YMR266W	0
YLR451W	YBR089CA	0
YLR451W	YKL005C	0
YLR451W	YJL205CA	0
YLR451W	YFR040W	0
YLR451W	YAL065C	0
YLR451W	YBR097W	0
YLR451W	YKL223W	0
YLR451W	YGR004W	0
YLR451W	YBR206W	0
YKL038W	YPL202C	0
YKL038W	YHR124W	0
YKL038W	YGL181W	0
YKL038W	YLR451W	0
YKL038W	YNL167C	0
YKL038W	YMR070W	0
YKL038W	YIL101C	0
YKL038W	YOR113W	0
YKL038W	YCR105W	0
YKL038W	YIL070C	0
YKL038W	YGL009C	0
YKL038W	YER189W	0
YKL038W	YMR135WA	0
YKL038W	YNL337W	0
YKL038W	YOR226C	0
YKL038W	YHL041W	0
YKL038W	YIL162W	0
YKL038W	YAL067C	0
YKL038W	YNL036W	0
YKL038W	YMR035W	0
YKL038W	YOL121C	0
YKL038W	YIL119C	0
YKL038W	YLR285W	0
YKL038W	YPR141C	0
YKL038W	YBR134W	0
YKL038W	YBL029W	0
YKL038W	YIR020WB	0
YKL038W	YEL059W	0
YKL038W	YMR172CA	0
YKL038W	YKR003W	0
YKL038W	YFL052W	0
YKL038W	YOL013WB	0
YKL038W	YFL013WA	0
YKL038W	YMR173W	0
YKL038W	YDL246C	0
YKL038W	YIR019C	0
YKL038W	YPL135W	0
YKL038W	YFR039C	0
YKL038W	YOR227W	0
YKL038W	YHR033W	0
YKL038W	YIR020C	0
YKL038W	YHR096C	0
YKL038W	YNL037C	0
YKL038W	YFL042C	0
YKL038W	YDR534C	0
YKL038W	YFL043C	0
YKL038W	YDL245C	0
YKL038W	YKL118W	0
YKL038W	YDR077W	0
YKL038W	YJR158W	0
YKL038W	YLR356W	0
YKL038W	YMR265C	0
YKL038W	YDR223W	0
YKL038W	YPR013C	0
YKL038W	YMR004W	0
YKL038W	YGR131W	0
YKL038W	YEL070W	0
YKL038W	YJR159W	0
YKL038W	YCL018W	0
YKL038W	YOR011WA	0
YKL038W	YBL029CA	0
YKL038W	YAL040C	0
YKL038W	YGR027WB	0
YKL038W	YJL148W	0
YKL038W	YBR204C	0
YKL038W	YLR141W	0
YKL038W	YKL120W	0
YKL038W	YOL049W	0
YKL038W	YKL054C	0
YKL038W	YKR040C	0
YKL038W	YDR441C	0
YKL038W	YMR106C	0
YKL038W	YBR132C	0
YKL038W	YEL060C	0
YKL038W	YMR034C	0
YKL038W	YBR063C	0
YKL038W	YLR284C	0
YKL038W	YLR120C	0
YKL038W	YBL095W	0
YKL038W	YKR042W	0
YKL038W	YOR396W	0
YKL038W	YOR330C	0
YKL038W	YIR021W	0
YKL038W	YIL099W	0
YKL038W	YDR475C	0
YKL038W	YFR017C	0
YKL038W	YMR266W	0
YKL038W	YBR089CA	0
YKL038W	YKL005C	0
