G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	
G1	0.558957	0.000000	0.000000	0.000000	0.128184	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.156023	0.000000	0.148101	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.140668	0.000000	-0.249310	0.110998	0.000000	0.289844	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.157084	0.081674	0.000000	0.000000	0.000000	0.064520	0.000000	0.000000	0.123774	0.000000	0.000000	-0.110596	0.000000	0.000000	0.000000	-0.214224	0.127151	0.223820	0.000000	0.172366	0.000000	0.000000	0.104538	0.313610	0.000000	-0.403927	0.000000	0.000000	-0.091628	-0.086862	0.000000	0.000000	0.000000	0.000000	-0.316414	0.000000	0.000000	0.000000	0.000000	0.079585	0.118702	0.000000	-0.197119	0.000000	0.000000	0.000000	-0.182097	0.000000	0.000000	0.000000	-0.150550	0.000000	0.137336	0.000000	0.082987	0.000000	0.129898	-0.087467	-0.239642	0.000000	0.000000	-0.054156	0.000000	0.000000	
G2	0.000000	0.746206	0.130088	0.000000	0.000000	0.060634	0.000000	0.000000	0.000000	-0.342987	0.000000	0.000000	0.000000	0.000000	0.147821	0.000000	0.000000	-0.075975	0.000000	0.101783	0.000000	0.000000	-0.291606	0.000000	0.000000	0.000000	0.000000	0.000000	-0.296925	0.000000	0.000000	0.000000	0.175404	-0.191154	0.079339	-0.177214	0.000000	-0.189212	0.000000	0.121502	0.152471	0.000000	0.000000	0.000000	-0.151212	0.000000	0.000000	-0.116190	-0.201629	0.000000	0.000000	0.000000	-0.093789	0.000000	0.000000	0.000000	0.000000	0.164010	0.169668	0.000000	0.000000	0.000000	0.160610	0.191013	0.000000	-0.049104	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.104314	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.097310	0.000000	0.000000	-0.290377	0.000000	0.000000	0.000000	0.000000	0.000000	0.097903	0.000000	0.100269	0.000000	0.000000	0.080329	0.214909	-0.101725	0.125199	0.000000	
G3	0.000000	0.000000	0.755814	-0.159735	-0.014473	0.208325	0.000000	0.000000	0.000000	-0.046391	0.000000	-0.116495	0.123499	0.000000	0.000000	0.000000	0.000000	0.116587	0.141859	0.000000	0.000000	0.000000	0.000000	0.000000	-0.248937	0.000000	0.000000	0.000000	0.000000	0.000000	-0.064553	-0.085686	0.000000	0.000000	0.000000	0.063117	0.000000	0.000000	0.174287	0.000000	0.095478	0.000000	0.000000	-0.162558	0.096099	0.000000	0.000000	0.000000	0.000000	-0.097401	0.141752	0.000000	-0.173135	-0.233357	0.000000	-0.076806	0.000000	0.000000	0.000000	0.000000	0.000000	0.263207	0.000000	-0.246005	0.000000	0.000000	0.000000	-0.040167	-0.117651	0.000000	-0.144833	0.000000	0.130676	0.000000	0.000000	0.000000	0.000000	0.000000	-0.146808	0.000000	0.000000	-0.118070	0.000000	-0.160290	0.000000	0.000000	-0.107473	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.009072	0.000000	-0.063880	
G4	-0.162281	0.000000	0.161921	0.800369	-0.248944	-0.087852	0.000000	0.000000	0.000000	-0.076729	0.000000	0.177223	0.215110	0.000000	0.000000	0.116458	0.000000	-0.125086	0.000000	0.000000	0.119616	-0.202821	0.000000	-0.227476	-0.288390	0.000000	0.131792	0.000000	0.193158	0.000000	-0.122247	0.000000	0.000000	0.000000	0.000000	0.095046	0.000000	-0.243342	0.000000	0.000000	0.000000	0.042155	0.000000	0.000000	0.000000	0.000000	0.081726	0.000000	-0.106898	0.187735	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.212277	0.000000	0.115503	0.000000	0.000000	0.000000	0.000000	0.099874	0.000000	-0.097312	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.150559	-0.111833	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.088897	0.000000	0.000000	-0.305907	0.000000	0.000000	0.000000	0.072395	0.000000	0.000000	0.000000	0.000000	0.000000	-0.130242	0.072854	0.000000	
G5	0.000000	0.000000	0.040125	0.016484	0.057553	-0.312110	0.021270	0.000000	0.000000	-0.009131	-0.112070	0.000000	-0.201112	-0.309013	-0.490398	0.000000	0.000000	0.000000	-0.158480	0.000000	0.037875	0.015700	0.000000	0.000000	0.000000	0.000000	0.000000	0.011662	0.000000	0.000000	-0.023770	0.027680	-0.049003	0.000000	0.000000	0.000000	0.000000	0.096159	0.054689	0.000000	-0.009176	0.000000	0.000000	0.035193	0.000000	0.000000	0.000000	0.000000	0.000000	-0.066263	0.000000	0.000000	-0.034838	0.000000	0.000000	-0.010084	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018999	0.025430	0.000000	0.000000	-0.032109	0.000000	0.000000	0.000000	-0.036226	0.010079	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.028438	0.000000	0.000000	0.063499	0.000000	0.000000	0.000000	0.000000	0.009766	0.000000	-0.024886	0.000000	0.000000	-0.044754	0.000000	0.000000	0.000000	
G6	0.000000	0.000000	0.000000	0.345440	0.000000	0.160487	-0.122604	0.000000	0.000000	0.179388	0.000000	0.000000	0.000000	0.000000	0.000000	0.244289	0.000000	0.000000	0.000000	0.000000	0.000000	0.118178	-0.230880	0.206642	-0.090941	0.000000	0.000000	0.000000	0.000000	0.000000	0.123477	0.000000	0.000000	0.000000	0.000000	-0.083201	0.000000	0.145178	0.000000	0.000000	0.000000	0.055315	0.000000	0.000000	-0.146537	0.000000	0.000000	0.000000	0.171800	0.000000	-0.140265	0.139699	0.000000	0.000000	-0.117126	0.000000	-0.203318	0.201582	-0.173930	-0.110957	0.153566	0.000000	0.000000	0.000000	0.169760	0.000000	0.000000	0.075787	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.108488	0.000000	0.000000	0.000000	0.000000	-0.157025	-0.133781	0.227207	0.000000	-0.117999	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.094665	-0.187445	-0.213316	0.136186	0.000000	0.000000	
G7	0.000000	0.000000	-0.159079	0.000000	-0.245735	0.178184	0.492998	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.184830	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.148354	-0.134523	-0.187728	0.000000	0.000000	0.000000	0.000000	-0.162555	0.189545	0.000000	0.263763	-0.117524	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.113155	0.095792	-0.106319	-0.096687	-0.128654	0.000000	0.141898	0.000000	0.000000	0.000000	-0.069727	0.106087	0.000000	-0.143298	0.000000	0.000000	0.000000	0.125052	0.000000	0.000000	0.186455	0.115199	0.110430	0.000000	0.000000	0.000000	0.116015	0.000000	-0.082249	0.000000	0.000000	0.143876	0.188427	0.000000	0.000000	0.000000	0.000000	0.119651	0.000000	0.000000	0.000000	-0.165093	0.306762	0.000000	0.000000	0.000000	0.000000	0.000000	0.026416	0.000000	0.000000	0.000000	0.000000	-0.208759	0.000000	0.000000	0.000000	0.000000	0.000000	
G8	-0.272902	0.000000	-0.080590	0.000000	-0.025014	0.000000	0.000000	0.802639	0.000000	0.000000	-0.122837	0.102394	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.067108	-0.237199	-0.069878	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.084773	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.114517	0.082069	0.000000	0.000000	0.000000	0.000000	0.078373	-0.192533	0.077139	0.000000	-0.128236	0.072948	0.000000	0.207259	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.117063	0.000000	0.000000	-0.150047	0.000000	0.000000	0.000000	0.127010	-0.173533	0.075494	0.000000	0.000000	-0.109255	0.084375	0.136864	0.000000	-0.129540	0.000000	0.000000	0.000000	-0.108612	0.107183	-0.245180	-0.190571	-0.105671	0.000000	0.000000	-0.098246	0.000000	0.000000	0.000000	0.000000	-0.123138	0.000000	0.000000	
G9	0.000000	0.222197	0.000000	0.000000	-0.131715	0.000000	0.098949	-0.155165	0.181144	-0.124977	0.000000	0.000000	0.000000	0.000000	0.000000	0.148661	-0.108467	0.000000	0.000000	0.000000	0.000000	0.125655	0.000000	0.238538	0.000000	-0.147433	-0.120680	0.000000	0.000000	0.133863	0.000000	-0.118996	0.000000	0.000000	0.000000	0.000000	-0.131916	0.000000	-0.202719	0.000000	0.000000	0.000000	0.000000	0.170984	0.000000	0.000000	0.000000	0.105557	0.000000	-0.204852	0.000000	0.000000	0.000000	0.000000	0.000000	0.200726	0.000000	-0.157393	0.000000	0.000000	0.000000	-0.298629	0.169936	0.000000	0.158649	0.083754	0.156980	0.000000	0.000000	0.000000	-0.211594	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.199625	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.103505	0.000000	-0.123833	0.000000	0.093529	0.000000	0.119969	-0.146270	-0.099061	0.000000	
G10	0.122017	-0.089029	0.095483	0.000000	0.000000	0.000000	-0.071997	0.109171	0.000000	0.499080	0.000000	0.000000	0.104434	0.000000	0.000000	0.000000	0.202443	0.059457	0.000000	0.000000	0.000000	0.000000	0.000000	0.118233	0.000000	-0.104227	0.128080	0.000000	-0.175402	0.000000	0.155327	0.000000	0.000000	0.000000	0.000000	-0.181764	0.000000	-0.166483	0.000000	0.000000	0.000000	0.000000	0.162675	0.000000	-0.087196	-0.121362	0.000000	0.000000	0.000000	0.000000	0.000000	-0.099288	0.081765	0.000000	-0.119515	0.000000	0.000000	0.000000	0.000000	0.000000	-0.165711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.176581	-0.056348	0.000000	-0.145706	0.211248	0.000000	-0.131248	0.000000	0.000000	-0.389196	0.184106	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.120310	0.123225	0.000000	0.000000	0.069161	0.000000	0.000000	-0.079064	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
