G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	
G1	0.567448	0.000000	0.000000	0.000000	0.134649	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.157611	0.000000	0.152273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.129871	0.000000	-0.250533	0.111028	0.000000	0.315925	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.136117	0.084645	0.000000	0.000000	0.000000	0.067077	0.000000	0.000000	0.126525	0.000000	0.000000	-0.117048	0.000000	0.000000	0.000000	-0.211512	0.122743	0.223255	0.000000	0.171589	0.000000	0.000000	0.109312	0.316131	0.000000	-0.392860	0.000000	0.000000	-0.092140	-0.077990	0.000000	0.000000	0.000000	0.000000	-0.293701	0.000000	0.000000	0.000000	0.000000	0.072405	0.165958	0.000000	-0.199192	0.000000	0.000000	0.000000	-0.184104	0.000000	0.000000	0.000000	-0.150557	0.000000	0.000000	0.000000	0.087475	0.000000	0.126353	-0.085589	-0.237837	0.000000	0.000000	-0.053307	0.000000	0.000000	
G2	0.000000	0.743867	0.134385	0.000000	0.000000	0.059895	0.000000	0.000000	0.000000	-0.346695	0.000000	0.000000	0.000000	0.000000	0.140941	0.000000	0.000000	-0.067237	0.000000	0.114214	0.000000	0.000000	-0.292829	0.000000	0.000000	0.000000	0.000000	0.000000	-0.287387	0.000000	0.000000	0.000000	0.180957	-0.185487	0.076732	-0.175405	0.000000	-0.196941	0.000000	0.079218	0.000000	0.000000	0.000000	0.000000	-0.147967	0.000000	0.000000	-0.109110	-0.194687	0.000000	0.000000	0.000000	-0.090654	0.000000	0.000000	0.000000	0.000000	0.170395	0.177534	0.000000	0.000000	0.000000	0.163604	0.191374	0.000000	-0.051978	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.100716	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.089987	0.000000	0.000000	-0.288527	0.000000	0.000000	0.000000	0.000000	0.000000	0.104882	0.000000	0.089150	0.000000	0.000000	0.090411	0.233328	-0.097296	0.128040	0.000000	
G3	0.000000	0.000000	0.755465	-0.165757	-0.026703	0.237908	0.000000	0.000000	0.000000	-0.044029	0.000000	-0.102988	0.124158	0.000000	0.000000	0.000000	0.000000	0.116211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.242431	0.000000	0.000000	0.000000	0.000000	0.000000	-0.065594	-0.083284	0.000000	0.000000	0.000000	0.068375	0.000000	0.000000	0.199049	0.000000	0.098021	0.000000	0.000000	-0.164974	0.100406	0.000000	0.000000	0.000000	0.000000	-0.094372	0.142983	0.000000	-0.179078	-0.236769	0.000000	-0.076344	0.000000	0.000000	0.000000	0.000000	0.000000	0.265099	0.000000	-0.252171	0.000000	0.000000	0.000000	-0.037485	-0.116852	0.000000	-0.140857	0.000000	0.134675	0.000000	0.000000	0.000000	0.000000	0.000000	-0.129850	0.000000	0.000000	-0.118901	0.000000	-0.184026	0.000000	0.000000	-0.097638	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.010804	0.000000	-0.055859	
G4	-0.166211	0.000000	0.163610	0.796754	-0.245111	-0.080696	0.000000	0.000000	0.000000	-0.072511	0.000000	0.178426	0.211310	0.000000	0.000000	0.120569	0.000000	-0.119180	0.000000	0.000000	0.125816	-0.201475	0.000000	-0.233699	-0.282094	0.000000	0.128556	0.000000	0.194540	0.000000	-0.119166	0.000000	0.000000	0.000000	0.000000	0.093795	0.000000	-0.233257	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.080935	0.000000	-0.105204	0.193968	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.202683	0.000000	0.121846	0.000000	0.000000	0.000000	0.000000	0.104936	0.000000	-0.096848	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.146594	-0.111753	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.078420	0.000000	0.000000	-0.305210	0.000000	0.000000	0.000000	0.075642	0.000000	0.000000	0.000000	0.000000	0.000000	-0.127266	0.076625	0.000000	
G5	0.000000	0.000000	0.038951	0.013724	0.053595	-0.313175	0.022712	0.000000	0.000000	-0.012879	-0.112914	0.000000	-0.199780	-0.311800	-0.494273	0.000000	0.000000	0.000000	-0.164515	0.000000	0.040114	0.010786	0.000000	0.000000	0.000000	0.000000	0.000000	0.004879	0.000000	0.000000	-0.018865	0.030834	-0.054714	0.000000	0.000000	0.000000	0.000000	0.087652	0.059144	0.000000	-0.012716	0.000000	0.000000	0.034286	0.000000	0.000000	0.000000	0.000000	0.000000	-0.059096	0.000000	0.000000	-0.034882	0.000000	0.000000	-0.014044	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018751	0.018874	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.011821	0.000000	-0.021347	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.025920	0.000000	0.000000	0.063642	0.018638	0.000000	0.000000	0.000000	0.000000	0.000000	-0.022659	0.000000	0.000000	-0.049147	0.000000	0.000000	0.000000	
G6	0.000000	0.000000	0.000000	0.349945	0.000000	0.157466	-0.118889	0.000000	0.000000	0.180976	0.000000	0.000000	0.000000	0.000000	0.000000	0.233152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.230031	0.209779	-0.085956	0.000000	0.000000	0.000000	0.000000	0.000000	0.124546	0.000000	0.000000	0.000000	0.000000	-0.083970	0.000000	0.153526	0.000000	0.000000	0.000000	0.054899	0.000000	0.000000	-0.152989	0.000000	0.000000	0.000000	0.172455	0.000000	-0.135392	0.133968	0.000000	0.000000	-0.116782	0.000000	-0.186984	0.224151	-0.171271	-0.130612	0.151604	0.000000	0.000000	0.000000	0.169204	0.000000	0.000000	0.081787	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.112479	0.000000	0.000000	0.000000	0.000000	-0.150569	-0.132195	0.237257	0.000000	-0.115565	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.087025	-0.191780	-0.206879	0.138106	0.000000	0.000000	
G7	0.000000	0.000000	-0.165980	0.000000	-0.240858	0.175953	0.490261	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.188188	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.171247	-0.135670	-0.189345	0.000000	0.000000	0.000000	0.000000	-0.168466	0.189134	0.000000	0.257505	-0.114031	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.114903	0.091691	-0.103217	-0.095745	-0.123156	0.000000	0.143050	0.000000	0.000000	0.000000	-0.075661	0.099363	0.000000	-0.147289	0.000000	0.000000	0.000000	0.124178	0.000000	0.000000	0.181535	0.114095	0.105840	0.000000	0.000000	0.000000	0.117412	0.000000	0.000000	0.000000	0.000000	0.121882	0.160174	0.000000	0.000000	0.000000	0.000000	0.118867	0.000000	0.000000	0.000000	-0.170121	0.301794	0.000000	0.000000	0.000000	0.000000	0.000000	0.061421	0.000000	0.000000	0.000000	0.000000	-0.206883	0.000000	0.000000	0.000000	0.000000	0.000000	
G8	-0.266700	0.000000	-0.085505	0.000000	-0.028540	0.000000	0.000000	0.809116	0.000000	0.000000	-0.120379	0.102142	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.066662	-0.236906	-0.062576	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.083639	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.116637	0.072151	0.000000	0.000000	0.000000	0.000000	0.077167	-0.186037	0.081134	0.000000	-0.120178	0.070529	0.000000	0.213656	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.117852	0.000000	0.000000	-0.143324	0.000000	0.000000	0.000000	0.125906	-0.171048	0.069748	0.000000	0.000000	-0.092338	0.000000	0.175764	0.000000	-0.124899	0.000000	0.000000	0.000000	-0.102101	0.101283	-0.242141	-0.185927	-0.106968	0.000000	0.000000	-0.093756	0.000000	0.000000	0.000000	0.000000	-0.122715	0.000000	0.000000	
G9	0.000000	0.244008	0.000000	0.000000	-0.150461	0.000000	0.098595	-0.132352	0.179039	-0.136931	0.000000	0.000000	0.000000	0.000000	0.000000	0.141719	-0.109975	0.000000	0.000000	0.000000	0.000000	0.133017	0.000000	0.222024	0.000000	-0.116237	-0.092801	0.000000	0.000000	0.162765	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.142969	-0.144984	-0.186832	0.000000	0.000000	0.000000	0.000000	0.176520	0.000000	0.000000	0.000000	0.119703	0.000000	-0.188572	0.000000	0.000000	0.000000	0.000000	0.000000	0.208581	0.000000	-0.130249	0.000000	0.000000	0.000000	-0.283699	0.151775	0.000000	0.131405	0.000000	0.157873	0.000000	0.000000	0.000000	-0.217282	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.177636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.154605	0.000000	0.000000	0.000000	0.108164	0.000000	-0.109853	0.000000	0.000000	0.000000	0.123413	-0.129359	-0.092532	0.000000	
G10	0.114245	-0.090338	0.097276	0.000000	0.000000	0.000000	-0.070132	0.106816	0.000000	0.500218	0.000000	0.000000	0.102125	0.000000	0.000000	0.000000	0.198869	0.066807	0.000000	0.000000	0.000000	0.000000	0.000000	0.106365	0.000000	-0.100225	0.126303	0.000000	-0.184687	0.000000	0.155214	0.000000	0.000000	0.000000	0.000000	-0.178197	0.000000	-0.170733	0.000000	0.000000	0.000000	0.000000	0.157430	0.000000	-0.083564	-0.129959	0.000000	0.000000	0.000000	0.000000	0.000000	-0.106074	0.081011	0.000000	-0.119081	0.000000	0.000000	0.000000	0.000000	0.000000	-0.169096	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.173496	-0.050361	0.000000	-0.167795	0.163287	0.000000	0.000000	0.000000	0.000000	-0.431304	0.191565	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.123312	0.125147	0.000000	0.000000	0.069783	0.000000	0.000000	-0.079420	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
