G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	
G1	0.548481	0.000000	0.000000	0.000000	0.133089	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.150475	0.000000	0.168189	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.147726	0.000000	-0.259247	0.096651	0.000000	0.297469	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.121326	0.105806	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.120343	0.000000	0.000000	-0.107230	0.000000	0.000000	0.000000	-0.197180	0.104013	0.240266	0.000000	0.143276	0.000000	0.000000	0.000000	0.306884	0.000000	-0.378307	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.306757	0.000000	0.000000	0.000000	0.000000	0.054289	0.000000	0.000000	-0.214628	0.090170	0.000000	0.000000	-0.199030	0.000000	0.000000	0.000000	-0.184511	0.000000	0.186994	0.058563	0.101193	0.000000	0.112209	-0.089201	-0.220004	0.000000	0.000000	-0.069238	0.000000	0.000000	
G2	0.000000	0.747633	0.154279	0.000000	0.000000	0.069046	0.000000	0.000000	0.000000	-0.342149	0.000000	0.000000	0.000000	0.000000	0.146406	0.000000	0.000000	-0.080071	0.000000	0.140835	0.000000	0.000000	-0.285160	0.000000	0.000000	0.000000	0.000000	0.000000	-0.299989	0.000000	0.000000	0.000000	0.177534	-0.178755	0.084464	-0.160967	0.000000	-0.197825	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.136769	0.000000	0.000000	-0.099104	-0.193059	0.000000	0.000000	0.000000	-0.086767	0.000000	0.000000	0.000000	0.000000	0.165584	0.201269	0.000000	0.000000	0.000000	0.174255	0.199907	0.000000	-0.046711	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.106747	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.272316	0.000000	0.000000	0.000000	0.000000	0.000000	0.099678	0.000000	0.079253	0.000000	0.000000	0.088863	0.231815	-0.094261	0.112456	0.000000	
G3	0.000000	0.000000	0.759710	-0.155533	-0.033861	0.248913	0.000000	0.000000	0.000000	-0.054126	0.000000	-0.095775	0.103503	0.000000	0.000000	0.000000	0.000000	0.114959	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.258270	0.000000	0.000000	0.000000	0.000000	-0.047469	-0.076018	-0.094642	0.000000	0.000000	0.000000	0.058175	0.000000	0.000000	0.204257	0.000000	0.099353	0.000000	0.000000	-0.172862	0.093566	0.000000	0.000000	0.000000	0.000000	0.000000	0.143800	0.000000	-0.162383	-0.229703	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.269672	0.000000	-0.260240	0.000000	0.000000	0.000000	0.000000	-0.113591	0.000000	-0.148784	0.000000	0.132357	0.000000	0.000000	0.000000	0.000000	0.000000	-0.125350	0.000000	0.000000	-0.125392	0.000000	-0.174960	0.000000	0.000000	-0.093151	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.008101	0.000000	-0.073793	
G4	-0.176135	0.000000	0.156679	0.799636	-0.244946	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.163740	0.188477	0.000000	0.000000	0.116282	0.000000	-0.117124	0.000000	0.000000	0.125315	-0.206797	0.000000	-0.228571	-0.277700	0.000000	0.121871	0.000000	0.198979	0.000000	-0.130722	0.000000	0.000000	0.000000	0.000000	0.092768	0.000000	-0.217325	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.079775	0.000000	-0.100405	0.184246	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.208739	0.000000	0.116163	0.000000	0.000000	0.000000	0.000000	0.089952	0.000000	-0.093777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.155690	-0.125342	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.086816	0.000000	0.000000	-0.307303	0.000000	0.000000	0.000000	0.078657	0.000000	0.000000	0.000000	0.000000	0.000000	-0.127735	0.075237	0.000000	
G5	0.000000	0.000000	0.040364	0.015060	0.054787	-0.314093	0.022586	0.000000	0.000000	-0.009850	-0.111721	0.000000	-0.197488	-0.308960	-0.495342	0.000000	0.000000	0.000000	-0.163857	0.000000	0.042742	0.011811	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.015083	0.030453	-0.055480	0.000000	0.000000	0.000000	0.000000	0.089485	0.062435	0.000000	-0.010854	0.000000	0.000000	0.036800	0.000000	0.000000	0.000000	0.000000	0.000000	-0.059859	0.000000	0.000000	-0.033767	0.000000	0.000000	-0.011758	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018210	-0.019192	0.019212	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.000496	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.023775	0.000000	0.000000	0.067577	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.024321	0.000000	0.000000	-0.047714	0.000000	0.000000	0.000000	
G6	0.000000	0.000000	0.000000	0.328874	0.000000	0.150121	-0.109013	0.000000	0.000000	0.183821	0.000000	0.000000	0.000000	0.000000	0.000000	0.234234	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.180117	0.201357	-0.060719	0.000000	0.000000	0.000000	0.000000	0.000000	0.129867	0.000000	0.000000	0.000000	0.000000	-0.094152	0.000000	0.174555	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.122351	0.000000	0.000000	0.000000	0.174323	0.000000	-0.130752	0.138199	0.000000	0.000000	-0.111432	0.000000	-0.182260	0.225966	-0.190992	-0.141506	0.000000	0.000000	0.000000	0.000000	0.169395	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.113171	0.000000	0.000000	0.129506	0.000000	-0.162474	-0.119490	0.239588	0.000000	-0.089291	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.082823	-0.188870	-0.198779	0.143209	0.000000	0.000000	
G7	0.000000	0.000000	-0.169938	0.000000	-0.249484	0.174503	0.493868	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.185950	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.215969	0.000000	-0.187910	0.000000	0.000000	0.000000	0.000000	-0.183457	0.174189	0.000000	0.256367	-0.120174	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102607	0.080246	-0.100217	-0.095972	-0.109513	0.000000	0.145261	0.000000	0.000000	0.000000	-0.070945	0.102587	0.000000	-0.149334	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.178919	0.106984	0.094316	0.000000	0.000000	0.000000	0.116650	0.000000	0.000000	0.000000	0.000000	0.113208	0.133124	0.000000	0.000000	0.000000	0.000000	0.122267	0.000000	0.000000	0.000000	-0.162962	0.315300	0.000000	0.000000	0.000000	0.000000	0.000000	0.066923	0.000000	0.000000	0.000000	0.000000	-0.203968	0.000000	0.000000	0.000000	0.000000	0.000000	
G8	-0.259361	0.000000	-0.078264	0.000000	-0.012892	0.000000	0.000000	0.810697	0.000000	0.000000	0.000000	0.108734	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.072071	-0.242348	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.097344	0.000000	0.000000	-0.127544	0.000000	0.000000	0.000000	0.000000	0.124579	0.082248	0.000000	0.000000	0.000000	0.000000	0.000000	-0.182771	0.077923	0.000000	-0.102041	0.071875	0.000000	0.221054	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.120441	0.000000	0.000000	-0.143553	0.000000	0.000000	0.000000	0.127415	-0.166918	0.000000	0.000000	0.000000	-0.105701	0.000000	0.142495	0.000000	-0.114156	0.000000	0.000000	0.000000	-0.114329	0.122630	-0.200885	-0.175360	-0.116239	0.000000	0.000000	-0.085112	0.000000	0.000000	0.000000	-0.063969	-0.108500	0.000000	0.000000	
G9	0.000000	0.237116	0.000000	0.000000	-0.143266	0.000000	0.091992	-0.128383	0.181719	-0.123253	0.000000	0.000000	0.000000	0.000000	0.000000	0.143960	-0.105273	0.000000	0.000000	0.000000	0.000000	0.143917	0.000000	0.239882	0.000000	-0.107425	-0.093050	0.000000	0.000000	0.157086	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.128992	0.000000	-0.194561	0.000000	0.000000	0.000000	0.000000	0.167724	0.000000	0.000000	0.000000	0.118416	0.000000	-0.182210	0.000000	0.000000	0.000000	0.000000	0.000000	0.203601	0.000000	-0.140595	0.000000	0.000000	0.000000	-0.281781	0.158025	0.000000	0.127404	0.000000	0.147939	0.000000	0.000000	0.000000	-0.219401	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.181204	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.097065	0.000000	-0.107587	0.000000	0.000000	0.000000	0.124915	-0.121079	-0.106621	0.000000	
G10	0.000000	0.000000	0.088721	0.000000	0.000000	0.000000	-0.060468	0.109740	0.000000	0.523114	0.000000	0.000000	0.102427	0.000000	0.000000	0.000000	0.202464	0.079275	0.000000	0.000000	0.000000	0.000000	0.000000	0.118779	0.000000	-0.114430	0.109043	0.000000	-0.203008	0.000000	0.150698	0.000000	-0.090458	0.000000	0.000000	-0.176260	0.000000	-0.154835	0.000000	0.000000	0.000000	0.000000	0.128056	0.000000	0.000000	-0.135544	0.000000	0.000000	0.000000	0.000000	0.000000	-0.100824	0.000000	0.000000	-0.086666	0.000000	0.000000	0.000000	0.000000	0.000000	-0.178703	0.000000	0.000000	-0.054392	0.000000	0.000000	0.000000	-0.172874	-0.061805	0.000000	-0.173049	0.195589	0.000000	0.000000	0.000000	0.000000	-0.430807	0.193790	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.118901	0.135210	0.000000	0.000000	0.088395	0.000000	0.000000	-0.066829	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
