"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.4477485	0.6964549	0.2574533	0.3629547	0.6139672	0.2308833	0.7628547	0.2497097	0.3181020	0.1667967	0.5181998	0.1176413	0.1817301	0.0921796	0.0631877	0.4351203	0.5837183	0.5691842	0.5857921	0.7329920	0.4941198	0.2297876	0.5695882	0.3598053	0.4182822	0.7427842	0.2995139	0.3044082	0.3138157	0.4582730	0.1930209	0.0388017	0.0114464	0.0338930	0.6265642	0.7627972	0.2850040	0.1080984	0.0599521	0.6522850	0.3924241	0.7343241	0.6749614	0.3452543	0.4244346	0.7153670	0.4824928	0.4435931	0.6663135	0.0362749	0.4773198	0.4564155	0.5448528	0.7126811	0.7038144	0.4968457	0.4008121	0.6041741	0.3825661	0.4303511	0.3627614	0.6911996	0.3250740	0.4455950	0.0908620	0.7028333	0.3757237	0.1719023	0.6466417	0.5292563	0.5490705	0.0150350	0.4032931	0.0357630	0.3339470	0.7440937	0.0265030	0.5599492	0.5911485	0.1562465	0.3242835	0.4266363	0.7045294	0.4397217	0.4312850	0.1606770	0.4460667	0.5336294	0.7136705	0.7699116	0.7004182	0.3987986	0.7207117	0.6934849	0.4829188	0.5822215	0.3559778	0.7174014	0.5389620	0.7254253
50	0.4308205	0.7823115	0.4377131	0.2609680	0.5666183	0.2553160	0.7020427	0.2423233	0.2453978	0.1611108	0.4608464	0.1093401	0.0663053	0.0589630	0.0191021	0.4787161	0.8139284	0.7494678	0.1308549	0.6479645	0.5561041	0.1533787	0.4408830	0.3164770	0.4702674	0.6591934	0.4478270	0.2996743	0.2287172	0.5054443	0.1946400	0.0133247	0.0019435	0.0070292	0.7980698	0.5593714	0.3127129	0.0564648	0.4539939	0.6978724	0.3907021	0.3166040	0.7097956	0.5491306	0.4195317	0.6191087	0.6637239	0.5733196	0.6557316	0.0298492	0.6256610	0.5209734	0.6994723	0.6171236	0.8333135	0.4692915	0.2221041	0.1444449	0.2860613	0.5424239	0.1265281	0.5937905	0.5088197	0.6059206	0.0646223	0.3592683	0.2227278	0.1992247	0.7121449	0.5204367	0.4377693	0.0036699	0.2941545	0.0289894	0.3445708	0.6826583	0.0221923	0.5733627	0.5455136	0.0737173	0.3636218	0.1171817	0.6401293	0.3893751	0.6419823	0.1036589	0.4344524	0.4915779	0.6410003	0.7364385	0.7594268	0.5161304	0.6748502	0.5395276	0.5178892	0.6226439	0.1167952	0.4634730	0.5918301	0.6650548
100	0.4659294	0.6645215	0.5283135	0.1524672	0.6540068	0.2068811	0.6684343	0.2514039	0.2061550	0.1709664	0.4984674	0.1637269	0.0906067	0.1264147	0.0103943	0.5473921	0.8236165	0.5478370	0.0799100	0.5062177	0.3843371	0.0804588	0.4246904	0.2911823	0.5030723	0.5850028	0.4895142	0.3457721	0.3171783	0.7223633	0.2845380	0.0138065	0.0001276	0.0429836	0.6718172	0.4478285	0.2745294	0.0138900	0.3744087	0.6954900	0.4707620	0.2079663	0.6336361	0.6460014	0.3891005	0.6377895	0.6044562	0.5665117	0.5088581	0.0403660	0.5425126	0.5739209	0.6376624	0.5173087	0.6787439	0.5054868	0.1718982	0.0543757	0.3503501	0.6149420	0.0618371	0.5656949	0.6198674	0.6160531	0.1105156	0.4361218	0.3366048	0.1695723	0.7097837	0.4571015	0.3843195	0.0041441	0.3777721	0.0434542	0.4005430	0.7037865	0.0249922	0.4744570	0.5407433	0.0911524	0.4542600	0.0664456	0.6381439	0.3940415	0.5810399	0.1224418	0.3457103	0.4775048	0.5724728	0.6528739	0.8135672	0.4173050	0.5738010	0.7202220	0.4895512	0.6988482	0.0964796	0.2769804	0.6561378	0.6824035
150	0.5178217	0.7192437	0.6437023	0.2280695	0.6867286	0.2314818	0.7328600	0.2243296	0.2085031	0.1934166	0.4956374	0.1181147	0.0851936	0.1346972	0.0179405	0.4728251	0.6638909	0.5833403	0.0154145	0.5168538	0.5234650	0.0990457	0.4546339	0.3503485	0.4540682	0.6612824	0.4088166	0.2988662	0.2164746	0.4674556	0.2120927	0.0038822	0.0005818	0.0633641	0.7425908	0.4507303	0.3103454	0.0058899	0.4542606	0.6137669	0.5637355	0.2360262	0.6869061	0.7150161	0.4056340	0.6198030	0.5999454	0.4883836	0.6473154	0.0689368	0.5749220	0.7161952	0.7410476	0.4893196	0.7679865	0.5215623	0.1750479	0.0122649	0.2814914	0.4846533	0.0185114	0.5353243	0.5848853	0.7083344	0.1084247	0.3040576	0.2752973	0.1776586	0.5906459	0.5257117	0.4730643	0.0018124	0.4825065	0.0351545	0.4921441	0.7717631	0.0561813	0.4435139	0.4190684	0.0554482	0.3715900	0.0608596	0.7621949	0.3804274	0.5936912	0.2247803	0.3103118	0.4945329	0.6339794	0.6524101	0.7060522	0.4714505	0.6363823	0.7144727	0.5758513	0.7424488	0.1389055	0.2947484	0.4591595	0.6516997
200	0.5919389	0.7492062	0.5656008	0.2043834	0.6045559	0.2787025	0.7358897	0.2930068	0.1184800	0.1639243	0.4706535	0.1173058	0.0624625	0.1269306	0.0030012	0.5017001	0.8499571	0.5996886	0.0089737	0.4636496	0.6369417	0.0828778	0.4921419	0.3586341	0.4446547	0.6863877	0.4704287	0.2884211	0.2829932	0.4591630	0.1952598	0.0019136	0.0048183	0.0570262	0.6404743	0.5596993	0.3014831	0.0065840	0.4016188	0.6204791	0.6625586	0.2677655	0.5947892	0.7590132	0.3825601	0.7521755	0.6318592	0.4590811	0.5305604	0.0628424	0.4679435	0.7067022	0.6884401	0.4876949	0.7129483	0.5728843	0.0997397	0.0027138	0.3118356	0.4658485	0.0018147	0.4925664	0.6255049	0.6083717	0.1218736	0.2844673	0.2843632	0.1268009	0.6207975	0.5451005	0.4764567	0.0000977	0.4850255	0.0175376	0.7029306	0.6929005	0.0242996	0.2656536	0.2699425	0.0618568	0.3678053	0.0924731	0.5828717	0.4861329	0.6222340	0.1456731	0.4493606	0.5185998	0.7044578	0.7274848	0.7349078	0.2761129	0.7371538	0.7022752	0.5565727	0.7248651	0.1119379	0.2142917	0.4266861	0.6493677
250	0.5475505	0.7698086	0.5806099	0.2294244	0.5607625	0.2982626	0.7373233	0.1945383	0.0453509	0.1908392	0.4272304	0.1339579	0.1080218	0.1042903	0.0007991	0.6207511	0.8089080	0.5075655	0.0340762	0.5538674	0.5544019	0.0413476	0.4432027	0.3150251	0.5100293	0.6085309	0.4363605	0.2697419	0.2572534	0.5376364	0.2252033	0.0051495	0.0018690	0.0432631	0.6980343	0.4011406	0.1883479	0.0032352	0.4150928	0.7151999	0.5156787	0.2614803	0.6249875	0.7295660	0.3202830	0.6208933	0.7084379	0.4367349	0.6745105	0.0363769	0.5313101	0.6236458	0.7416355	0.5603154	0.6558967	0.5359242	0.1070928	0.0040385	0.3053179	0.7514575	0.0015578	0.5763905	0.6641382	0.8363959	0.1942904	0.2319707	0.2845792	0.1338061	0.7920028	0.4276087	0.5004809	0.0010221	0.4862155	0.0308899	0.5678304	0.7995830	0.0087268	0.2141146	0.2739217	0.0679013	0.3265173	0.0776350	0.8008043	0.3593225	0.5730425	0.2239855	0.4403944	0.4734168	0.6150166	0.8055663	0.7275534	0.4157995	0.7596610	0.8698626	0.6363963	0.6801091	0.0627687	0.1849297	0.4709025	0.5818049
300	0.5580461	0.7331157	0.5367542	0.2269912	0.6613285	0.2257907	0.7086724	0.2969352	0.0520740	0.1572382	0.4792568	0.0961931	0.1255416	0.1096224	0.0015681	0.5419421	0.7421351	0.5158620	0.0001625	0.4784861	0.4696474	0.0377260	0.4348496	0.3252506	0.5858541	0.6520848	0.5123915	0.2846965	0.2708193	0.4432556	0.2151184	0.0015353	0.0009013	0.0293702	0.7492987	0.5285597	0.2425371	0.0003279	0.4196883	0.7253931	0.5784985	0.2173441	0.6721864	0.8324146	0.4251752	0.6620680	0.6720721	0.5010548	0.6555692	0.0482951	0.5290773	0.6992828	0.7257990	0.5823533	0.7056157	0.5909177	0.1077246	0.0046340	0.3263496	0.5598244	0.0007800	0.4540906	0.7214491	0.7474493	0.1954862	0.2234262	0.3447340	0.1452621	0.5665966	0.5747614	0.5823825	0.0053932	0.6355688	0.0344619	0.5920286	0.7461890	0.0318831	0.2924028	0.3085311	0.0789901	0.2388743	0.1007785	0.7075477	0.4735191	0.4502971	0.2128235	0.3884579	0.5064576	0.6694509	0.6433367	0.8486440	0.4622606	0.7348769	0.8688912	0.6229388	0.7440462	0.0732678	0.1952543	0.4280594	0.6205007
350	0.4969125	0.6931152	0.5584505	0.1412683	0.6023812	0.2961901	0.8360302	0.2264138	0.0385311	0.2356451	0.5668851	0.1004922	0.1301297	0.1206015	0.0030321	0.5170546	0.6724102	0.5579084	0.0048266	0.3937762	0.5969284	0.0369102	0.5430788	0.3177462	0.5494739	0.6288280	0.4694818	0.2706997	0.2450688	0.4645305	0.1947699	0.0006884	0.0002328	0.0942883	0.7083603	0.5179628	0.2255270	0.0001302	0.4942965	0.7161708	0.6726594	0.2084746	0.6661881	0.6843685	0.4685411	0.7235880	0.6897580	0.3942030	0.4842156	0.0586915	0.4102458	0.6833620	0.7119780	0.6306038	0.5762036	0.7053957	0.1177924	0.0066041	0.3330716	0.5969778	0.0012221	0.4678132	0.6801723	0.7561636	0.2631553	0.2370107	0.4037592	0.1634735	0.4805220	0.6018675	0.4670130	0.0047689	0.5729960	0.0122810	0.5146378	0.6575581	0.0521468	0.2788074	0.2277596	0.0377215	0.2419902	0.0632465	0.7143387	0.3885882	0.5651986	0.1634038	0.4851230	0.4931556	0.8112104	0.6307792	0.6487726	0.3993458	0.6936795	0.7187751	0.6951180	0.7323505	0.1238035	0.3429375	0.3463391	0.6284641
400	0.5211568	0.7784908	0.5719282	0.1672053	0.5930366	0.2966746	0.7210303	0.2158037	0.0408466	0.2197441	0.4703416	0.1894581	0.0791340	0.0963162	0.0031588	0.5001149	0.5890395	0.6086764	0.0022312	0.3991852	0.6391006	0.0240179	0.4210735	0.2918731	0.6044319	0.7541273	0.5785738	0.2769579	0.2751171	0.6597033	0.1960889	0.0011788	0.0001653	0.0304310	0.6905709	0.4603961	0.2454228	0.0005649	0.4890635	0.7165321	0.6933190	0.2663470	0.8331553	0.7422470	0.4372572	0.5637753	0.6430919	0.3827517	0.6218731	0.0991181	0.4804279	0.7119231	0.6350311	0.5926704	0.5934486	0.6407480	0.0886913	0.0089596	0.3978706	0.6593003	0.0003093	0.4736745	0.5427418	0.5854262	0.3168126	0.2352146	0.3573342	0.1425727	0.5627376	0.5475886	0.4807012	0.0199146	0.4944200	0.0682096	0.5678847	0.5687670	0.0318210	0.2696527	0.2498496	0.0826783	0.3292559	0.0956307	0.6187767	0.5217346	0.4431630	0.1172869	0.3746314	0.4783368	0.7460804	0.6853480	0.6594212	0.3631130	0.6676736	0.7878631	0.6117033	0.6142364	0.0874938	0.2542776	0.3681018	0.6609614
