G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	
G1	0.502659	0.000000	0.000000	0.000000	0.129766	0.000000	0.000000	0.140177	0.000000	0.064708	0.000000	0.000000	0.000000	0.187153	0.000000	0.160506	0.000000	0.090980	0.000000	0.000000	0.000000	0.000000	0.000000	-0.143434	0.000000	-0.298087	0.094451	0.079257	0.268964	0.000000	-0.152607	0.000000	0.000000	-0.135048	0.000000	0.000000	0.176253	0.036303	0.000000	-0.069867	0.000000	0.056161	0.000000	0.000000	0.148241	-0.091172	0.000000	-0.081527	0.000000	0.000000	0.000000	-0.174140	0.094257	0.208575	0.000000	0.166366	0.000000	0.000000	0.081802	0.278932	0.000000	-0.337076	0.000000	0.000000	-0.136945	-0.139346	0.061378	0.000000	0.000000	0.073510	-0.328231	0.000000	0.000000	0.000000	0.000000	0.054263	0.087436	-0.090148	-0.289383	0.146479	0.000000	0.000000	-0.243841	0.054254	0.000000	0.000000	-0.174923	0.000000	0.139787	0.105718	0.076869	0.000000	0.121063	-0.107551	-0.213097	0.000000	0.000000	-0.032901	0.000000	0.000000	
G2	0.000000	0.784797	0.112212	-0.115645	0.000000	0.049956	-0.062038	0.000000	0.000000	-0.324397	0.000000	0.000000	0.000000	0.000000	0.133356	-0.092097	0.000000	-0.106729	0.000000	0.098593	0.128007	0.000000	-0.244795	0.000000	0.130879	0.000000	0.000000	0.000000	-0.220176	0.116363	0.071362	0.000000	0.194382	-0.122825	0.068518	-0.145269	0.000000	-0.164095	0.000000	0.159069	0.176102	0.000000	0.000000	-0.108753	-0.106393	0.000000	0.000000	-0.123372	-0.170365	0.000000	0.000000	-0.063144	-0.066380	-0.084333	0.000000	-0.076548	0.000000	0.166278	0.173383	0.000000	0.000000	0.000000	0.191326	0.191795	0.000000	-0.038302	0.000000	-0.123726	0.000000	0.000000	-0.101465	0.000000	0.000000	0.103729	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.104975	-0.161603	0.000000	0.000000	-0.215635	0.000000	0.000000	0.000000	0.000000	0.000000	0.091510	0.000000	0.127546	0.000000	0.000000	0.138789	0.193364	-0.071524	0.150070	0.000000	
G3	0.000000	0.000000	0.772609	-0.179010	0.004171	0.206552	0.043059	-0.069137	0.000000	-0.067227	0.000000	-0.101754	0.127457	0.000000	0.000000	0.000000	0.000000	0.115160	0.150686	0.108231	0.000000	0.000000	0.000000	0.000000	-0.245212	0.000000	0.000000	0.000000	0.000000	-0.036252	-0.042697	-0.108386	0.000000	0.000000	0.000000	0.079959	0.061317	0.000000	0.197101	0.000000	0.116367	0.000000	-0.073836	-0.139435	0.122572	0.000000	0.000000	0.000000	-0.045587	-0.091158	0.132399	0.000000	-0.154178	-0.216730	0.000000	-0.088846	0.000000	0.000000	0.000000	0.000000	0.000000	0.227720	0.000000	-0.244139	0.000000	0.059419	0.000000	-0.026580	-0.097426	0.000000	-0.125145	0.131726	0.152642	0.000000	0.000000	0.000000	0.000000	-0.109858	-0.116973	0.000000	0.000000	-0.089491	0.000000	-0.161734	0.000000	0.000000	-0.115982	0.000000	-0.067842	0.000000	0.000000	0.000000	0.038998	0.000000	0.000000	-0.051681	-0.081062	0.008993	0.000000	-0.078631	
G4	-0.163948	0.000000	0.183143	0.774729	-0.244047	-0.122628	-0.075268	0.000000	0.000000	-0.072770	0.000000	0.165575	0.190681	0.000000	0.000000	0.106786	0.074600	-0.140099	0.000000	0.000000	0.158837	-0.207099	0.000000	-0.272302	-0.253405	0.000000	0.130800	0.000000	0.174773	0.000000	-0.111675	0.000000	0.000000	0.000000	0.000000	0.084406	0.000000	-0.231906	0.000000	0.000000	0.000000	0.051971	0.093290	-0.121292	0.000000	0.000000	0.103230	0.000000	-0.111996	0.184108	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.225660	0.000000	0.114995	0.000000	-0.097588	0.084477	0.000000	0.103229	0.000000	-0.131427	0.000000	0.000000	0.000000	0.120609	0.000000	0.000000	0.000000	-0.074610	-0.142730	-0.113325	0.000000	0.075256	0.000000	0.000000	0.000000	-0.069602	0.000000	0.000000	-0.115943	-0.099206	0.000000	-0.319095	0.000000	0.079916	0.000000	0.056769	0.000000	0.000000	-0.056179	0.037102	0.000000	-0.125795	0.084972	0.000000	
G5	0.000000	0.000000	0.050835	0.054120	0.086387	-0.278989	0.028149	0.000000	0.000000	-0.003394	-0.106765	0.000000	-0.212696	-0.277911	-0.441957	0.000000	0.000000	0.000000	-0.135793	-0.118267	0.039376	0.020241	0.000000	0.000000	0.000000	0.000000	-0.009605	0.031331	0.000000	-0.028358	-0.026606	0.003685	-0.036203	0.000000	0.007003	-0.041100	-0.018250	0.081702	0.059695	0.000000	-0.008495	0.000000	0.000000	0.040304	0.000000	0.000000	-0.016722	0.000000	0.000000	-0.060667	0.014248	0.000000	-0.017080	0.000000	0.000000	0.012455	0.000000	0.000000	0.020415	0.000000	0.000000	0.000000	-0.028164	0.022355	0.000000	0.000000	-0.025275	0.000000	0.000000	0.000000	-0.052860	-0.056237	0.000000	0.000000	0.000000	-0.036329	0.000000	0.036644	0.000000	0.000000	0.000000	0.000000	0.007207	0.026294	0.000000	0.000000	0.070432	0.026910	0.000000	-0.013923	0.000000	0.032271	0.000000	-0.035643	0.000000	0.000000	-0.038644	0.000000	0.000000	0.000000	
G6	0.000000	0.000000	0.110869	0.322929	0.000000	0.192896	-0.134421	0.000000	0.000000	0.164476	-0.080651	0.000000	0.000000	0.000000	0.000000	0.192314	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.215488	0.162902	-0.063603	0.000000	0.000000	-0.107569	0.000000	0.000000	0.071729	0.000000	0.000000	-0.065643	0.000000	-0.071483	0.000000	0.159720	0.000000	0.000000	0.000000	0.051737	0.069098	0.000000	-0.155105	0.000000	-0.080615	0.000000	0.100126	0.069093	-0.140467	0.153426	0.121606	0.000000	-0.154726	0.000000	-0.194193	0.192624	-0.164949	-0.131789	0.105544	0.000000	0.000000	0.000000	0.172480	-0.071427	0.000000	0.082469	0.000000	0.000000	0.000000	0.000000	0.000000	0.134483	0.000000	-0.112811	0.000000	0.000000	0.127056	0.000000	-0.185471	-0.141703	0.262889	-0.124249	-0.105102	0.000000	0.103075	0.000000	-0.131985	0.052088	0.000000	0.000000	0.000000	0.000000	-0.112102	-0.187798	-0.215657	0.127467	0.000000	0.000000	
G7	0.000000	0.000000	-0.153552	0.000000	-0.221854	0.179419	0.478201	0.070140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.164306	0.000000	0.000000	0.135397	0.000000	0.000000	-0.105754	-0.189847	-0.152009	-0.139021	0.000000	0.000000	0.000000	0.000000	-0.154227	0.186788	0.000000	0.288504	-0.089791	0.038213	0.000000	0.000000	-0.097947	0.000000	0.000000	0.000000	-0.116299	0.110818	-0.122800	-0.126268	-0.159944	0.000000	0.163260	0.000000	0.000000	0.070986	-0.071673	0.121261	0.000000	-0.139312	0.000000	0.000000	0.000000	0.127455	0.000000	0.000000	0.204397	0.119677	0.127074	0.000000	0.000000	0.000000	0.133508	0.000000	-0.108857	0.000000	0.000000	0.115890	0.172858	0.000000	0.000000	0.112610	0.000000	0.113049	0.000000	0.000000	0.000000	-0.163161	0.330549	0.000000	-0.123177	-0.105303	0.165693	0.000000	0.018367	0.000000	0.000000	0.000000	0.000000	-0.208238	-0.093481	-0.124635	0.071228	-0.039622	0.000000	
G8	-0.264390	0.000000	-0.043864	0.000000	0.019900	0.096065	0.000000	0.748923	0.000000	-0.109229	-0.112914	0.133198	0.000000	0.000000	0.000000	0.000000	0.000000	-0.057096	0.000000	0.000000	0.000000	-0.057893	0.000000	-0.087137	0.000000	0.032577	-0.233075	-0.074885	0.100379	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.098251	0.000000	0.096946	-0.157456	0.000000	0.083148	0.000000	0.000000	0.141918	0.073679	0.000000	0.069001	0.000000	0.000000	0.094187	-0.161891	0.052494	0.000000	-0.099212	0.077473	0.000000	0.228698	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.132859	0.000000	0.000000	-0.126575	0.000000	0.000000	0.000000	0.149683	-0.165320	0.037382	0.000000	0.000000	-0.062017	0.000000	0.157370	0.000000	-0.115167	0.000000	-0.101325	0.000000	-0.100464	0.124242	-0.221863	-0.182162	-0.120868	0.000000	0.000000	-0.047117	-0.111334	0.059686	0.039446	0.000000	-0.111790	-0.042313	0.000000	
G9	0.000000	0.238119	0.000000	0.000000	-0.115686	0.000000	0.101456	-0.133126	0.159062	-0.120137	0.000000	0.000000	0.139687	0.000000	-0.097291	0.123631	-0.107286	0.000000	0.000000	0.000000	0.000000	0.079824	0.000000	0.204357	0.000000	-0.171168	-0.140545	0.000000	0.000000	0.133762	0.000000	-0.169747	0.000000	0.000000	0.000000	0.000000	-0.162252	-0.181659	-0.249764	0.000000	0.000000	0.000000	0.000000	0.161009	0.064502	0.000000	0.000000	0.082426	0.000000	-0.227631	0.093284	0.000000	-0.057624	0.000000	0.000000	0.203926	0.000000	-0.159635	0.000000	0.000000	0.000000	-0.268453	0.146522	-0.067083	0.194021	0.089114	0.144061	0.000000	0.000000	0.000000	-0.214381	0.000000	0.000000	0.000000	-0.085505	0.000000	0.000000	-0.089530	0.218605	0.000000	0.000000	0.000000	0.000000	-0.102517	-0.079950	0.000000	0.087336	0.000000	0.000000	0.000000	0.094491	0.065989	-0.139169	0.000000	0.137370	0.064855	0.138731	-0.137784	-0.057487	0.000000	
G10	0.073373	-0.067843	0.109051	0.000000	0.000000	0.000000	-0.059964	0.088046	0.000000	0.521697	0.000000	0.000000	0.147411	0.000000	0.000000	0.000000	0.211035	0.057966	0.000000	0.000000	0.000000	0.000000	0.000000	0.084354	-0.098848	-0.110996	0.123505	0.000000	-0.176209	0.000000	0.111181	0.000000	-0.062942	0.000000	0.000000	-0.170060	0.000000	-0.136934	0.000000	0.000000	0.068487	0.000000	0.171807	-0.019541	-0.079151	-0.160482	0.000000	0.053057	0.000000	0.000000	0.000000	-0.139979	0.074635	0.000000	-0.133044	0.072385	0.000000	0.000000	0.119133	0.000000	-0.171373	0.000000	0.056264	0.000000	0.000000	0.000000	0.000000	-0.163270	-0.051753	0.000000	-0.164896	0.198214	0.000000	0.000000	0.000000	0.000000	-0.397584	0.157952	0.000000	0.000000	-0.059396	0.000000	-0.049765	0.000000	0.052027	-0.134509	0.134198	0.000000	0.000000	0.081514	0.000000	0.000000	-0.045189	-0.061738	0.000000	-0.018127	0.000000	0.000000	-0.037096	0.030399	
