"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.6322518	0.9953135	0.4317022	0.4777362	1.0594440	0.3711675	1.0263536	0.3196031	0.4008428	0.2332333	0.7382596	0.1493985	0.1218491	0.1496637	0.0760572	0.7180211	1.0485151	0.7837146	0.6670030	0.8794965	0.8640576	0.4783428	0.7908873	0.4652969	0.7112923	1.0245778	0.5694357	0.5223404	0.3721171	0.7732971	0.2328486	0.0537069	0.0364537	0.0377591	0.9586070	0.9831447	0.4685152	0.1663197	0.0718148	1.0768541	0.5697716	1.1196629	1.0164166	0.4353854	0.6600909	1.0512701	0.7161052	0.6738939	0.9839311	0.0438321	0.8754972	0.6108884	0.9131202	0.9641931	0.9573845	0.6783746	0.4994435	0.8897509	0.5695619	0.5885405	0.4916126	0.9246068	0.3572158	0.3931097	0.1180566	0.9275978	0.4872313	0.2069556	0.8148709	0.7666376	0.5802280	0.0076984	0.5953582	0.0451650	0.5140080	1.0395980	0.0502876	0.7766397	0.8761557	0.2015632	0.5705408	0.4133787	1.0494703	0.6087386	0.7463419	0.1765793	0.6184222	0.6484303	1.0541074	0.9176189	0.9547563	0.6158920	1.0267924	0.8201097	0.7048731	0.9613991	0.5186219	1.1079178	0.8697058	1.0568909
100	0.2864122	0.9713352	0.6593206	0.4839736	1.0362719	0.3633556	0.9977147	0.3442355	0.3649362	0.2605067	0.6606458	0.1942901	0.1059543	0.1189993	0.0577209	0.7537551	1.0339660	0.8718304	0.6022419	0.8802162	0.7777063	0.3733560	0.7582003	0.4358298	0.5315783	0.9799426	0.8836156	0.5685494	0.3417990	0.7433448	0.2676170	0.0431257	0.0032409	0.0223645	1.0100111	1.0499759	0.5151737	0.1651555	0.6817770	0.8286898	0.5907525	0.9222364	1.0193617	0.8665954	0.5735666	0.9552367	0.6696436	1.0212862	0.9206512	0.1009601	1.0590970	0.8677990	0.8735212	0.9360474	1.0317764	0.3478564	0.1606927	0.8977383	0.4078730	0.6203221	0.5140903	0.2510786	0.6020734	0.4713249	0.1179549	1.0381890	0.5248650	0.1562935	0.9058615	0.6849578	0.5440423	0.0027679	0.6233013	0.0421890	0.5853714	1.0640478	0.0460508	0.8536578	0.9378178	0.1930097	0.5386081	0.3743792	0.5633604	0.8579365	0.8647186	0.3205628	0.3849321	0.6369680	0.9388454	1.0339701	0.9587907	0.4709810	0.9635112	0.9242725	0.6983785	0.9696596	0.3133733	0.9808320	0.9136381	0.9342743
200	0.2260039	0.9351349	0.7610067	0.4388107	1.0147485	0.2784682	0.9119458	0.3437001	0.3291045	0.3819349	0.6214833	0.1305692	0.0713940	0.1192855	0.0602363	0.6917409	1.0114161	0.9016457	0.5752477	0.8120022	0.8467964	0.3902803	0.7387144	0.4635671	0.6613978	1.0577597	0.8501077	0.5396753	0.2321943	0.7341612	0.3080964	0.0504925	0.0002659	0.0177421	1.0795943	1.0164318	0.4682100	0.1623511	0.7341566	0.8039943	0.7286084	0.9347041	1.0867403	0.9607212	0.6131694	1.0659141	0.6957081	0.8864295	0.9065054	0.1669423	0.9496769	0.8909646	0.9509870	0.9192326	1.0596735	0.3200975	0.1228559	0.9335540	0.3971908	0.6090834	0.2272048	0.2353923	0.8023873	0.5662226	0.1248819	1.0055790	0.4952689	0.2039426	0.8435218	0.6222550	0.5744110	0.0004462	0.6388303	0.0616594	0.6686429	1.0266864	0.0577854	0.5823146	0.6722411	0.1078136	0.4743357	0.4757373	0.6344612	0.8941474	0.9480370	0.4488076	0.3153582	0.5788463	1.0093501	0.9700272	0.9692883	0.5602950	1.0251438	0.8931499	0.6914519	0.9775891	0.2517901	0.8921367	0.8043277	0.9959880
300	0.2488161	0.9644091	0.7036857	0.3719759	1.0539375	0.3685420	0.8698215	0.3417051	0.2456180	0.3568724	0.6592629	0.1601668	0.0875595	0.1558796	0.0695093	0.8119373	1.0754573	0.8942189	0.5470370	0.7967562	0.7975030	0.3799790	0.7973773	0.4740443	0.6935394	1.0000978	0.8498767	0.5095526	0.2573091	0.7154075	0.3505076	0.0445024	0.0005549	0.0191581	0.9594198	0.9454106	0.4700970	0.1466195	0.7954505	0.7634478	0.8142375	1.0173375	1.0599592	0.9392039	0.6050590	1.1067708	0.6642682	0.9379011	0.9293530	0.1805034	0.8584965	0.8599920	0.9694228	0.8776431	1.0927188	0.3638783	0.0992386	0.8841253	0.4628127	0.6431229	0.1511055	0.2382223	0.7797359	0.5965338	0.1139956	0.9880532	0.4633624	0.2214922	0.8181366	0.6945164	0.6482191	0.0002838	0.6948335	0.0507016	0.7353213	0.9296084	0.0414657	0.4173709	0.4624097	0.1098163	0.4973542	0.5120873	0.5824822	0.8073308	0.9295299	0.7047647	0.3085186	0.6298977	0.9624784	1.0582181	0.9150465	0.5237326	1.0358877	0.8943799	0.8191190	0.9682764	0.2394160	0.9725965	0.8128929	1.0098231
400	0.2483448	0.9613559	0.8133232	0.3844786	1.0233100	0.3701263	0.9484474	0.3528440	0.3246600	0.3811660	0.6628365	0.1317207	0.1062258	0.1727584	0.0575871	0.7749504	1.0977827	0.8023832	0.5777192	0.6556546	0.7895696	0.4575260	0.7450640	0.5250251	0.6776644	0.9945025	0.8068636	0.5785023	0.2989873	0.6721287	0.3543375	0.0486939	0.0012164	0.0162863	1.0005996	0.9557950	0.4259885	0.1721837	0.8675278	0.7776945	0.8510290	1.0294493	0.9466081	0.9532541	0.5554684	1.0142082	0.6734105	0.9548036	0.9445672	0.1856835	0.9066176	0.8415755	0.8751460	0.8217947	1.0269626	0.3731351	0.0982513	0.9143831	0.4692912	0.6890783	0.1562986	0.2653016	0.8033998	0.5414905	0.1240864	1.0436700	0.4425936	0.2401942	0.9704537	0.7062918	0.6527082	0.0000150	0.7321381	0.0670493	0.6777239	1.0260872	0.0483499	0.5324122	0.5091743	0.1418249	0.4768867	0.5516436	0.6096211	0.7870864	0.8199273	0.6151646	0.3476485	0.6925079	0.9997862	1.1023028	0.9787956	0.6057353	0.9740864	0.8971965	0.8034670	1.0311690	0.2522186	0.9167965	0.8410274	1.0064071
500	0.2390274	0.9029694	0.6859156	0.3861034	0.9610534	0.3406926	0.9610081	0.4062556	0.3577253	0.3388635	0.6280476	0.1876697	0.1101982	0.1492476	0.0655960	0.7967208	1.0315347	0.8338259	0.5140858	0.7800215	0.8389890	0.3684299	0.8651070	0.4060644	0.7065936	0.8980464	0.8718760	0.5829321	0.2930658	0.6866391	0.3562818	0.0548327	0.0005651	0.0217153	0.9728831	1.0218600	0.4482020	0.1699198	0.9264630	0.8210034	0.9127430	1.0101308	1.0436756	0.9446008	0.6624466	0.9637681	0.6678263	1.0356320	0.9431523	0.1935409	0.9523847	0.8131582	0.9255658	0.8817504	1.0792786	0.3791707	0.1088804	1.0031085	0.4472857	0.5769887	0.1306489	0.2797842	0.8125492	0.5966593	0.0881278	1.0289556	0.4455835	0.2116387	0.8832176	0.8145981	0.6297156	0.0009069	0.7807321	0.0493754	0.8828912	1.1268647	0.0285654	0.4173323	0.3826433	0.1054820	0.5040475	0.5275987	0.6073588	0.8115181	0.9224444	0.4586126	0.3770184	0.7003217	0.8477553	0.9425441	1.0387942	0.6534101	1.0440672	0.9159551	0.7721060	0.9554808	0.2630219	0.8898449	0.7855644	0.9979040
600	0.5959877	1.0638976	0.3784379	0.4919588	0.9100773	0.3371447	0.9316820	0.3362331	0.3741174	0.1897614	0.6813095	0.1549090	0.1104689	0.1453092	0.0600939	0.6701695	1.0376707	0.8429790	0.5138174	0.7606699	0.8060580	0.4607228	0.7049931	0.5244245	0.6793561	0.9644486	0.5573445	0.5816744	0.2509831	0.7381533	0.2853385	0.0462301	0.0201972	0.0266649	0.9692219	0.9563882	0.5150807	0.1790411	0.1230185	0.9684347	0.8144939	1.0309929	1.0453347	0.6137712	0.5991191	0.9974864	0.7436456	0.7525633	0.8887218	0.0987410	0.8156005	0.6904320	0.9664924	0.9895255	1.0901920	0.8109728	0.4039785	0.9316729	0.3613285	0.6199731	0.1505112	0.9738423	0.8306424	0.6348020	0.1111146	0.9919914	0.4867304	0.1735316	0.9155431	0.7544479	0.6281185	0.0039725	0.5750068	0.0302720	0.7448826	0.9815775	0.0396090	0.4297201	0.4160366	0.0979645	0.5041379	0.4977023	0.9277782	0.7138206	0.6786291	0.2821316	0.5770716	0.7114462	1.0230367	1.1085925	0.9704157	0.6702039	0.9338777	0.8334829	0.7390967	1.0843411	0.4166414	0.8988423	0.7482009	1.0300186
700	0.5605274	1.1107205	0.3735760	0.4296753	1.0207867	0.3542144	0.9019503	0.3629522	0.3559559	0.2178339	0.7880256	0.2003560	0.0881909	0.1613556	0.0532241	0.7656297	1.0036819	0.8476080	0.5516602	0.7584239	0.8042294	0.4345478	0.7651979	0.4232945	0.6980974	1.0465658	0.5388005	0.4681702	0.3061346	0.7834426	0.3698154	0.0418836	0.0599622	0.0304756	1.0195713	0.9394626	0.4662891	0.1693963	0.1161672	1.0286890	0.8290113	0.9843839	1.0802657	0.5391971	0.6585711	0.9913552	0.8037038	0.7570035	0.9595885	0.0599363	0.6956061	0.6691883	0.9579338	1.0584193	1.0877105	0.7511383	0.5160316	0.9280879	0.3887211	0.6225091	0.1831193	0.9797674	0.6279690	0.4890014	0.1037535	0.9801547	0.5029577	0.2407251	0.9723753	0.7198609	0.4909914	0.0086814	0.4577197	0.0653422	0.6839329	1.0384755	0.0359205	0.5541662	0.6077342	0.1264232	0.5956988	0.4380280	1.0540769	0.6442572	0.7085405	0.1799889	0.6560483	0.7422096	0.9665604	1.1254683	1.0218517	0.6680149	0.9103618	0.8124250	0.8295990	0.9759553	0.3400677	0.9685985	0.8444042	1.0403540
800	0.6713973	0.9311968	0.4504218	0.4299956	1.0676619	0.2826202	0.9290139	0.3368819	0.2907578	0.1721759	0.7287994	0.1371963	0.1194866	0.1191221	0.0824789	0.6940915	1.0414996	0.7643354	0.5491610	0.8585106	0.7939773	0.4206635	0.8113461	0.4495688	0.6664053	1.0689830	0.5710148	0.4411705	0.2976996	0.7981016	0.2623590	0.0477374	0.0354251	0.0501966	0.9673847	0.9773120	0.4826391	0.1918099	0.0579549	0.9250917	0.7783963	0.9717528	1.0633400	0.4746372	0.6322734	1.0347714	0.7920882	0.6896741	0.9268558	0.0473991	0.6894607	0.5773023	0.8138149	0.9487863	1.0192015	0.7266360	0.5088983	0.8741739	0.4332638	0.6957106	0.2718675	0.9590302	0.4684368	0.4256196	0.1044404	0.9891850	0.4635085	0.1994144	0.9086887	0.6901533	0.6735559	0.0023895	0.6568444	0.0361442	0.6779552	0.9274612	0.0483798	0.5975093	0.7378854	0.1548129	0.5788497	0.3769884	0.9925434	0.6076866	0.7161318	0.1602104	0.5595976	0.7660504	1.0251019	1.0772465	0.8784287	0.6235113	1.0121369	0.8234574	0.7704329	0.9845083	0.4146100	0.9834520	0.8538844	1.0253851
