"Time"	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100

0	0.6319229	0.9890804	0.4182170	0.5245359	1.0474072	0.3555645	1.0393579	0.3424043	0.4426687	0.2323588	0.7864318	0.1822888	0.1252349	0.2001877	0.0564556	0.6988096	1.0606599	0.8705912	0.7096807	0.8531213	0.9299224	0.4959039	0.7980338	0.4530521	0.7648386	1.0529162	0.5716854	0.4649987	0.3426049	0.7593871	0.2211498	0.0701634	0.0340273	0.0425512	0.9894937	1.0819896	0.4819225	0.1679909	0.0675438	0.9853339	0.5633684	1.1061952	0.9754591	0.4313024	0.6861718	0.9778220	0.6671102	0.7669509	0.8837726	0.0552816	0.8161844	0.6641465	1.0095868	0.9628119	0.9608887	0.6362107	0.5615941	0.9703732	0.5663272	0.5773625	0.5351540	0.9220103	0.4722693	0.3994863	0.1235940	1.0984695	0.4720182	0.2551304	0.8736015	0.8013862	0.5533227	0.0196642	0.6698479	0.0476750	0.5495016	1.0458983	0.0599457	0.8706491	0.8528300	0.1850523	0.5729785	0.4057380	1.0179312	0.6128648	0.8074371	0.1863169	0.6103451	0.6302382	0.9931450	0.9712636	0.8903632	0.6005528	1.0011986	0.8572223	0.7663239	0.9660168	0.4291608	1.0317879	0.8992721	1.0077155
100	0.4162937	1.0200592	0.6025183	0.4341265	0.9926494	0.3725262	0.9779966	0.3426840	0.3379233	0.2635289	0.6616111	0.1254150	0.0719325	0.1372186	0.0468100	0.7180527	0.9986591	0.8256828	0.6248610	0.8233576	0.8827755	0.3910861	0.7059422	0.4885149	0.5978905	0.9359454	0.7980072	0.5698468	0.3531994	0.7768216	0.2282723	0.0540956	0.0038278	0.0122300	0.9646228	0.9741504	0.5256726	0.1645159	0.6714157	0.8280340	0.6384719	0.9893787	1.0057123	0.7542213	0.6845037	0.9127038	0.7339250	0.9558427	0.8318073	0.0673915	0.9141997	0.7932823	0.9494237	0.9527468	0.9292363	0.4461556	0.3722191	1.0206833	0.3715445	0.6424490	0.6958058	0.4545278	0.5102294	0.3813656	0.1169916	1.0380179	0.4937732	0.2336828	0.9540163	0.6121220	0.5007590	0.0045844	0.5977730	0.0449305	0.4786964	0.9894295	0.0461447	0.8157465	0.8776917	0.2550237	0.5801326	0.3588818	0.7022111	0.7490017	0.8646488	0.2229290	0.4118100	0.6831198	0.9159571	1.0222233	0.9216488	0.4411538	1.0206722	0.8777513	0.6700549	0.9370387	0.3553238	0.9605622	0.9680669	0.9256765
200	0.2787082	0.9823779	0.7420576	0.4236331	1.0554410	0.3343440	0.8959399	0.3183552	0.3485712	0.3320547	0.5763020	0.1611253	0.1237719	0.1151688	0.0776400	0.7137970	0.9999114	0.8960743	0.5725246	0.8599558	0.7534277	0.4167460	0.7461726	0.4498404	0.5937781	0.9783284	0.9099700	0.5078964	0.3362192	0.7388718	0.3078605	0.0436874	0.0017339	0.0062451	1.0650427	0.9168265	0.4675647	0.1173863	0.7586960	0.7623053	0.7348151	0.9399336	1.1208987	0.9652105	0.6184239	0.9703340	0.6771150	0.8500818	0.8638984	0.1553394	0.9787453	0.8970852	0.8453495	0.8653066	1.0551502	0.3747160	0.1768203	0.9460438	0.3942672	0.5822954	0.3317997	0.1864353	0.7118779	0.5302727	0.1697797	0.9739185	0.4776168	0.2061791	0.9005585	0.5996258	0.6101392	0.0011498	0.5798966	0.0513228	0.7026838	1.0393713	0.0392706	0.6913385	0.6892613	0.1220172	0.5284320	0.4534387	0.5764223	0.7943810	0.8836713	0.3263875	0.2952759	0.5793859	0.9611138	1.0245331	0.9624421	0.4928644	1.0379427	0.9314535	0.7190364	1.0304886	0.2701791	0.8979688	0.7906519	0.8796334
300	0.1886956	1.0066412	0.6559641	0.4150470	0.9835245	0.2990338	0.8460824	0.3325854	0.2761673	0.3864407	0.5444041	0.1588043	0.0905681	0.1205625	0.0896740	0.7585549	0.9395177	0.9210707	0.5475837	0.8015394	0.7704250	0.3448599	0.7455507	0.4869798	0.6593098	1.0319122	0.7760809	0.4775933	0.2524414	0.7356576	0.3315233	0.0393477	0.0014875	0.0275429	0.9730287	0.9210483	0.4540110	0.1326014	0.7851336	0.8079782	0.7640221	1.0285270	1.1241982	1.0366312	0.6007954	1.0820390	0.7300748	0.9551241	0.9352860	0.1719994	0.9892823	0.9206485	0.9356397	0.8803591	1.0988551	0.3566973	0.1116153	0.9037789	0.4320120	0.7094796	0.1876279	0.2619414	0.7652535	0.5580594	0.1415630	1.0213554	0.4741659	0.2374821	0.8108851	0.6999767	0.6515095	0.0064442	0.7121989	0.0643171	0.7015116	0.9483171	0.0425251	0.4853176	0.4562613	0.1280129	0.4849010	0.4817458	0.5310485	0.8692007	0.8713181	0.6168862	0.2685423	0.6179370	0.8873828	1.0804635	0.9913407	0.5413083	0.9054726	0.8485127	0.8213395	0.8296319	0.2329157	0.9780915	0.8298935	1.0160627
400	0.2264895	0.9246206	0.7782439	0.3291161	1.0693340	0.3728525	1.0265045	0.4104809	0.3030041	0.3556705	0.5346442	0.1519430	0.1098364	0.1684564	0.0757570	0.7678142	1.0499649	0.8849635	0.5741183	0.7390797	0.7574175	0.4259881	0.7944490	0.4943391	0.6544987	0.9762782	0.8028816	0.4854924	0.2499530	0.7361684	0.3278746	0.0411857	0.0023263	0.0182123	1.0626069	0.9918056	0.3941630	0.1861325	0.8117405	0.8239402	0.8108450	0.9741618	0.9183263	0.8254281	0.5699625	0.9388244	0.6534734	0.9638453	0.9094102	0.1212890	0.8550511	0.8479184	0.9515873	0.8707131	0.9282848	0.3334266	0.1160522	0.9669689	0.4575986	0.6965466	0.1500672	0.2491388	0.7410801	0.5617528	0.0881716	0.9256567	0.4875042	0.2226494	0.8331337	0.7072400	0.6494698	0.0002868	0.6640487	0.0422882	0.6849663	0.9585166	0.0499568	0.5262525	0.5232840	0.1185558	0.4827640	0.5472519	0.6304577	0.8166032	0.8738761	0.6507381	0.2736384	0.6721138	0.8981116	0.9929937	1.0849576	0.6718145	0.9886137	0.9612210	0.8458968	0.9706303	0.2781810	0.9838362	0.8374698	1.0677154
500	0.2299712	1.0042832	0.7239086	0.3607324	0.9610366	0.3305782	0.9532645	0.3666046	0.2803791	0.3450508	0.6288564	0.1622206	0.1064369	0.1612100	0.0494703	0.6841877	1.0720880	0.7893046	0.5826810	0.7830849	0.8757832	0.4395395	0.7995838	0.4419211	0.6910578	0.8969524	0.7910896	0.5205882	0.2941194	0.6246794	0.3367248	0.0658874	0.0021678	0.0261202	0.9821048	0.9748197	0.4243363	0.1745084	0.9019420	0.7525219	0.9952043	0.9578572	1.0618697	1.0195669	0.5696966	1.0271968	0.6533070	1.0055914	0.8341069	0.2213435	0.8579658	0.8057669	0.8990314	0.8940841	0.9936330	0.3496979	0.1057592	1.0150045	0.4106928	0.6246188	0.1355850	0.3112427	0.8827013	0.6074111	0.1229401	1.1063992	0.4652244	0.2151037	0.8889339	0.8263853	0.6175199	0.0010036	0.7724469	0.0573147	0.7861639	1.0352695	0.0325446	0.4433225	0.3728582	0.1263698	0.4791143	0.5403891	0.6128014	0.7706202	0.8836279	0.4327212	0.3638798	0.6605711	0.8614030	0.9945535	1.0157690	0.6301308	1.1610668	0.9284516	0.7919168	0.9043306	0.2353809	0.9368859	0.8715444	1.0960017
600	0.4436327	1.1355467	0.4724929	0.4904689	1.0185042	0.3962027	0.9421638	0.3508723	0.3158171	0.3138881	0.7050977	0.2091257	0.1186949	0.1188648	0.0535753	0.7223830	1.0310324	0.8024090	0.4567013	0.6833449	0.8617359	0.4140073	0.7392138	0.4733889	0.6267757	0.9305276	0.6167104	0.5365848	0.3199318	0.7218779	0.3636815	0.0542164	0.0253257	0.0393805	1.0936926	0.9983611	0.5470548	0.1644564	0.3111006	0.9221718	0.8993061	1.1089956	0.9983209	0.7426225	0.6228110	1.1489267	0.7467224	0.8448906	0.8839276	0.1294169	0.8335829	0.8608750	1.0308894	0.8982078	1.0626277	0.6635241	0.3300808	0.9562294	0.3892044	0.6459751	0.1406153	0.7809965	0.8651279	0.6141396	0.1396765	1.0653679	0.5028925	0.1814304	0.8949437	0.8508572	0.5802448	0.0115932	0.7331282	0.0252774	0.6839340	1.0759506	0.0353190	0.5245657	0.3784950	0.0930788	0.4964321	0.5260643	0.8387575	0.7778981	0.6838139	0.3233241	0.5880937	0.7780446	0.9572741	1.0128054	1.0343973	0.7679919	0.9124788	0.8640401	0.8199209	1.0453244	0.3331859	0.8742417	0.9262713	1.0060229
700	0.5264474	1.1049447	0.4199729	0.4205861	1.0418119	0.4066271	0.9439369	0.3159744	0.4192950	0.2391877	0.7383505	0.2322019	0.0813233	0.1496193	0.0491567	0.7929561	1.1327132	0.7624659	0.4281395	0.7154667	0.7821442	0.3616933	0.6485389	0.4220296	0.7425021	1.0119024	0.4735041	0.4697264	0.3076358	0.8025601	0.3614512	0.0317594	0.0611467	0.0393566	1.0737860	0.9541020	0.5562428	0.1979022	0.1039468	1.0862132	0.8708469	0.9504219	1.0706028	0.5997549	0.6664078	1.0946451	0.7260504	0.7948659	0.8872306	0.0855447	0.7298613	0.7472799	1.0304419	0.9648594	1.0579943	0.6845767	0.4146312	0.9932026	0.3761659	0.6573396	0.1860941	0.9827701	0.6766423	0.6029141	0.1056471	1.1211779	0.4250702	0.2567038	0.9711972	0.7403897	0.5341708	0.0033430	0.5716875	0.0430161	0.7153309	1.0785108	0.0424716	0.4666988	0.5551882	0.1188265	0.5240997	0.4867238	0.9958243	0.5973948	0.6993521	0.2363521	0.6115290	0.8173570	0.9876832	1.0053364	0.9540372	0.6817529	0.9758665	0.7886951	0.7752397	1.0567744	0.4081260	0.9877618	0.7767226	0.9967504
800	0.7087816	0.9367184	0.3915963	0.4263984	1.0870690	0.2998820	0.8733882	0.2693739	0.3513520	0.2046744	0.7208127	0.2290051	0.1167851	0.1340640	0.0687286	0.7023325	1.0422168	0.8222026	0.6198863	0.8166906	0.7726034	0.4022133	0.7662679	0.4962315	0.6372739	1.0313606	0.5862970	0.3987680	0.3650708	0.8100370	0.3169719	0.0582013	0.0371446	0.0552401	0.8975191	0.9198098	0.4658103	0.1640348	0.0864972	0.8376047	0.7500168	0.9997131	1.0186288	0.4820288	0.6745022	1.0454557	0.8347293	0.7135997	0.9684064	0.0547306	0.7444398	0.6561618	0.8326513	1.0127669	1.0082978	0.7473095	0.4880623	0.8509625	0.4316478	0.5309704	0.2184137	0.9779019	0.4649000	0.4961673	0.1413817	1.0195954	0.4640511	0.2118148	0.8988906	0.7243308	0.5903421	0.0027061	0.5244915	0.0405202	0.6532599	1.0098576	0.0367829	0.6191351	0.6041831	0.1488003	0.5924145	0.4146182	0.9837786	0.6773422	0.7785884	0.1744498	0.6900291	0.7936382	1.1004120	1.0261096	0.9568401	0.5977673	0.9988109	0.7962472	0.7698963	0.9528996	0.4022053	1.0223711	0.8149089	0.9668981
