G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	
G1	0.555744	0.000000	0.000000	0.000000	0.133292	0.000000	0.000000	0.119616	0.000000	0.000000	0.000000	0.000000	0.000000	0.191878	0.000000	0.122794	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.124530	0.000000	-0.279214	0.112250	0.000000	0.300856	0.000000	-0.131595	0.000000	0.000000	-0.092046	0.000000	0.000000	0.136377	0.073574	0.000000	0.000000	0.000000	0.067601	0.000000	0.000000	0.123707	0.000000	0.000000	-0.117741	0.000000	0.000000	0.000000	-0.193609	0.116850	0.214742	0.000000	0.180603	0.000000	0.000000	0.102257	0.312318	0.000000	-0.340701	0.000000	0.000000	-0.102631	-0.101312	0.000000	0.000000	0.000000	0.000000	-0.293331	0.000000	0.000000	0.000000	0.000000	0.074700	0.142440	0.000000	-0.229588	0.000000	0.000000	0.000000	-0.188234	0.000000	0.000000	0.000000	-0.159647	0.000000	0.000000	0.000000	0.094494	0.000000	0.123810	-0.081083	-0.236317	0.000000	0.000000	-0.042827	0.000000	0.000000	
G2	0.000000	0.768283	0.130413	0.000000	0.000000	0.050094	0.000000	0.000000	0.000000	-0.321830	0.000000	0.000000	0.000000	0.000000	0.159676	0.000000	0.000000	-0.090815	0.000000	0.108420	0.000000	0.000000	-0.286190	0.000000	0.000000	0.000000	0.000000	0.000000	-0.288421	0.000000	0.000000	0.000000	0.170756	-0.200591	0.086608	-0.154915	0.000000	-0.148275	0.000000	0.142773	0.170408	0.000000	0.000000	0.000000	-0.154744	0.000000	0.000000	-0.111108	-0.206760	0.000000	0.000000	0.000000	-0.106758	0.000000	0.000000	-0.079524	0.000000	0.166082	0.150723	0.000000	0.000000	0.000000	0.164214	0.183363	0.000000	-0.049533	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.110670	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.099862	-0.135651	0.000000	0.000000	-0.258000	0.000000	0.000000	0.000000	0.000000	0.000000	0.094185	0.000000	0.118402	0.000000	0.000000	0.073586	0.214848	-0.093886	0.134581	0.000000	
G3	0.000000	0.000000	0.758066	-0.168828	-0.023002	0.197789	0.000000	0.000000	0.000000	-0.048430	0.000000	-0.120664	0.124596	0.000000	0.000000	0.000000	0.000000	0.108768	0.147283	0.000000	0.000000	0.000000	0.000000	0.000000	-0.239606	0.000000	0.000000	0.000000	0.000000	0.000000	-0.056543	-0.084924	0.000000	0.000000	0.000000	0.058648	0.044929	0.000000	0.178060	0.000000	0.097677	0.000000	0.000000	-0.178496	0.096130	0.000000	0.000000	0.000000	0.000000	-0.102775	0.140823	0.000000	-0.167902	-0.234617	0.000000	-0.076786	0.000000	0.000000	0.000000	0.000000	0.000000	0.266324	0.000000	-0.256995	0.000000	0.000000	0.000000	-0.047356	-0.128146	0.000000	-0.129593	0.000000	0.154241	0.000000	0.000000	0.000000	0.000000	-0.079324	-0.103482	0.000000	0.000000	-0.126983	0.000000	-0.160884	0.000000	0.000000	-0.108273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.016132	0.000000	-0.065337	
G4	-0.171309	0.000000	0.160963	0.779573	-0.248546	-0.097801	0.000000	0.000000	0.000000	-0.068184	0.000000	0.180871	0.215480	0.000000	0.000000	0.115191	0.000000	-0.125604	0.000000	0.000000	0.121339	-0.213408	0.000000	-0.258514	-0.301309	0.000000	0.130949	0.000000	0.165992	0.000000	-0.124362	0.000000	0.000000	0.000000	0.000000	0.096945	0.000000	-0.259346	0.000000	0.000000	0.000000	0.032642	0.000000	0.000000	0.000000	0.000000	0.083227	0.000000	-0.111896	0.185325	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.212462	0.000000	0.104430	0.000000	0.000000	0.000000	0.000000	0.098584	0.000000	-0.106532	0.000000	0.000000	0.000000	0.098870	0.000000	0.000000	0.000000	0.000000	-0.172529	-0.096819	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.111371	0.000000	0.000000	-0.299826	0.000000	0.079514	0.000000	0.064171	0.000000	0.000000	0.000000	0.000000	0.000000	-0.142863	0.072026	0.000000	
G5	0.000000	0.000000	0.041755	0.016988	0.062034	-0.312269	0.022834	0.000000	0.000000	-0.006250	-0.114759	0.000000	-0.202469	-0.305370	-0.483948	0.000000	0.000000	0.000000	-0.152346	0.000000	0.035856	0.024409	0.000000	0.000000	0.000000	0.000000	0.000000	0.014048	0.000000	0.000000	-0.024804	0.027202	-0.046226	0.000000	0.000000	0.000000	0.000000	0.092134	0.060757	0.000000	-0.003361	0.000000	0.000000	0.032606	0.000000	0.000000	0.000000	0.000000	0.000000	-0.063323	0.000000	0.000000	-0.032481	-0.046133	0.000000	-0.004924	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.016718	0.024418	0.000000	0.000000	-0.037833	0.000000	0.000000	0.000000	-0.033568	0.008418	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.024336	0.000000	0.025149	0.000000	0.000000	0.063660	0.000000	0.000000	0.000000	0.000000	0.016061	0.000000	-0.024835	0.000000	0.000000	-0.038570	0.000000	0.000000	0.000000	
G6	0.000000	0.000000	0.000000	0.335935	0.000000	0.139748	-0.117596	0.000000	0.000000	0.172217	0.000000	0.000000	0.000000	0.000000	0.000000	0.222777	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.221495	0.213828	-0.041702	0.000000	0.000000	-0.075627	0.000000	0.000000	0.122161	0.000000	0.000000	0.000000	0.000000	-0.083406	0.000000	0.153704	0.000000	0.000000	0.000000	0.055336	0.000000	0.000000	-0.136075	0.000000	-0.073687	0.000000	0.158282	0.000000	-0.136183	0.123125	0.122266	0.000000	-0.121707	0.000000	-0.185203	0.205584	-0.176328	-0.135163	0.000000	0.000000	0.000000	0.000000	0.177610	0.000000	0.000000	0.080090	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.097248	0.000000	0.000000	0.147041	0.000000	-0.169310	-0.124326	0.241844	0.000000	-0.105307	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.081803	-0.197493	-0.211874	0.135375	0.000000	0.000000	
G7	0.000000	0.000000	-0.159582	0.000000	-0.248409	0.147683	0.496555	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.164837	0.000000	0.000000	0.118470	0.000000	0.000000	0.000000	-0.147182	-0.146620	-0.163137	0.000000	0.000000	0.000000	0.000000	-0.157329	0.190679	0.000000	0.263990	-0.116796	0.000000	0.000000	0.000000	-0.084551	0.000000	0.000000	0.000000	-0.117697	0.098123	-0.102968	-0.103707	-0.127314	0.000000	0.145755	0.000000	0.000000	0.000000	-0.069585	0.116658	0.000000	-0.144588	0.000000	0.000000	0.000000	0.126279	0.000000	0.000000	0.186679	0.114479	0.115908	0.000000	0.000000	0.000000	0.112349	0.000000	-0.089774	0.000000	0.000000	0.143053	0.193121	0.000000	0.000000	0.000000	0.000000	0.102211	0.000000	0.000000	0.000000	-0.173918	0.350086	0.000000	0.000000	0.000000	0.000000	0.000000	0.025404	0.000000	0.000000	0.000000	0.000000	-0.212362	0.000000	0.000000	0.000000	0.000000	0.000000	
G8	-0.293150	0.000000	-0.082282	0.000000	-0.029204	0.000000	0.000000	0.786673	0.000000	0.000000	-0.104952	0.121935	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.044342	-0.229286	-0.077318	0.083107	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.079473	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.113398	0.081953	0.000000	0.054263	0.000000	0.000000	0.083949	-0.184358	0.065840	0.000000	-0.120268	0.058164	0.000000	0.203791	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.125730	0.000000	0.000000	-0.139205	0.000000	0.000000	0.000000	0.122202	-0.168258	0.074247	0.000000	0.000000	-0.088850	0.000000	0.157104	0.000000	-0.129061	0.000000	0.000000	0.000000	-0.108739	0.105376	-0.261443	-0.191936	-0.105741	0.000000	0.000000	-0.069154	-0.092569	0.000000	0.000000	0.000000	-0.119821	0.000000	0.000000	
G9	0.000000	0.230404	0.000000	0.000000	-0.139267	0.000000	0.105895	-0.157693	0.186070	-0.138921	0.000000	0.000000	0.000000	0.000000	0.000000	0.144653	-0.113563	0.000000	0.000000	0.000000	0.000000	0.116834	0.000000	0.220277	0.000000	-0.157583	-0.120573	0.000000	0.000000	0.139063	0.000000	-0.125831	0.000000	0.000000	0.000000	0.000000	-0.144844	-0.153893	-0.182602	0.000000	0.000000	0.000000	0.000000	0.179659	0.000000	0.000000	0.000000	0.108089	0.000000	-0.210818	0.000000	0.000000	0.000000	0.000000	0.000000	0.205706	0.000000	-0.150860	0.000000	0.000000	0.000000	-0.299630	0.164594	0.000000	0.161887	0.079904	0.168265	0.000000	0.000000	0.000000	-0.208177	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.196272	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.145344	0.000000	0.000000	0.000000	0.115175	0.000000	-0.125446	0.000000	0.092711	0.000000	0.118687	-0.153164	-0.084566	0.000000	
G10	0.092348	-0.105915	0.090304	0.000000	0.000000	0.000000	-0.065261	0.095275	0.000000	0.500421	0.000000	0.000000	0.107340	0.000000	0.000000	0.000000	0.193068	0.066779	0.000000	0.000000	0.000000	0.000000	0.000000	0.091705	0.000000	-0.105954	0.128724	0.000000	-0.169010	0.000000	0.144025	0.000000	0.000000	0.000000	0.000000	-0.185616	0.000000	-0.180020	0.000000	0.000000	0.000000	0.000000	0.161241	0.000000	-0.071899	-0.135703	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116305	0.096396	0.000000	-0.126449	0.067955	0.000000	0.000000	0.094065	0.000000	-0.206087	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.166899	-0.040764	0.000000	-0.170039	0.167810	0.000000	0.000000	0.000000	0.000000	-0.425888	0.155035	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.130254	0.130841	0.000000	0.000000	0.068700	0.000000	0.000000	-0.060029	-0.056124	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
