G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	
G1	0.567846	0.000000	0.000000	0.000000	0.079457	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.202242	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102106	0.000000	-0.242064	0.101290	0.000000	0.276843	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.125973	0.119284	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.108824	0.000000	0.000000	-0.100284	0.000000	0.000000	0.000000	-0.205114	0.098371	0.233574	0.000000	0.134200	0.000000	0.000000	0.000000	0.326635	0.000000	-0.368312	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.304348	0.000000	0.000000	0.000000	0.000000	0.076790	0.175623	0.000000	-0.141496	0.000000	0.000000	0.000000	-0.190484	0.000000	0.000000	0.000000	-0.186366	0.000000	0.000000	0.000000	0.086017	0.000000	0.080423	0.000000	-0.264920	0.000000	0.000000	0.000000	0.000000	0.000000	
G2	0.000000	0.753762	0.181647	0.000000	0.000000	0.084725	0.000000	0.000000	0.000000	-0.333895	0.000000	0.000000	0.000000	0.000000	0.159511	0.000000	0.000000	-0.100884	0.000000	0.188455	0.000000	0.000000	-0.290461	0.000000	0.000000	0.000000	0.000000	0.000000	-0.256994	0.000000	0.000000	0.000000	0.163597	-0.134766	0.113526	-0.149101	0.000000	-0.213766	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.158736	0.000000	0.000000	0.000000	-0.209616	0.000000	0.000000	0.000000	-0.104847	0.000000	0.000000	0.000000	0.000000	0.000000	0.174204	0.000000	0.000000	0.000000	0.175009	0.222446	0.000000	-0.060736	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.134200	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.241853	0.000000	0.000000	0.000000	0.000000	0.000000	0.092554	0.000000	0.000000	0.000000	0.000000	0.092534	0.230735	0.000000	0.000000	0.000000	
G3	0.000000	0.000000	0.754298	-0.170840	-0.054252	0.262162	0.000000	0.000000	0.000000	-0.070963	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.109709	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.238251	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.053334	0.000000	0.000000	0.208795	0.000000	0.090358	0.000000	0.000000	-0.180226	0.085253	0.000000	0.000000	0.000000	0.000000	0.000000	0.130524	0.000000	-0.148069	-0.247553	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.254184	0.000000	-0.271364	0.000000	0.000000	0.000000	0.000000	-0.120298	0.000000	-0.144294	0.000000	0.127048	0.000000	0.000000	0.000000	0.000000	0.000000	-0.124969	0.000000	0.000000	-0.166880	0.000000	-0.157415	0.000000	0.000000	-0.087053	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.023078	0.000000	-0.074373	
G4	-0.169764	0.000000	0.133160	0.829140	-0.217804	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.151071	0.204025	0.000000	0.000000	0.092954	0.000000	-0.121233	0.000000	0.000000	0.139533	-0.188607	0.000000	-0.220360	-0.257755	0.000000	0.100057	0.000000	0.215245	0.000000	-0.101257	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.199207	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.083097	0.000000	0.000000	0.180973	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.173475	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.086860	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.183486	-0.126565	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.292661	0.000000	0.000000	0.000000	0.081374	0.000000	0.000000	0.000000	0.000000	0.000000	-0.129992	0.077043	0.000000	
G5	0.000000	0.000000	0.038840	0.014771	0.054192	-0.341720	0.019455	0.000000	0.000000	-0.015528	-0.108366	0.000000	-0.162811	-0.341441	-0.536600	0.000000	0.000000	0.000000	0.000000	0.000000	0.041771	0.011945	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013381	0.029222	-0.058911	0.000000	0.000000	0.000000	0.000000	0.118469	0.000000	0.000000	-0.018680	0.000000	0.000000	0.022314	0.000000	0.000000	0.000000	0.000000	0.000000	-0.062479	0.000000	0.000000	-0.031775	0.000000	0.000000	-0.020883	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.020743	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.013645	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.041143	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.025658	0.000000	0.000000	-0.053910	0.000000	0.000000	0.000000	
G6	0.000000	0.000000	0.000000	0.311530	0.000000	0.232606	-0.098949	0.000000	0.000000	0.161233	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.199227	0.188207	-0.083213	0.000000	0.000000	0.000000	0.000000	0.000000	0.101820	0.000000	0.000000	0.000000	0.000000	-0.084746	0.000000	0.131259	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.125396	0.000000	0.000000	0.000000	0.169929	0.000000	-0.109271	0.129816	0.000000	0.000000	-0.126861	0.000000	-0.181084	0.206480	0.000000	-0.158159	0.000000	0.000000	0.000000	0.000000	0.159279	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.121753	0.000000	0.000000	0.000000	0.000000	-0.131288	0.000000	0.252584	0.000000	-0.098472	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.179003	-0.204474	0.137788	0.000000	0.000000	
G7	0.000000	0.000000	-0.181518	0.000000	-0.229942	0.175930	0.502677	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.176307	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.192449	0.000000	-0.184040	0.000000	0.000000	0.000000	0.000000	-0.185899	0.152501	0.000000	0.229744	-0.129758	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.108967	0.074564	0.000000	-0.100723	-0.091470	0.000000	0.141002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.151148	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.187971	0.079866	0.000000	0.000000	0.000000	0.000000	0.128516	0.000000	0.000000	0.000000	0.000000	0.218829	0.000000	0.000000	0.000000	0.000000	0.000000	0.100817	0.000000	0.000000	0.000000	-0.165873	0.323121	0.000000	0.000000	0.000000	0.000000	0.000000	0.073223	0.000000	0.000000	0.000000	0.000000	-0.198710	0.000000	0.000000	0.000000	0.000000	0.000000	
G8	-0.269779	0.000000	-0.067074	0.000000	-0.023328	0.000000	0.000000	0.816461	0.000000	0.000000	0.000000	0.109304	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.067000	-0.226152	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.093914	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.092705	0.064009	0.000000	0.000000	0.000000	0.000000	0.000000	-0.173625	0.066754	0.000000	-0.112172	0.079917	0.000000	0.225355	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.123813	0.000000	0.000000	-0.137927	0.000000	0.000000	0.000000	0.128773	-0.162231	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.134885	0.000000	0.000000	0.000000	-0.121316	0.000000	-0.188557	-0.180486	-0.106944	0.000000	0.000000	-0.085391	0.000000	0.000000	0.000000	0.000000	-0.107469	0.000000	0.000000	
G9	0.000000	0.220027	0.000000	0.000000	-0.108722	0.000000	0.000000	0.000000	0.181578	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.128623	0.000000	0.000000	0.000000	0.000000	0.000000	0.153619	0.000000	0.231637	0.000000	-0.101437	-0.118712	0.000000	0.000000	0.146016	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116309	0.000000	-0.199411	0.000000	0.000000	0.000000	0.000000	0.134320	0.000000	0.000000	0.000000	0.123646	0.000000	-0.142635	0.000000	0.000000	0.000000	0.000000	0.000000	0.216541	0.000000	-0.190816	0.000000	0.000000	0.000000	-0.293872	0.135779	0.000000	0.000000	0.000000	0.120323	0.000000	0.000000	0.000000	-0.182799	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.149545	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.105929	0.000000	0.000000	0.100025	0.173422	-0.113297	-0.142635	0.000000	
G10	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.053246	0.130638	0.000000	0.536755	0.000000	0.000000	0.097263	0.000000	0.000000	0.000000	0.163374	0.064118	0.000000	0.000000	0.000000	0.000000	0.000000	0.123759	0.000000	0.000000	0.000000	0.000000	-0.194399	0.000000	0.167593	0.000000	0.000000	0.000000	0.000000	-0.178316	0.000000	-0.171718	0.000000	0.000000	0.000000	0.000000	0.110212	0.000000	0.000000	-0.131690	0.000000	0.000000	0.000000	0.000000	0.000000	-0.094625	0.000000	0.000000	-0.076881	0.000000	0.000000	0.000000	0.000000	0.000000	-0.165526	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.171191	-0.063820	0.000000	-0.214705	0.204134	0.000000	0.000000	0.000000	0.000000	-0.434767	0.201479	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.122541	0.136280	0.000000	0.000000	0.086253	0.000000	0.000000	-0.090050	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
