G10	G7	0.212939
G4	G6	0.203816
G6	G4	0.173240
G4	G9	0.165710
G2	G1	0.146848
G7	G10	0.136372
G5	G6	0.127546
G5	G8	0.119502
G1	G2	0.118391
G1	G8	0.112369
G9	G4	0.109699
G6	G5	0.108571
G10	G9	0.103598
G5	G10	0.100892
G8	G5	0.099170
G2	G9	0.097630
G9	G10	0.097225
G6	G2	0.096917
G10	G5	0.096689
G7	G4	0.092299
G6	G8	0.091491
G8	G2	0.087398
G4	G7	0.085935
G10	G3	0.082596
G3	G5	0.081221
G5	G3	0.081163
G9	G3	0.078071
G2	G8	0.077870
G8	G1	0.077418
G6	G1	0.076862
G7	G3	0.074511
G5	G9	0.073445
G9	G7	0.072668
G1	G3	0.072545
G10	G8	0.069253
G8	G10	0.066621
G3	G1	0.065060
G1	G6	0.062235
G10	G4	0.058769
G5	G2	0.058693
G2	G3	0.058627
G5	G7	0.056942
G2	G6	0.056739
G1	G4	0.056564
G10	G2	0.055978
G4	G1	0.055581
G8	G6	0.054940
G8	G7	0.052534
G4	G10	0.052413
G9	G2	0.051958
G9	G1	0.051006
G4	G5	0.050761
G4	G3	0.050570
G8	G3	0.049594
G7	G8	0.049013
G10	G1	0.048824
G9	G5	0.048413
G4	G2	0.047846
G5	G4	0.047527
G2	G10	0.046227
G7	G1	0.045736
G6	G3	0.045288
G1	G5	0.045178
G3	G2	0.044883
G2	G5	0.044798
G1	G10	0.044465
G7	G6	0.044385
G7	G5	0.044368
G3	G7	0.043586
G6	G10	0.043366
G6	G7	0.043162
G10	G6	0.043101
G1	G9	0.042657
G2	G4	0.042602
G1	G7	0.042082
G3	G9	0.040422
G3	G4	0.039245
G3	G8	0.039119
G3	G10	0.038131
G7	G9	0.037034
G3	G6	0.035359
G4	G8	0.034971
G9	G8	0.034501
G9	G6	0.032693
G5	G1	0.032671
G2	G7	0.032535
G8	G9	0.029878
G8	G4	0.029745
G7	G2	0.029208
G6	G9	0.027360
