G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	
G1	0.539162	0.000000	0.000000	0.000000	0.121245	0.000000	0.000000	0.136896	0.000000	0.062356	0.000000	0.000000	0.000000	0.166921	0.000000	0.128917	0.000000	0.101576	0.000000	0.000000	0.000000	0.000000	0.000000	-0.133415	0.000000	-0.285648	0.106771	0.000000	0.283345	0.000000	-0.154268	0.000000	0.000000	-0.112876	0.000000	0.000000	0.146312	0.036352	0.000000	0.000000	0.000000	0.062825	0.000000	0.000000	0.134009	-0.089262	0.000000	-0.089660	0.000000	0.000000	0.000000	-0.172686	0.106863	0.209895	0.000000	0.167778	0.000000	0.000000	0.062788	0.283651	0.000000	-0.355457	0.000000	0.000000	-0.128147	-0.137884	0.061974	0.000000	0.000000	0.000000	-0.337061	0.000000	0.000000	0.000000	0.000000	0.063793	0.113177	-0.093614	-0.268895	0.134267	0.000000	0.000000	-0.233192	0.055370	0.000000	0.000000	-0.164730	0.000000	0.148958	0.075937	0.076907	0.000000	0.121681	-0.100802	-0.236735	0.000000	0.000000	-0.038270	0.000000	0.000000	
G2	0.000000	0.774062	0.114664	-0.074673	0.000000	0.047964	-0.061934	0.000000	0.000000	-0.327817	0.000000	0.000000	0.000000	0.000000	0.146715	-0.102640	0.000000	-0.109301	0.000000	0.113504	0.123758	0.000000	-0.287134	0.000000	0.115132	0.000000	0.000000	0.000000	-0.264444	0.110193	0.000000	0.000000	0.181552	-0.165725	0.059473	-0.149879	0.000000	-0.179496	0.000000	0.144396	0.188261	0.000000	0.000000	0.000000	-0.151338	0.000000	0.058297	-0.109031	-0.205479	0.000000	0.000000	0.000000	-0.098793	-0.082325	0.000000	-0.097058	0.000000	0.173539	0.150215	0.000000	0.000000	0.000000	0.157027	0.194427	0.000000	-0.047172	-0.092571	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.080812	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.087498	-0.173993	0.000000	0.000000	-0.259246	0.000000	0.000000	0.000000	0.000000	0.000000	0.096962	0.000000	0.126599	0.000000	0.000000	0.125586	0.185202	-0.069033	0.128902	0.000000	
G3	0.000000	0.000000	0.783060	-0.183525	-0.004832	0.217880	0.031934	-0.070145	0.000000	-0.062838	0.000000	-0.098612	0.127056	0.000000	0.000000	0.000000	0.000000	0.119457	0.178629	0.000000	0.000000	0.000000	0.000000	0.000000	-0.248979	0.000000	0.000000	0.000000	0.000000	-0.043109	-0.045398	-0.117439	0.000000	0.000000	0.000000	0.076324	0.060281	0.000000	0.192991	0.000000	0.118908	0.000000	0.000000	-0.162387	0.107435	0.000000	0.000000	0.000000	-0.046223	-0.112638	0.133950	0.000000	-0.151211	-0.210458	0.000000	-0.082285	0.000000	0.000000	0.000000	0.000000	0.000000	0.227212	0.000000	-0.253733	0.000000	0.052829	0.000000	-0.039238	-0.104392	0.000000	-0.134219	0.093851	0.137679	0.000000	0.000000	0.000000	0.000000	-0.077064	-0.091583	0.000000	0.000000	-0.108504	0.000000	-0.170156	0.000000	0.000000	-0.111196	0.000000	0.000000	0.000000	0.000000	0.000000	0.035781	0.000000	0.000000	-0.048098	-0.082726	0.004476	0.000000	-0.084820	
G4	-0.160037	0.000000	0.184699	0.776819	-0.241383	-0.127027	-0.074856	0.000000	0.000000	-0.060962	0.000000	0.165739	0.194121	0.000000	0.000000	0.113145	0.079354	-0.144421	0.000000	0.000000	0.129227	-0.208970	0.000000	-0.266203	-0.253832	0.000000	0.136632	0.000000	0.175023	0.000000	-0.107190	0.000000	0.000000	0.000000	0.000000	0.090709	0.000000	-0.231107	0.000000	0.000000	0.000000	0.057377	0.086998	-0.123653	0.000000	0.000000	0.099238	0.000000	-0.107985	0.183140	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.224350	0.000000	0.122422	0.000000	0.000000	0.079741	0.000000	0.108575	0.000000	-0.128090	0.000000	0.000000	0.000000	0.109628	0.000000	0.000000	0.000000	-0.080649	-0.144234	-0.109087	0.000000	0.000000	0.000000	0.000000	0.000000	-0.068268	0.000000	0.000000	-0.109227	-0.094992	0.000000	-0.313699	0.000000	0.078690	0.000000	0.062272	0.000000	0.000000	-0.052374	0.000000	0.000000	-0.121020	0.083951	0.000000	
G5	0.000000	0.000000	0.050629	0.049756	0.088294	-0.291587	0.029726	0.000000	0.000000	-0.005118	-0.112437	0.000000	-0.213304	-0.286958	-0.455846	0.000000	0.000000	0.000000	-0.152317	0.000000	0.039932	0.014893	0.000000	0.000000	0.000000	0.000000	-0.010601	0.031378	0.000000	-0.027876	-0.024332	0.003704	-0.031296	0.000000	0.007904	-0.043592	-0.020053	0.082257	0.054672	0.000000	-0.007516	0.000000	0.000000	0.045718	0.000000	0.000000	-0.019011	0.000000	0.000000	-0.056254	0.016892	0.000000	-0.016219	0.000000	0.000000	0.011187	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.024301	0.024399	0.000000	0.000000	-0.025409	0.000000	0.000000	0.000000	-0.055063	-0.057198	0.000000	0.000000	0.000000	-0.040013	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.012608	0.031634	0.000000	0.000000	0.065370	0.025419	0.000000	-0.012912	0.000000	0.032372	0.000000	-0.035600	0.000000	0.000000	-0.035949	0.000000	0.000000	0.000000	
G6	0.000000	0.000000	0.116086	0.342457	0.000000	0.180493	-0.143511	0.000000	0.000000	0.157453	0.000000	0.000000	0.000000	0.000000	0.000000	0.202202	0.000000	0.000000	0.000000	0.000000	0.000000	0.102907	-0.207288	0.172716	-0.058401	0.000000	0.000000	-0.086719	0.000000	0.000000	0.072471	0.000000	0.000000	-0.083828	0.000000	-0.076515	0.000000	0.169995	0.000000	0.000000	0.000000	0.056195	0.077801	0.000000	-0.164843	0.000000	0.000000	0.000000	0.110172	0.000000	-0.147218	0.154939	0.103165	0.000000	-0.144144	0.000000	-0.182486	0.176709	-0.167138	-0.130757	0.102196	0.000000	0.000000	0.000000	0.171848	-0.060761	0.000000	0.069791	0.000000	0.000000	0.000000	0.000000	0.000000	0.145655	0.000000	-0.103147	0.000000	0.000000	0.105628	0.000000	-0.174770	-0.159070	0.261767	-0.131605	-0.133577	0.000000	0.000000	0.000000	-0.134549	0.000000	0.000000	0.000000	0.000000	0.034777	-0.138860	-0.192396	-0.226351	0.133525	0.000000	0.000000	
G7	0.000000	0.000000	-0.156138	0.000000	-0.232502	0.166677	0.489131	0.080186	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.160669	0.000000	0.000000	0.130158	0.000000	0.000000	-0.098500	-0.168208	-0.143671	-0.136230	0.000000	0.000000	0.000000	0.000000	-0.173417	0.174965	0.000000	0.288444	-0.118989	0.035567	0.000000	0.000000	-0.088435	0.000000	0.000000	0.000000	-0.127905	0.109532	-0.124643	-0.117153	-0.167458	0.000000	0.146804	0.000000	0.000000	0.071258	-0.060013	0.112437	0.000000	-0.152322	0.000000	0.000000	0.000000	0.128779	0.000000	0.000000	0.211597	0.123045	0.122024	0.000000	0.000000	0.000000	0.125207	0.000000	-0.097108	0.000000	0.000000	0.144586	0.197245	0.000000	0.000000	0.000000	0.000000	0.100436	0.000000	0.000000	0.000000	-0.173827	0.339981	0.000000	0.000000	-0.101260	0.152184	0.000000	0.026392	0.000000	0.000000	0.000000	0.000000	-0.196602	-0.099998	-0.131182	0.048800	0.000000	0.000000	
G8	-0.266831	0.000000	-0.033591	0.000000	0.017906	0.095168	0.000000	0.759719	0.000000	-0.104349	-0.105964	0.131915	0.000000	0.000000	0.000000	0.000000	0.000000	-0.042023	0.000000	0.000000	0.000000	0.000000	0.000000	-0.077905	0.000000	0.025991	-0.218448	-0.076608	0.098519	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.090737	0.000000	0.085161	-0.141766	0.000000	0.081267	0.000000	0.000000	0.128707	0.077832	0.000000	0.074371	0.000000	0.000000	0.098298	-0.174421	0.068492	0.000000	-0.109035	0.071436	0.000000	0.214818	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.126281	0.000000	0.000000	-0.125444	0.000000	0.000000	0.000000	0.142611	-0.156781	0.054369	0.000000	0.000000	-0.058213	0.000000	0.154795	0.000000	-0.121485	0.000000	-0.105989	0.000000	-0.111033	0.129659	-0.225537	-0.184553	-0.123414	0.000000	0.000000	-0.031204	-0.090098	0.000000	0.000000	-0.061950	-0.114945	0.000000	0.000000	
G9	0.000000	0.235793	0.000000	0.000000	-0.111233	0.000000	0.100861	-0.137263	0.151608	-0.143731	0.000000	0.000000	0.150783	0.000000	-0.090946	0.139413	-0.118647	0.000000	0.000000	0.000000	0.000000	0.089119	0.000000	0.182370	0.000000	-0.156337	-0.144640	0.000000	0.000000	0.143280	0.000000	-0.147885	0.000000	0.000000	0.000000	0.000000	-0.171180	-0.195992	-0.247919	0.000000	0.000000	0.000000	0.000000	0.163517	0.049536	0.000000	0.000000	0.090051	0.000000	-0.234186	0.086687	0.000000	-0.063654	0.000000	0.000000	0.200616	0.000000	-0.157666	0.000000	0.000000	0.000000	-0.266530	0.161983	0.000000	0.193986	0.084393	0.149067	0.000000	0.000000	0.000000	-0.222612	0.000000	0.000000	0.000000	-0.080148	0.000000	0.000000	0.000000	0.192216	0.000000	0.000000	0.000000	0.000000	-0.106147	-0.083764	0.000000	0.094570	0.000000	0.000000	0.000000	0.116143	0.000000	-0.132663	0.000000	0.125146	0.066099	0.132872	-0.135475	-0.071444	0.000000	
G10	0.077291	-0.080093	0.106638	0.000000	0.000000	0.000000	-0.060972	0.105147	0.000000	0.523254	0.000000	0.000000	0.138301	0.000000	0.000000	0.000000	0.205479	0.065942	0.000000	0.000000	0.000000	0.000000	0.000000	0.084788	-0.100704	-0.110608	0.126413	0.000000	-0.174881	0.000000	0.117655	0.000000	-0.054520	0.000000	0.000000	-0.170028	0.000000	-0.143271	-0.052275	0.000000	0.060791	0.000000	0.169069	-0.027858	-0.068192	-0.149562	0.000000	0.000000	0.000000	0.000000	0.000000	-0.131312	0.078437	0.000000	-0.130376	0.075202	0.000000	0.000000	0.124032	0.000000	-0.188698	0.000000	0.046596	0.000000	0.000000	0.000000	0.000000	-0.170182	-0.040137	0.000000	-0.161498	0.190918	0.000000	0.000000	0.000000	0.000000	-0.410303	0.161088	0.000000	0.000000	-0.052177	0.000000	-0.039378	0.000000	0.000000	-0.134862	0.134837	0.000000	0.000000	0.077443	0.000000	0.000000	-0.047034	-0.054270	0.000000	0.000000	0.000000	0.000000	0.000000	0.026730	
