G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	
G1	0.550538	0.000000	0.000000	0.000000	0.139273	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.155121	0.000000	0.177411	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.143672	0.000000	-0.255709	0.109013	0.000000	0.301203	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.122757	0.108138	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.121198	0.000000	0.000000	-0.117462	0.000000	0.000000	0.000000	-0.212133	0.109649	0.244152	0.000000	0.157501	0.000000	0.000000	0.101965	0.322663	0.000000	-0.383313	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.293196	0.000000	0.000000	0.000000	0.000000	0.059570	0.158209	0.000000	-0.192850	0.000000	0.000000	0.000000	-0.191873	0.000000	0.000000	0.000000	-0.171026	0.000000	0.000000	0.000000	0.097126	0.000000	0.115528	-0.084858	-0.226414	0.000000	0.000000	-0.053735	0.000000	0.000000	
G2	0.000000	0.742055	0.169604	0.000000	0.000000	0.069746	0.000000	0.000000	0.000000	-0.331110	0.000000	0.000000	0.000000	0.000000	0.142580	0.000000	0.000000	-0.083626	0.000000	0.162070	0.000000	0.000000	-0.273232	0.000000	0.000000	0.000000	0.000000	0.000000	-0.287516	0.000000	0.000000	0.000000	0.193436	-0.182290	0.094318	-0.150833	0.000000	-0.199975	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.137455	0.000000	0.000000	-0.091580	-0.195952	0.000000	0.000000	0.000000	-0.071264	0.000000	0.000000	0.000000	0.000000	0.155463	0.196649	0.000000	0.000000	0.000000	0.182867	0.209943	0.000000	-0.049292	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.099334	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.271397	0.000000	0.000000	0.000000	0.000000	0.000000	0.106036	0.000000	0.000000	0.000000	0.000000	0.093236	0.244460	-0.088936	0.099429	0.000000	
G3	0.000000	0.000000	0.753293	-0.161835	-0.037753	0.240577	0.000000	0.000000	0.000000	-0.056185	0.000000	-0.096489	0.101658	0.000000	0.000000	0.000000	0.000000	0.115447	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.255326	0.000000	0.000000	0.000000	0.000000	0.000000	-0.073365	-0.070705	0.000000	0.000000	0.000000	0.058285	0.000000	0.000000	0.202861	0.000000	0.100288	0.000000	0.000000	-0.172806	0.087822	0.000000	0.000000	0.000000	0.000000	0.000000	0.140799	0.000000	-0.162692	-0.246357	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.263679	0.000000	-0.260933	0.000000	0.000000	0.000000	0.000000	-0.114726	0.000000	-0.142783	0.000000	0.129489	0.000000	0.000000	0.000000	0.000000	0.000000	-0.129661	0.000000	0.000000	-0.137685	0.000000	-0.180652	0.000000	0.000000	-0.088435	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.005273	0.000000	-0.076429	
G4	-0.165330	0.000000	0.164776	0.830690	-0.208746	0.000000	0.000000	0.000000	0.000000	-0.083859	0.000000	0.176225	0.207944	0.000000	0.000000	0.103477	0.000000	-0.129386	0.000000	0.000000	0.140394	-0.207126	0.000000	-0.253850	-0.267198	0.000000	0.120970	0.000000	0.188205	0.000000	-0.105826	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.207915	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.078352	0.000000	-0.098511	0.185420	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.172499	0.000000	0.098083	0.000000	0.000000	0.000000	0.000000	0.091268	0.000000	-0.097211	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.167729	-0.108471	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.266790	0.000000	0.000000	0.000000	0.072912	0.000000	0.000000	0.000000	0.000000	0.000000	-0.131046	0.072519	0.000000	
G5	0.000000	0.000000	0.039745	0.013627	0.054034	-0.313736	0.022652	0.000000	0.000000	-0.011360	-0.112097	0.000000	-0.196275	-0.311687	-0.495863	0.000000	0.000000	0.000000	-0.163865	0.000000	0.040968	0.011149	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.017570	0.031468	-0.054579	0.000000	0.000000	0.000000	0.000000	0.088861	0.061857	0.000000	-0.011693	0.000000	0.000000	0.032970	0.000000	0.000000	0.000000	0.000000	0.000000	-0.058382	0.000000	0.000000	-0.033970	0.000000	0.000000	-0.012727	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.018786	0.018921	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.006847	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.024257	0.000000	0.000000	0.066726	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.024977	0.000000	0.000000	-0.047927	0.000000	0.000000	0.000000	
G6	0.000000	0.000000	0.000000	0.342817	0.000000	0.170380	-0.108093	0.000000	0.000000	0.178304	0.000000	0.000000	0.000000	0.000000	0.000000	0.237892	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.212922	0.182712	-0.080492	0.000000	0.000000	0.000000	0.000000	0.000000	0.142105	0.000000	0.000000	0.000000	0.000000	-0.085932	0.000000	0.160002	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.150822	0.000000	0.000000	0.000000	0.168896	0.000000	-0.131250	0.135686	0.000000	0.000000	-0.122751	0.000000	-0.174248	0.211075	0.000000	-0.143159	0.000000	0.000000	0.000000	0.000000	0.180298	0.000000	0.000000	0.084049	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.116695	0.000000	0.000000	0.000000	0.000000	-0.144658	-0.125239	0.245450	0.000000	-0.108455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.089228	-0.191630	-0.204249	0.142637	0.000000	0.000000	
G7	0.000000	0.000000	-0.180400	0.000000	-0.243840	0.176728	0.499352	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.190823	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.182344	0.000000	-0.146472	0.000000	0.000000	0.000000	0.000000	-0.170611	0.142427	0.000000	0.256407	-0.125296	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.110864	0.077128	0.000000	-0.103049	-0.101152	0.000000	0.150799	0.000000	0.000000	0.000000	-0.059039	0.099942	0.000000	-0.163179	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.160913	0.091435	0.078296	0.000000	0.000000	0.000000	0.117404	0.000000	0.000000	0.000000	0.000000	0.198556	0.000000	0.000000	0.000000	0.000000	0.000000	0.135909	0.000000	0.000000	0.000000	-0.200255	0.353397	0.000000	0.000000	-0.082083	0.000000	0.000000	0.064143	0.000000	0.000000	0.000000	0.000000	-0.208007	0.000000	0.000000	0.000000	0.000000	0.000000	
G8	-0.259264	0.000000	-0.078670	0.000000	-0.017210	0.000000	0.000000	0.805314	0.000000	0.000000	0.000000	0.102880	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.071791	-0.239101	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.102585	0.000000	0.000000	-0.122486	0.000000	0.000000	0.000000	0.000000	0.124278	0.075439	0.000000	0.000000	0.000000	0.000000	0.000000	-0.179432	0.077369	0.000000	-0.106669	0.071464	0.000000	0.218052	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.119982	0.000000	0.000000	-0.143981	0.000000	0.000000	0.000000	0.123593	-0.163819	0.000000	0.000000	0.000000	-0.116977	0.000000	0.150074	0.000000	-0.121480	0.000000	0.000000	0.000000	-0.117419	0.120752	-0.205090	-0.178126	-0.111685	0.000000	0.000000	-0.088325	0.000000	0.000000	0.000000	0.000000	-0.109192	0.000000	0.000000	
G9	0.000000	0.239547	0.000000	0.000000	-0.137008	0.000000	0.094119	-0.127922	0.200975	-0.112567	0.000000	0.000000	0.000000	0.000000	0.000000	0.100993	0.000000	0.000000	0.000000	0.000000	0.000000	0.147243	0.000000	0.237268	0.000000	-0.107501	-0.083555	0.000000	0.000000	0.149534	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.134668	0.000000	-0.164720	0.000000	0.000000	0.000000	0.000000	0.166928	0.000000	0.000000	0.000000	0.115054	0.000000	-0.195999	0.000000	0.000000	0.000000	0.000000	0.000000	0.198872	0.000000	-0.159883	0.000000	0.000000	0.000000	-0.293261	0.153208	0.000000	0.110207	0.000000	0.137702	0.000000	0.000000	0.000000	-0.214859	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.175721	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.084558	0.000000	-0.103829	0.000000	0.000000	0.000000	0.125542	-0.124773	-0.117355	0.000000	
G10	0.000000	0.000000	0.092956	0.000000	0.000000	0.000000	-0.064278	0.105551	0.000000	0.513759	0.000000	0.000000	0.111090	0.000000	0.000000	0.000000	0.202619	0.072059	0.000000	0.000000	0.000000	0.000000	0.000000	0.115362	0.000000	-0.110352	0.105160	0.000000	-0.211018	0.000000	0.143154	0.000000	-0.091723	0.000000	0.000000	-0.174663	0.000000	-0.161485	0.000000	0.000000	0.000000	0.000000	0.123013	0.000000	0.000000	-0.136195	0.000000	0.000000	0.000000	0.000000	0.000000	-0.097699	0.000000	0.000000	-0.088348	0.000000	0.000000	0.000000	0.000000	0.000000	-0.164535	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.177744	-0.068076	0.000000	-0.181514	0.186444	0.000000	0.000000	0.000000	0.000000	-0.429151	0.202196	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.117258	0.138519	0.000000	0.000000	0.085804	0.000000	0.000000	-0.071662	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
