G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	
G1	0.523070	0.000000	0.000000	0.000000	0.111657	0.000000	0.000000	0.117961	0.000000	0.066414	0.000000	0.000000	0.000000	0.202232	0.000000	0.143067	0.000000	0.104630	-0.084014	0.000000	0.000000	0.000000	-0.094600	-0.114128	0.000000	-0.288926	0.092840	0.085487	0.291386	0.000000	-0.150892	0.000000	0.000000	-0.134108	0.000000	0.000000	0.152795	0.050609	0.000000	0.000000	0.000000	0.065175	0.000000	0.000000	0.141546	-0.094460	0.000000	-0.075455	0.000000	-0.071425	0.000000	-0.188419	0.075165	0.212874	0.000000	0.165202	0.000000	0.000000	0.064706	0.276211	0.000000	-0.348394	0.000000	0.000000	-0.128288	-0.139653	0.056639	0.000000	0.000000	0.083221	-0.347577	0.000000	0.000000	0.000000	0.000000	0.052985	0.113506	-0.105082	-0.267760	0.131368	0.000000	0.000000	-0.254274	0.044431	0.000000	0.000000	-0.161686	0.000000	0.144560	0.110471	0.089445	0.000000	0.128884	-0.102433	-0.229649	0.000000	0.000000	-0.021468	0.000000	0.000000	
G2	-0.049112	0.788584	0.102617	-0.109834	0.000000	0.048052	-0.063048	0.000000	0.000000	-0.324131	0.000000	0.000000	0.000000	0.000000	0.130820	-0.085903	0.000000	-0.101963	0.000000	0.101787	0.133500	0.000000	-0.259389	0.000000	0.129487	0.000000	0.000000	0.000000	-0.223530	0.118536	0.071050	0.000000	0.191133	-0.121052	0.069268	-0.142239	0.000000	-0.161855	0.000000	0.156574	0.171034	0.000000	0.000000	-0.107306	-0.104973	0.000000	0.000000	-0.121150	-0.163610	0.000000	0.000000	-0.069274	-0.069806	-0.089021	0.000000	-0.075112	0.000000	0.173006	0.181424	0.000000	0.000000	0.000000	0.196503	0.186501	0.000000	-0.033384	0.000000	-0.125891	0.000000	0.066460	-0.111115	0.000000	0.000000	0.082296	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.108694	-0.168851	0.000000	0.000000	-0.213105	0.000000	0.000000	0.000000	0.000000	0.000000	0.082865	0.000000	0.133169	0.000000	0.000000	0.145088	0.195156	-0.071930	0.157151	0.000000	
G3	0.000000	0.000000	0.770334	-0.182477	-0.004017	0.204033	0.041458	-0.075158	0.000000	-0.062592	0.000000	-0.109972	0.124609	0.000000	0.000000	0.000000	0.000000	0.109274	0.153802	0.113409	0.000000	0.000000	0.000000	0.000000	-0.253091	0.000000	0.000000	0.041466	0.000000	-0.038921	-0.038141	-0.113613	0.000000	0.000000	0.000000	0.076502	0.060584	0.000000	0.199250	0.000000	0.116041	0.000000	-0.074574	-0.141773	0.128179	0.000000	0.000000	0.000000	-0.042081	-0.104768	0.130024	0.000000	-0.160339	-0.215041	0.000000	-0.083942	0.000000	0.000000	0.000000	0.000000	0.000000	0.229895	0.000000	-0.241437	0.000000	0.060689	0.000000	-0.035995	-0.100075	0.000000	-0.129736	0.129925	0.152632	0.000000	0.000000	0.000000	0.000000	-0.116467	-0.121661	0.000000	0.000000	-0.093030	0.000000	-0.150529	0.000000	0.000000	-0.116214	0.000000	-0.065008	0.000000	0.000000	0.041535	0.032089	0.000000	0.000000	-0.055836	-0.084604	0.011104	0.000000	-0.082154	
G4	-0.156505	0.000000	0.179443	0.772252	-0.250200	-0.098607	-0.080047	0.000000	0.000000	-0.072039	0.000000	0.172729	0.189736	0.000000	0.000000	0.122555	0.069954	-0.142908	-0.083922	0.000000	0.159932	-0.203504	0.000000	-0.274638	-0.243945	0.000000	0.145904	0.000000	0.195200	0.000000	-0.099331	0.000000	0.000000	0.065304	0.000000	0.085416	0.000000	-0.228447	0.000000	0.000000	0.000000	0.052226	0.087546	-0.128794	0.000000	0.000000	0.104110	0.000000	-0.102944	0.187766	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.226774	0.000000	0.107729	0.000000	-0.097550	0.089009	0.000000	0.104537	0.000000	-0.137166	0.000000	0.000000	0.000000	0.121909	0.000000	0.000000	0.000000	-0.085177	-0.153236	-0.113970	0.000000	0.085892	0.000000	0.000000	0.000000	-0.070554	0.000000	0.000000	-0.115533	-0.103836	0.000000	-0.309074	0.000000	0.082735	0.000000	0.050637	0.000000	0.000000	-0.058222	0.036610	0.000000	-0.120441	0.073625	0.000000	
G5	0.000000	0.000000	0.050501	0.054919	0.087041	-0.278995	0.028077	0.000000	0.000000	-0.002261	-0.106816	0.000000	-0.213441	-0.277539	-0.440067	0.000000	0.000000	0.000000	-0.132956	-0.117097	0.039995	0.024596	0.000000	0.000000	0.000000	0.000000	-0.009692	0.033490	0.000000	-0.026402	-0.028228	0.004206	-0.037594	0.000000	0.006657	-0.040156	-0.017316	0.078883	0.060450	0.000000	-0.006897	0.000000	0.000000	0.041031	0.000000	0.000000	-0.015953	0.000000	0.000000	-0.059977	0.015366	0.000000	-0.018812	0.000000	0.000000	0.011818	0.000000	0.000000	0.023086	0.000000	0.022916	0.000000	-0.031407	0.023046	0.000000	0.000000	-0.023688	0.000000	0.000000	0.000000	-0.054556	-0.058563	0.000000	0.000000	0.000000	-0.036953	0.000000	0.037442	-0.024046	0.000000	0.000000	0.000000	0.008240	0.025724	0.000000	0.000000	0.071461	0.028008	0.000000	-0.014055	0.000000	0.033084	0.000000	-0.035844	0.000000	0.000000	-0.040296	0.000000	0.000000	0.000000	
G6	0.000000	0.000000	0.110245	0.324122	0.000000	0.195790	-0.135303	0.000000	0.000000	0.172044	-0.078374	0.000000	0.000000	0.000000	0.000000	0.193922	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.215900	0.169089	-0.062904	0.000000	0.000000	-0.108454	0.000000	0.000000	0.077197	0.000000	0.000000	-0.065169	0.000000	-0.076684	0.000000	0.158372	0.000000	0.000000	0.000000	0.052219	0.072890	0.000000	-0.158834	0.000000	-0.079920	0.000000	0.100352	0.067289	-0.141069	0.149873	0.124025	0.000000	-0.155807	0.000000	-0.197258	0.191998	-0.160445	-0.126536	0.103030	0.000000	0.000000	0.000000	0.170905	-0.070350	0.000000	0.076173	0.000000	0.000000	0.000000	-0.075877	0.000000	0.138063	0.000000	-0.114836	0.071117	0.000000	0.123078	0.000000	-0.186621	-0.141578	0.267082	-0.128181	-0.102757	0.000000	0.106954	0.000000	-0.132254	0.050970	0.000000	0.000000	0.000000	0.000000	-0.113470	-0.187227	-0.211376	0.128253	0.000000	0.000000	
G7	0.000000	0.000000	-0.160296	0.000000	-0.234494	0.160064	0.487345	0.066977	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.142918	0.000000	0.000000	0.139172	0.000000	0.000000	-0.115353	-0.172511	-0.149327	-0.149877	0.000000	0.000000	0.000000	0.000000	-0.156865	0.162272	0.000000	0.277199	-0.114909	0.040717	0.000000	0.000000	-0.106313	0.000000	0.056919	0.000000	-0.106649	0.102955	-0.131162	-0.120563	-0.192788	0.000000	0.157408	0.000000	0.000000	0.093871	-0.069314	0.128710	0.000000	-0.149301	0.000000	0.000000	0.000000	0.101076	0.000000	0.000000	0.200918	0.134165	0.103526	0.000000	0.000000	0.083996	0.091679	0.000000	-0.092489	0.000000	0.000000	0.115702	0.159250	0.000000	0.000000	0.129740	0.000000	0.108980	0.000000	-0.086717	0.000000	-0.149413	0.314576	0.000000	-0.138655	-0.089868	0.173857	0.000000	0.020594	0.000000	0.000000	0.000000	0.000000	-0.198825	-0.105532	-0.122983	0.064650	0.000000	0.000000	
G8	-0.263708	0.000000	-0.039698	0.000000	0.007527	0.099066	0.000000	0.742104	0.000000	-0.116287	-0.113921	0.142861	0.000000	0.000000	0.000000	0.000000	0.000000	-0.069042	0.000000	0.000000	0.000000	0.000000	0.000000	-0.091871	0.000000	0.024327	-0.239650	-0.081338	0.115625	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.101907	0.069925	0.090565	-0.163095	0.000000	0.092581	0.000000	0.000000	0.134983	0.069917	0.000000	0.073245	0.000000	0.000000	0.099518	-0.165082	0.037393	0.042000	-0.101562	0.077549	0.000000	0.240916	-0.054877	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.122495	0.000000	0.000000	-0.142274	0.000000	0.000000	0.000000	0.162808	-0.141570	0.035779	0.000000	0.000000	-0.063861	0.000000	0.155365	0.000000	-0.120539	0.000000	-0.103916	0.000000	-0.091162	0.112635	-0.213426	-0.165281	-0.123424	0.000000	0.000000	-0.053661	-0.117162	0.062684	0.039310	0.000000	-0.109349	-0.055624	0.000000	
G9	0.000000	0.238438	0.000000	0.000000	-0.113311	0.000000	0.102568	-0.139174	0.156095	-0.128188	0.000000	0.000000	0.133791	0.000000	-0.094370	0.125656	-0.109152	0.000000	0.000000	0.000000	0.000000	0.072859	0.000000	0.200908	0.000000	-0.172390	-0.139112	0.000000	0.000000	0.135768	0.000000	-0.168709	0.000000	0.000000	0.000000	0.000000	-0.161752	-0.176538	-0.247264	0.000000	0.000000	0.000000	0.000000	0.166293	0.066693	0.000000	0.000000	0.086182	0.000000	-0.222227	0.094466	0.000000	-0.059370	0.000000	0.000000	0.199143	0.000000	-0.155709	0.000000	0.000000	0.000000	-0.276576	0.147687	-0.074271	0.193030	0.087038	0.147992	0.000000	0.000000	0.000000	-0.211950	0.106217	0.000000	-0.098919	-0.085443	0.000000	0.000000	-0.092236	0.223275	0.000000	0.000000	0.000000	0.000000	-0.099868	-0.079130	0.000000	0.088924	0.000000	0.000000	0.000000	0.090446	0.063007	-0.133155	0.000000	0.139093	0.066623	0.136725	-0.137311	-0.051032	0.000000	
G10	0.071077	-0.063634	0.098972	0.000000	0.000000	0.000000	-0.062389	0.087913	0.000000	0.524726	0.000000	-0.019033	0.150093	0.000000	0.000000	0.000000	0.206566	0.050921	0.000000	0.000000	0.000000	0.000000	0.000000	0.087442	-0.106512	-0.110325	0.118868	0.000000	-0.180849	0.000000	0.111615	0.000000	-0.059954	0.000000	0.000000	-0.176247	0.000000	-0.131200	0.000000	0.000000	0.061620	0.000000	0.169448	-0.024256	-0.079668	-0.158535	0.000000	0.049043	0.029657	0.000000	0.000000	-0.146389	0.070022	0.000000	-0.132081	0.080041	0.000000	0.000000	0.113812	0.000000	-0.170267	0.000000	0.056818	0.000000	0.000000	0.000000	0.000000	-0.167210	-0.060426	0.000000	-0.173261	0.193378	0.000000	0.000000	0.000000	0.000000	-0.391938	0.153756	0.000000	0.000000	-0.062685	0.000000	-0.044997	0.000000	0.055381	-0.136786	0.135666	0.000000	0.000000	0.080685	0.000000	0.000000	-0.046448	-0.066242	0.000000	0.000000	0.047797	0.000000	-0.038807	0.034393	
