G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15	G16	G17	G18	G19	G20	G21	G22	G23	G24	G25	G26	G27	G28	G29	G30	G31	G32	G33	G34	G35	G36	G37	G38	G39	G40	G41	G42	G43	G44	G45	G46	G47	G48	G49	G50	G51	G52	G53	G54	G55	G56	G57	G58	G59	G60	G61	G62	G63	G64	G65	G66	G67	G68	G69	G70	G71	G72	G73	G74	G75	G76	G77	G78	G79	G80	G81	G82	G83	G84	G85	G86	G87	G88	G89	G90	G91	G92	G93	G94	G95	G96	G97	G98	G99	G100	
G1	0.521192	0.000000	0.000000	0.000000	0.115838	0.000000	0.000000	0.130089	0.000000	0.061610	0.000000	0.000000	0.000000	0.164518	0.000000	0.140368	0.000000	0.099624	0.000000	0.000000	0.000000	0.000000	0.000000	-0.134899	0.000000	-0.291740	0.096929	0.071159	0.272967	0.000000	-0.151871	0.000000	0.000000	-0.131094	0.000000	0.000000	0.152985	0.039077	0.000000	0.000000	0.000000	0.057514	0.000000	0.000000	0.138333	-0.099647	0.000000	-0.080525	0.000000	0.000000	0.000000	-0.175389	0.096669	0.215273	0.000000	0.165814	0.000000	0.000000	0.066389	0.282435	0.000000	-0.347761	0.000000	0.000000	-0.138524	-0.143558	0.064154	0.000000	0.000000	0.063121	-0.349773	0.000000	0.000000	0.000000	0.000000	0.059024	0.095990	-0.100297	-0.280558	0.136028	0.000000	0.000000	-0.243833	0.057337	0.000000	0.000000	-0.174968	0.000000	0.128592	0.100208	0.077270	0.000000	0.123672	-0.101767	-0.237818	0.000000	0.000000	-0.033385	0.000000	0.000000	
G2	0.000000	0.775376	0.121384	-0.107787	0.000000	0.044728	-0.069988	0.000000	0.000000	-0.326946	0.000000	0.000000	0.000000	0.000000	0.130239	-0.084733	0.000000	-0.102812	0.000000	0.103843	0.120138	0.000000	-0.249444	0.000000	0.147239	0.000000	0.000000	0.000000	-0.248691	0.128353	0.084109	0.000000	0.205017	-0.144835	0.068867	-0.141835	0.000000	-0.169502	0.000000	0.151681	0.171209	0.000000	0.000000	-0.086148	-0.121610	0.000000	0.000000	-0.134565	-0.172922	0.000000	0.000000	0.000000	-0.072634	-0.088237	0.000000	-0.088100	0.000000	0.171008	0.161773	0.000000	0.000000	0.000000	0.185112	0.197124	0.000000	-0.022593	0.000000	-0.123954	0.000000	0.000000	0.000000	0.000000	0.000000	0.050951	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.097002	-0.163673	0.000000	0.000000	-0.213761	0.000000	0.000000	0.000000	0.000000	-0.063207	0.089046	0.000000	0.124150	0.000000	0.000000	0.128150	0.173215	-0.068077	0.156554	0.000000	
G3	0.000000	0.000000	0.780853	-0.184210	-0.014788	0.207992	0.039262	-0.070753	0.000000	-0.071617	0.000000	-0.096417	0.121679	0.000000	0.000000	0.000000	0.000000	0.112157	0.178429	0.000000	0.000000	0.000000	0.000000	0.000000	-0.246591	0.000000	0.000000	0.000000	0.000000	-0.052566	-0.046278	-0.130348	0.000000	0.000000	0.000000	0.078315	0.059058	0.000000	0.198789	0.000000	0.109841	0.000000	0.000000	-0.157356	0.107688	0.000000	0.000000	0.000000	-0.044833	-0.109066	0.131801	0.000000	-0.156695	-0.205717	0.000000	-0.086651	0.000000	0.000000	0.000000	0.000000	0.000000	0.229566	0.000000	-0.252033	0.000000	0.054534	0.000000	-0.040639	-0.108450	0.000000	-0.126119	0.118808	0.157754	0.000000	0.000000	0.000000	0.000000	-0.080269	-0.094117	0.000000	0.000000	-0.102562	0.000000	-0.159247	0.000000	0.085254	-0.098955	0.000000	-0.063679	0.000000	0.000000	0.000000	0.034047	0.000000	0.000000	-0.048795	-0.085058	0.000914	0.000000	-0.086154	
G4	-0.156283	0.000000	0.180423	0.773784	-0.247279	-0.107766	-0.079530	0.000000	0.000000	-0.066190	0.000000	0.173751	0.193868	0.000000	0.000000	0.113628	0.078526	-0.151413	-0.075293	0.000000	0.160377	-0.204559	0.000000	-0.266518	-0.252655	0.000000	0.129961	0.000000	0.180000	0.000000	-0.106977	0.000000	0.000000	0.000000	0.000000	0.088762	0.000000	-0.228665	0.000000	0.000000	0.000000	0.059103	0.090414	-0.122730	0.000000	0.000000	0.103470	0.000000	-0.105510	0.189760	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.219159	0.000000	0.124696	0.000000	0.000000	0.086590	0.000000	0.102869	0.000000	-0.131579	0.000000	0.000000	0.000000	0.112856	0.000000	0.000000	0.000000	-0.087088	-0.155398	-0.110789	0.000000	0.000000	0.000000	0.000000	0.000000	-0.070128	0.000000	0.000000	-0.115827	-0.092785	0.000000	-0.313850	0.000000	0.077597	0.000000	0.056176	0.000000	0.000000	-0.054583	0.039653	0.000000	-0.121443	0.079664	0.000000	
G5	0.000000	0.000000	0.051776	0.054240	0.085885	-0.279528	0.028751	0.000000	0.000000	-0.004214	-0.106538	0.000000	-0.213516	-0.278089	-0.442291	0.000000	0.000000	0.000000	-0.135129	-0.113970	0.039275	0.019556	0.000000	0.000000	0.000000	0.000000	-0.009160	0.031285	0.000000	-0.029134	-0.028022	0.005342	-0.035710	0.000000	0.007538	-0.041834	-0.016809	0.082323	0.059339	0.000000	-0.008641	0.000000	0.000000	0.040423	0.000000	0.000000	-0.015061	0.000000	0.000000	-0.061101	0.014666	0.000000	-0.017120	0.000000	0.000000	0.010953	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.029958	0.022025	0.000000	0.000000	-0.025132	0.000000	0.000000	0.000000	-0.050904	-0.052309	0.000000	0.000000	0.000000	-0.036180	0.000000	0.043830	0.000000	0.000000	0.000000	0.000000	0.007736	0.026949	0.000000	0.000000	0.069759	0.028469	0.000000	-0.013142	0.000000	0.031342	0.000000	-0.035893	0.000000	0.000000	-0.038430	0.000000	0.000000	0.000000	
G6	0.000000	0.000000	0.108313	0.323844	0.000000	0.197576	-0.132742	0.000000	0.000000	0.168454	-0.077441	0.000000	0.000000	0.000000	0.000000	0.194898	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.217267	0.163143	-0.060803	0.000000	0.000000	-0.098776	0.000000	0.000000	0.069421	0.000000	0.000000	-0.069152	0.000000	-0.073187	0.000000	0.160748	0.000000	0.000000	0.000000	0.053111	0.075187	0.000000	-0.153335	0.000000	-0.076279	0.000000	0.100355	0.000000	-0.140729	0.151527	0.114946	0.000000	-0.155298	0.000000	-0.186421	0.186881	-0.164628	-0.138597	0.097071	0.000000	0.000000	0.000000	0.173946	-0.067917	0.000000	0.076115	0.000000	0.000000	0.000000	0.000000	0.000000	0.136050	0.000000	-0.112052	0.000000	0.000000	0.126161	0.000000	-0.186542	-0.144765	0.264213	-0.124067	-0.102725	0.000000	0.101411	0.000000	-0.126191	0.051018	0.000000	0.000000	0.000000	0.000000	-0.110410	-0.188645	-0.211667	0.131540	0.000000	0.000000	
G7	0.000000	-0.088909	-0.155663	0.000000	-0.220149	0.158830	0.479732	0.084419	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.152955	0.000000	0.000000	0.132887	0.000000	0.000000	-0.097779	-0.175587	-0.144823	-0.124579	0.000000	0.000000	0.000000	0.000000	-0.164431	0.168615	0.000000	0.293989	-0.105584	0.038400	0.000000	0.000000	-0.098734	0.000000	0.000000	0.000000	-0.123266	0.107588	-0.134063	-0.114942	-0.164341	0.000000	0.146365	0.000000	0.000000	0.078727	-0.056708	0.129533	0.000000	-0.150655	0.000000	0.000000	0.000000	0.126547	0.000000	0.000000	0.227479	0.121262	0.126209	0.000000	0.000000	0.000000	0.124797	0.000000	-0.090638	0.000000	0.000000	0.140978	0.197243	0.000000	0.000000	0.000000	0.000000	0.106465	0.000000	0.000000	0.000000	-0.150657	0.317873	0.000000	-0.126805	-0.108989	0.163363	0.000000	0.024864	0.000000	0.000000	0.000000	0.000000	-0.203888	-0.094498	-0.131176	0.059167	0.000000	0.000000	
G8	-0.271887	0.000000	-0.045094	0.000000	0.015796	0.094847	0.000000	0.748409	0.000000	-0.110631	-0.111363	0.134074	0.000000	0.000000	0.000000	0.000000	0.000000	-0.052555	0.000000	0.000000	0.000000	0.000000	0.000000	-0.084150	0.000000	0.030010	-0.230746	-0.073833	0.096476	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.097612	0.000000	0.096664	-0.153181	0.000000	0.084880	0.000000	0.000000	0.136960	0.075643	0.000000	0.073179	0.000000	0.000000	0.091895	-0.165103	0.055374	0.000000	-0.103727	0.079685	0.000000	0.220334	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.130185	0.000000	0.000000	-0.130072	0.000000	0.000000	0.000000	0.146168	-0.159252	0.041004	0.000000	0.000000	-0.061765	0.000000	0.155797	0.000000	-0.118569	0.000000	-0.103262	0.000000	-0.101136	0.124192	-0.223375	-0.186339	-0.124354	0.000000	0.000000	-0.046620	-0.111309	0.054781	0.040891	0.000000	-0.111293	-0.043484	0.000000	
G9	0.000000	0.232976	0.046744	0.000000	-0.111580	0.000000	0.098866	-0.144165	0.150161	-0.144445	0.000000	0.000000	0.158498	0.000000	-0.083054	0.139870	-0.113784	0.000000	0.000000	0.000000	0.000000	0.082859	0.000000	0.193428	0.000000	-0.162586	-0.135945	0.000000	0.000000	0.140764	0.000000	-0.155300	0.000000	0.000000	0.000000	0.000000	-0.164987	-0.188856	-0.251848	0.000000	0.000000	0.000000	0.000000	0.150940	0.050335	0.000000	0.000000	0.093605	0.000000	-0.237800	0.084359	0.000000	-0.058633	0.000000	0.000000	0.203161	0.000000	-0.155581	0.000000	0.000000	0.000000	-0.273167	0.148654	0.000000	0.195575	0.081351	0.151804	0.000000	0.000000	0.000000	-0.218977	0.000000	0.000000	0.000000	-0.084619	0.000000	0.000000	-0.076199	0.223134	0.000000	0.000000	0.000000	0.000000	-0.114631	-0.087071	0.000000	0.086084	0.000000	0.000000	0.000000	0.115852	0.000000	-0.134044	0.000000	0.123934	0.058037	0.130860	-0.129852	-0.070155	0.000000	
G10	0.071873	-0.069909	0.106945	0.000000	0.000000	0.000000	-0.060313	0.088598	0.000000	0.520160	0.000000	0.000000	0.148623	0.000000	0.000000	0.000000	0.208432	0.055339	0.000000	0.000000	0.000000	0.000000	0.000000	0.081537	-0.104094	-0.110668	0.120541	0.000000	-0.175662	0.000000	0.111212	0.000000	-0.062478	0.000000	0.000000	-0.169485	0.000000	-0.137606	0.000000	0.000000	0.067394	0.000000	0.173680	-0.018894	-0.077522	-0.156486	0.000000	0.052243	0.000000	0.000000	0.000000	-0.144037	0.074337	0.000000	-0.133974	0.074882	0.000000	0.000000	0.117665	0.000000	-0.171401	0.000000	0.054221	0.000000	0.000000	0.000000	0.000000	-0.164648	-0.052108	0.000000	-0.162948	0.199114	0.000000	0.000000	0.000000	0.000000	-0.396844	0.159757	0.000000	0.000000	-0.058599	0.000000	-0.051310	0.000000	0.049985	-0.134372	0.133149	0.000000	0.000000	0.079457	0.000000	0.000000	-0.044617	-0.063911	0.000000	0.000000	0.000000	0.000000	-0.038885	0.028641	
